Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
225,Dani Gómez,es ESP,FW,Valencia,26,1998,5.9,23.2,0.68,2.03,8.31,13.2,3.73,23.2,1.69,0.51,30,1.19,70,12,54.1,17.5,0.51,0.68,0.34,1.86,1.36,15.3,4.07,Matches
226,Moi Gómez,es ESP,"MF,FW",Osasuna,30,1994,8.8,64.9,0.68,10.5,38.3,16.6,0.8,64.9,2.95,1.59,53.8,1.25,42.3,40.1,175.6,59.5,1.48,1.14,0.11,1.14,0.91,45.7,1.82,Matches
227,Sergi Gómez,es ESP,DF,Espanyol,32,1992,7.4,56.6,8.78,37.8,17.7,1.08,0.54,56.6,0,0,,0,,30,115,50.8,0,0,0,0.14,0,39.5,0.14,Matches
228,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,23,2000,30.4,56.7,1.25,9.61,24.5,23.3,1.71,56.7,1.68,0.72,43.1,0.82,49,27.7,142.6,62.9,1.41,1.51,0.2,1.48,0.53,33.7,5.07,Matches
229,Unai Gómez,es ESP,"MF,FW",Athletic Club,21,2003,14.3,30.7,1.4,4.41,15,11.7,1.47,30.7,2.03,0.84,41.4,0.84,41.4,16.4,88.8,43.1,1.33,1.19,0.21,1.61,1.47,19,3.43,Matches
230,Fabio González,es ESP,MF,Las Palmas,27,1997,0.6,95,1.67,8.33,68.3,18.3,3.33,95,0,0,,0,,61.7,296.7,141.7,0,0,0,1.67,0,70,0,Matches
231,Peter González,do DOM,"MF,FW",Getafe,22,2002,5.3,39.8,0.57,5.47,12.8,22.5,3.02,39.8,2.83,0.57,20,1.89,66.7,20.9,117.4,35.3,1.51,0.94,0.75,3.21,2.83,23,6.23,Matches
232,Urko González,es ESP,MF,Espanyol,23,2001,15.3,39.9,4.25,13.4,21.8,5.42,0.72,39.9,1.11,0.39,35.3,0.65,58.8,20,127.6,74.1,1.18,0.92,0.2,1.18,0.78,20.7,0.52,Matches
233,Urko González,es ESP,MF,Real Sociedad,23,2001,0.5,40,4,14,20,6,2,40,0,0,,0,,24,82,10,0,0,0,2,4,36,0,Matches
234,Andoni Gorosabel,es ESP,DF,Athletic Club,27,1996,16.5,65.7,2.61,17.7,33.2,15.3,0.79,65.7,0.85,0.42,50,0.42,50,26.2,97.3,41.9,1.03,1.09,0.18,1.09,0.85,33.6,3.58,Matches
235,José Gragera,es ESP,MF,Espanyol,23,2000,6.3,45.1,2.06,11.7,30.2,3.33,0.63,45.1,0.63,0.16,25,0.32,50,18.9,72.5,34.3,0.16,0,0,0.48,0.16,26,0.48,Matches
236,Dominik Greif,sk SVK,GK,Mallorca,27,1997,31,35.8,29.2,35.4,0.35,0,0,35.8,0.06,0.06,100,0,0,20,96.5,53.8,0,0,0,0.03,0,17,0,Matches
237,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,33,1991,27.4,61.2,1.02,7.88,27.3,26.6,3.39,61.2,1.28,0.55,42.9,0.66,51.4,35.4,149.5,74.5,1.68,2.04,0.22,1.5,0.73,45.8,6.46,Matches
238,Florian Grillitsch,at AUT,MF,Valladolid,28,1995,6.9,57.7,1.74,13.2,38.6,7.1,0.58,57.7,2.17,1.59,73.3,0.43,20,32.6,199.1,102.3,1.3,0.58,0,0.72,0.72,40.3,1.01,Matches
239,Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,30.6,27.3,30.4,0.18,0,0,30.6,0,0,,0,,15.8,78.2,45.9,0,0,0,0.09,0.03,12.7,0,Matches
240,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,4,32.5,0.75,2.75,13.8,16,4.5,32.5,0.5,0,0,0.5,100,20.3,59.8,22.5,0.5,0.75,0.25,2.75,1.25,24,5.5,Matches
241,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,32,1991,27.7,59,5.16,25.4,28.5,5.42,0.18,59,0.32,0.22,66.7,0.07,22.2,26.6,112.4,50.6,0.51,0.29,0,0.69,0.11,36.4,0.18,Matches
242,Javier Guerra,es ESP,MF,Valencia,21,2003,28.7,58.2,2.26,12.3,32.7,14,1.71,58.2,2.72,1.01,37.2,1.57,57.7,32.3,171.6,90.1,1.74,1.46,0.45,1.74,1.88,39.6,2.93,Matches
243,Ander Guevara,es ESP,MF,Alavés,27,1997,21.6,55.9,2.69,12.3,35.2,8.75,0.56,55.9,0.69,0.42,60,0.23,33.3,23.7,102.5,49.9,0.65,0.74,0,1.02,0.88,30.3,0.88,Matches
244,Pape Gueye,sn SEN,MF,Villarreal,25,1999,24.7,58.9,2.91,14.4,32.7,12.5,2.63,58.9,1.34,0.45,33.3,0.65,48.5,34.5,164,89,1.46,1.13,0.28,1.34,0.77,41.7,2.79,Matches
245,Hugo Guillamón,es ESP,MF,Valencia,24,2000,4,57,3.25,15.5,32.3,9.25,0.25,57,0.5,0.25,50,0.25,50,21.3,91,32.3,0,0.25,0,0.75,0.75,36.5,1.25,Matches
246,Carlos Guirao,es ESP,MF,Betis,21,2003,1.2,50,2.5,11.7,31.7,8.33,0.83,50,0.83,0.83,100,0,0,23.3,111.7,50,0.83,0.83,0,0.83,1.67,28.3,1.67,Matches
247,Arda Güler,tr TUR,"MF,FW",Real Madrid,19,2005,13.9,76.1,1.01,9.42,34.3,33.1,3.6,76.1,3.24,1.44,44.4,1.44,44.4,50.1,245.9,123.7,2.45,2.37,0.72,1.65,0.65,58.1,6.19,Matches
248,Gerard Gumbau,es ESP,MF,Rayo Vallecano,29,1994,9.4,53.9,2.23,11.1,29.4,13.7,1.06,53.9,0.43,0.21,50,0.21,50,29.4,90.5,38.8,0.21,0.96,0,0.85,0.21,35.2,2.23,Matches
249,Jon Guridi,es ESP,"MF,FW",Alavés,29,1995,23.1,40.7,1,5.28,21.3,14.5,2.6,40.6,1.13,0.35,30.8,0.69,61.5,20.4,107.3,48.9,1.17,1.34,0.17,1.65,0.74,25.4,3.9,Matches
250,Gorka Guruzeta,es ESP,FW,Athletic Club,27,1996,20.4,31.5,1.13,3.28,16.8,11.8,3.82,31.5,0.98,0.54,55,0.44,45,14,54.9,18.4,0.39,0.59,0.1,2.35,0.98,20.3,3.14,Matches
251,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23,2001,27.3,63.8,2.49,13.4,24.6,26.4,1.83,63.8,2.01,1.06,52.7,0.88,43.6,36.3,197.8,85,2.31,1.76,0.4,1.36,0.92,42,7.29,Matches
252,Munir El Haddadi,ma MAR,"FW,MF",Leganés,28,1995,9.6,38.8,0.1,3.54,18.3,17.1,1.77,38.8,2.19,0.73,33.3,1.25,57.1,25.2,105.8,37.2,1.15,0.94,0.1,2.29,2.6,31.1,4.38,Matches
253,Sébastien Haller,ci CIV,FW,Leganés,30,1994,4.5,28.7,1.56,4.67,14.7,10,2.44,28.7,0.67,0.22,33.3,0.22,33.3,12.4,50.4,23.3,0.67,0.44,0,3.78,1.11,20.9,3.11,Matches
254,Henrique,br BRA,DF,Valladolid,30,1994,3.9,60.8,4.1,19.2,35.6,6.15,0.26,60.8,1.79,0.77,42.9,0.77,42.9,33.8,169,91,0.51,0.77,0,0.77,1.03,42.3,1.03,Matches
255,Javi Hernández,es ESP,DF,Leganés,26,1998,26.5,49.9,4.34,16,22.9,11.7,1.02,49.9,1.09,0.6,55.2,0.45,41.4,22.8,118.6,69.2,1.51,1.21,0.19,1.02,0.98,25.5,3.4,Matches
256,Aridane Hernández,es ESP,DF,Rayo Vallecano,35,1989,11.4,59.6,13,34.6,23.7,1.49,1.05,59.6,0.53,0.26,50,0.18,33.3,28.8,129.7,49.6,0.18,0,0,0.35,0.09,31.8,0,Matches
257,Jorge Herrando,es ESP,DF,Osasuna,23,2001,15.2,57.3,5.92,27.6,27.8,2.24,1.12,57.3,0.07,0.07,100,0,0,33.2,144.5,75.6,0.46,0.2,0,0.26,0.07,38.5,0.07,Matches
258,Ander Herrera,es ESP,MF,Athletic Club,34,1989,3,79,4,12.3,50.3,16.3,2,78.7,1.67,0.67,40,0.33,20,38.7,143.7,65.3,0.67,1.33,0,1,0.67,56.3,1.67,Matches
259,Sergio Herrera,es ESP,GK,Osasuna,31,1993,37,36.7,29.7,36.3,0.38,0,0,36.7,0.03,0.03,100,0,0,18.9,109.1,62,0,0,0,0.05,0,14.1,0,Matches
260,Yangel Herrera,ve VEN,MF,Girona,26,1998,25.1,56,2.99,12.6,29.4,14.4,2.39,56,1.87,0.76,40.4,0.76,40.4,32.4,159.6,70.1,1.24,1.39,0.12,2.15,1.39,38.6,3.94,Matches
261,Juan Herzog,es ESP,DF,Las Palmas,21,2003,14.6,55.6,8.84,33.7,20.3,1.85,1.37,55.6,0.14,0,0,0.07,50,25.8,84.2,39,0,0.07,0,0.14,0,32.3,0.07,Matches
262,Omar El Hilali,ma MAR,DF,Espanyol,20,2003,35,56.9,4.57,24.8,26.7,5.94,0.14,56.9,0.83,0.49,58.6,0.2,24.1,25.4,127,67.8,1,0.6,0.06,0.6,0.2,28,1.74,Matches
263,Roger Hinojo,es ESP,DF,Espanyol,19,2005,0.1,110,10,30,20,60,0,110,0,0,,0,,80,410,230,10,0,0,0,0,80,20,Matches
264,Dinko Horkaš,hr CRO,GK,Las Palmas,25,1999,12.1,46.3,27.7,44.5,1.82,0,0,46.3,0.08,0.08,100,0,0,28.1,123,76.8,0,0,0,0,0,29,0,Matches
265,Pablo Ibáñez,es ESP,MF,Osasuna,25,1998,14.4,46.7,1.39,7.57,27.2,12.8,2.15,46.7,1.88,0.9,48.1,0.69,37,25.6,159.3,68.4,1.46,1.39,0.21,1.39,1.11,29.4,2.15,Matches
266,Stanis Idumbo,be BEL,"FW,MF",Sevilla,19,2005,3.2,40.6,1.88,8.13,16.9,17.2,1.88,40.6,5.94,2.81,47.4,2.81,47.4,27.5,220,103.8,3.13,1.56,1.25,3.75,3.44,28.4,6.25,Matches
267,Iglesias,es ESP,DF,Getafe,26,1998,32.1,50.7,3.24,14.7,23.8,12.8,0.47,50.7,1,0.4,40.6,0.5,50,17.3,86.6,42.2,1,1.15,0.12,1.12,0.47,17.7,2.09,Matches
268,Borja Iglesias,es ESP,FW,Celta Vigo,31,1993,21.7,31.6,0.74,2.21,16.7,13.1,3.82,31.6,1.47,0.51,34.4,0.83,56.3,18.2,73.2,24.7,1.01,0.6,0.6,2.86,1.47,23.7,4.98,Matches
269,Kelechi Iheanacho,ng NGA,FW,Sevilla,27,1996,4.4,24.5,0.45,2.05,11.4,11.1,3.18,24.5,0.91,0.45,50,0.45,50,13.6,53.6,28.6,1.36,0.68,0.45,2.27,0.91,18.4,3.86,Matches
270,Isco,es ESP,MF,Betis,32,1992,17.2,80.3,0.52,5.58,38.5,37.1,3.95,79.9,3.43,1.57,45.8,1.63,47.5,51.9,271.9,119,2.21,3.14,0.29,3.14,1.57,61.6,6.51,Matches
271,Diego Iturralde,es ESP,FW,Sevilla,21,2003,0.4,40,2.5,15,12.5,12.5,2.5,40,2.5,0,0,2.5,100,22.5,57.5,7.5,0,0,0,5,0,25,2.5,Matches
272,Ivan Jaime Pajuelo,es ESP,MF,Valencia,23,2000,3.3,45.2,0,3.33,17.3,26.1,3.94,45.2,4.85,1.52,31.3,2.12,43.8,30.3,175.8,91.8,2.42,2.42,0.61,3.94,2.12,33.6,4.24,Matches
273,Karl Jakob Hein,ee EST,GK,Valladolid,22,2002,31,40.5,34.3,39.9,0.55,0,0,40.5,0,0,,0,,20.7,101.6,64.1,0,0,0,0.1,0,18.9,0,Matches
274,Adnan Januzaj,be BEL,"MF,FW",Las Palmas,29,1995,6.6,69.5,0.76,4.7,33,32.7,2.27,69.5,5.76,2.12,36.8,3.33,57.9,39.7,269.7,118.3,3.64,2.12,0.76,4.7,1.36,48.3,8.79,Matches
275,Mikel Jauregizar,es ESP,MF,Athletic Club,20,2003,24.9,56.9,1.73,11.1,34,12.3,0.48,56.9,1.69,0.8,47.6,0.64,38.1,28.4,119.2,50.6,0.56,1,0.04,1.41,0.92,34.1,1.24,Matches
276,John Joe,ie IRL,"MF,FW",Getafe,20,2003,0.5,66,2,10,20,36,2,66,10,4,40,6,60,42,204,94,2,2,0,8,2,46,12,Matches
277,Jofre,es ESP,"MF,FW",Espanyol,23,2001,24.1,34.8,0.95,5.68,13.9,15.9,2.95,34.8,4.65,1.62,34.8,2.45,52.7,22.2,170.6,88.8,2.7,2.12,1.12,2.66,1.66,23.9,6.47,Matches
278,Frenkie de Jong,nl NED,MF,Barcelona,27,1997,12.7,96.5,1.18,10.8,64.6,21.3,1.02,96.5,0.63,0.39,62.5,0.24,37.5,64.2,367.5,207.1,2.83,2.99,0.08,0.39,0.55,78.2,1.89,Matches
279,Joan Jordán,es ESP,MF,Alavés,30,1994,15.7,66.1,1.66,8.28,38.1,20.4,0.7,65.9,0.45,0.38,85.7,0.06,14.3,30.6,103.5,53.8,0.45,1.21,0.06,1.02,0.45,39.5,2.23,Matches
280,Juanmi,es ESP,"FW,MF",Getafe,31,1993,7.7,28.6,0.13,2.99,13.9,11.9,2.6,28.6,1.3,0.52,40,0.78,60,16.2,76.2,24.2,0.78,0.65,0.13,3.51,1.04,18.3,3.64,Matches
281,Juanmi,es ESP,"FW,MF",Betis,31,1993,2.7,40.4,1.11,8.52,17,15.2,5.19,40.4,2.96,1.48,50,1.11,37.5,23,113.7,37.4,1.48,0.37,0.74,2.59,1.48,27.4,6.67,Matches
282,Juanpe,es ESP,DF,Girona,33,1991,8.1,83.5,10.6,45.4,36.2,2.22,0.12,83.5,0,0,,0,,46.5,228,127.3,0.25,0.49,0,0.37,0.12,57.7,0,Matches
283,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,23,2001,16.2,33.5,29.1,33,0.43,0,0,33.5,0,0,,0,,17.5,94.4,61.3,0,0,0,0.06,0,13.5,0,Matches
284,Vinicius Júnior,br BRA,FW,Real Madrid,24,2000,25,50.6,0.16,3,15.1,33.6,7.96,50.4,7.64,3.28,42.9,3.8,49.7,38.1,310.5,181,6.76,3.48,4.24,2.88,1.96,42.4,10.2,Matches
285,Stanko Jurić,hr CRO,MF,Valladolid,27,1996,19.2,51.1,4.69,22,26.3,3.39,0.52,51.1,0.52,0.31,60,0.21,40,20.2,95.9,41.1,0.26,0.31,0.1,1.09,0.73,28.3,0.42,Matches
286,Willy Kambwala,fr FRA,DF,Villarreal,19,2004,12.4,56.9,9.52,34.8,21.1,1.37,0.48,56.9,0.4,0.4,100,0,0,29.6,137.7,68.2,0.16,0.16,0.08,0.73,0.4,37.3,0,Matches
287,Abdoulaye Keita,es ESP,"FW,MF",Getafe,21,2002,1.1,37.3,2.73,9.09,17.3,10.9,0.91,37.3,2.73,0.91,33.3,1.82,66.7,20,76.4,21.8,0.91,0,0,2.73,2.73,22.7,3.64,Matches
288,Kenedy,br BRA,"MF,FW",Valladolid,28,1996,0.1,50,0,0,10,40,20,50,10,0,0,10,100,40,150,40,10,0,0,0,10,30,20,Matches
289,Kiké,es ESP,FW,Alavés,34,1989,28.2,31.7,0.85,2.48,14.3,15.4,4.26,31.6,1.24,0.46,37.1,0.71,57.1,19.4,75.7,26.2,0.89,0.64,0.35,3.48,1.49,25.5,5.6,Matches
290,Koke,es ESP,MF,Atlético Madrid,32,1992,21.4,85.5,2.43,21.3,50.2,14.6,0.47,85.5,1.03,0.42,40.9,0.51,50,53.2,223.5,105.4,1.03,0.98,0,0.7,0.37,62.6,0.84,Matches
291,Jules Koundé,fr FRA,DF,Barcelona,25,1998,28.9,84.9,2.73,19.6,41.3,24.4,2.73,84.9,1.73,0.76,44,0.93,54,44.5,161.5,86.5,1.52,1.45,0.24,1.42,0.45,56.2,6.57,Matches
292,Alex Král,cz CZE,MF,Espanyol,26,1998,30.2,38.2,2.78,9.21,21.4,8.38,1.49,38.2,1.82,0.96,52.7,0.7,38.2,20.5,133.8,63,1.62,1.09,0.23,1.72,0.96,22.6,2.62,Matches
293,Ladislav Krejčí,cz CZE,DF,Girona,25,1999,27.1,86.8,9.56,40.2,43.4,3.91,1.03,86.8,0.44,0.26,58.3,0.15,33.3,56.2,310.3,189.3,1.07,0.66,0.04,0.55,0.3,66.6,0.22,Matches
294,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23,2001,26.4,50.8,0.38,4.77,20.3,26.6,4.47,50.8,5.95,2.84,47.8,2.5,42,33.3,242.4,138.1,5.04,2.39,2.16,3.37,1.82,37.4,8.26,Matches
295,Marash Kumbulla,al ALB,DF,Espanyol,24,2000,33,55.9,10,34.8,19.8,1.55,0.73,55.9,0.24,0.12,50,0.06,25,30.2,150.2,87.6,0.33,0.33,0,0.42,0.03,35,0.09,Matches
296,Luca de la Torre,us USA,MF,Celta Vigo,26,1998,0,8,0,0,8,0,0,8,1,0,0,1,100,5,28,24,0,0,0,0,0,4,0,Matches
297,Yoel Lago,es ESP,DF,Celta Vigo,20,2004,6.5,74.9,9.85,42.2,31.5,1.54,0.31,74.9,0.77,0.46,60,0.15,20,44.5,215.8,119.4,0.15,0.46,0,0.77,0.15,55.4,0,Matches
298,Cyle Larin,ca CAN,FW,Mallorca,29,1995,19.6,28.6,1.02,2.81,13.6,12.6,3.67,28.6,1.53,0.41,26.7,1.02,66.7,16.1,83.3,28.1,1.02,0.92,0.46,3.67,2.96,21.9,4.85,Matches
299,Juanmi Latasa,es ESP,FW,Valladolid,23,2001,15.5,25.2,1.03,1.81,13,10.5,4.77,25.2,0.97,0.52,53.3,0.39,40,9.87,30.3,8.13,0.19,0.19,0,2,1.16,18.8,2.58,Matches
300,Toni Lato,es ESP,DF,Mallorca,26,1997,6.9,57.4,4.35,17.5,23,17.2,0.43,57.4,0.58,0,0,0.58,100,22.5,109.7,62.9,2.17,1.3,0.14,0.87,0.29,27.2,5.07,Matches
301,Robin Le Normand,es ESP,DF,Atlético Madrid,27,1996,23.9,63.7,8.08,33.7,28.3,1.84,0.79,63.7,0.17,0.08,50,0.08,50,41.9,173.2,85.9,0.46,0.29,0,0.59,0.25,46,0.25,Matches
302,Florian Lejeune,fr FRA,DF,Rayo Vallecano,33,1991,36.9,67.4,8.08,36.2,28.5,3.01,1.03,67.4,0.16,0.11,66.7,0.03,16.7,39.8,185.7,109.9,0.57,0.35,0.03,0.46,0.11,43.7,0.14,Matches
303,Iñigo Lekue,es ESP,DF,Athletic Club,31,1993,8.6,60.6,3.72,18.3,30,12.6,0.47,60.6,1.63,0.7,42.9,0.93,57.1,28.5,123.5,59.9,1.51,0.7,0.12,0.58,0.58,31.2,2.44,Matches
304,Thomas Lemar,fr FRA,MF,Atlético Madrid,28,1995,0.9,86.7,0,8.89,36.7,41.1,1.11,86.7,3.33,0,0,2.22,66.7,61.1,230,60,1.11,4.44,0,1.11,1.11,68.9,4.44,Matches
305,Clément Lenglet,fr FRA,DF,Atlético Madrid,29,1995,21.9,72.3,10.5,38.1,31.7,2.65,0.78,72.3,0.14,0.14,100,0,0,48.6,259.9,164.1,0.73,0.73,0,0.37,0.14,53.1,0.05,Matches
306,Robert Lewandowski,pl POL,FW,Barcelona,35,1988,29.6,28.4,1.08,1.99,10.6,16,6.05,28.3,1.18,0.68,57.1,0.44,37.1,15.9,60.3,19.9,0.91,0.37,0.54,2.53,1.52,22.5,5.54,Matches
307,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,24,1999,17.2,60.3,1.22,11.8,24.4,24.9,4.36,60.3,3.26,1.57,48.2,1.51,46.4,39.4,232.6,132.2,4.19,2.85,1.45,1.8,1.05,44.9,10.4,Matches
308,Javier Llabrés,es ESP,FW,Mallorca,21,2002,0.6,48.3,3.33,10,15,23.3,0,48.3,0,0,,0,,28.3,266.7,115,5,3.33,0,1.67,3.33,31.7,13.3,Matches
309,Diego Llorente,es ESP,DF,Betis,30,1993,28,68.4,8.39,37.4,29.5,1.71,0.79,68.4,0.32,0.21,66.7,0.07,22.2,40.3,195.2,111.4,0.25,0.29,0.04,0.39,0.14,44.4,0.11,Matches
310,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29,1995,27.9,64.8,2.8,19.6,28.4,17.5,2.08,64.8,1.08,0.5,46.7,0.47,43.3,40,196.1,110,2.94,1.83,0.54,1.04,0.32,43.6,5.41,Matches
311,Giovani Lo Celso,ar ARG,"MF,FW",Betis,28,1996,16.2,72,0.43,7.04,34.4,31.2,3.27,71.9,3.4,1.3,38.2,1.67,49.1,43.3,200.4,89.5,1.6,1.91,0.56,2.35,1.91,51.4,4.07,Matches
312,Enzo Loiodice,fr FRA,MF,Las Palmas,23,2000,7.6,70,1.71,12.9,47.2,10.1,0.53,70,1.71,0.53,30.8,1.05,61.5,36.7,126.1,56.8,0.39,0.79,0.13,1.45,1.58,50,0.39,Matches
313,David López,es ESP,DF,Mallorca,21,2003,1.9,37.4,6.84,20,15.8,1.58,0,37.4,0,0,,0,,20,91.1,45.3,0,0.53,0,0.53,0,21.6,0,Matches
314,David López,es ESP,DF,Girona,34,1989,27,83.8,9.59,39.2,42,2.81,0.63,83.8,0.33,0.22,66.7,0.07,22.2,52,300.9,174.6,0.63,0.74,0,0.41,0.26,62.9,0.26,Matches
315,Diego López,es ESP,"MF,FW",Valencia,22,2002,30.4,41.3,0.36,4.34,16.8,20.9,3.29,41.3,2.53,0.76,29.9,1.68,66.2,23.5,138.6,66.6,2.5,1.68,0.79,2.34,0.89,29,7.2,Matches
316,Fer López,,"FW,MF",Celta Vigo,,,7.5,48.7,0.8,4.93,21.6,23.2,4.27,48.7,4.53,2.4,52.9,1.73,38.2,35.2,226.1,115.6,3.6,2.67,0.93,4.4,2.67,39.7,7.73,Matches
317,Fermin López,es ESP,"MF,FW",Barcelona,21,2003,13.9,61.7,0.36,4.17,26.3,31.7,4.24,61.7,3.96,1.8,45.5,1.87,47.3,35.3,181,81.8,2.23,1.58,0.86,2.59,1.15,46.7,7.77,Matches
318,Javi López,es ESP,DF,Real Sociedad,22,2002,21.5,58,2.6,17.6,26.4,14.7,0.56,58,1.81,0.84,46.2,0.84,46.2,26.6,146.1,63.3,1.67,1.35,0.19,1.12,1.02,31.3,2.98,Matches
319,Pau López,es ESP,GK,Girona,29,1994,0.5,52,40,52,0,0,0,52,0,0,,0,,34,124,62,0,0,0,0,0,26,0,Matches
320,Roberto López,es ESP,MF,Leganés,24,2000,4.4,55,1.14,9.55,29.5,16.4,0.45,55,0.91,0.45,50,0.45,50,27.7,123,55.2,0.68,0.68,0,1.36,1.14,32,2.5,Matches
321,Unai López,es ESP,MF,Rayo Vallecano,28,1995,19,74.2,2.16,17.2,42.8,14.8,1.05,74.2,1.21,0.79,65.2,0.21,17.4,43.6,180.9,76.7,1.16,1.21,0.16,1.26,1,54.5,2.11,Matches
322,Iker Losada,es ESP,"FW,MF",Celta Vigo,22,2001,4,40.5,1,5.25,19.5,16.5,3.75,40.5,1.25,0.5,40,0.75,60,21.8,123,70,2.25,1.25,1,2.25,0.75,30.8,5.75,Matches
323,Iker Losada,es ESP,"MF,FW",Betis,22,2001,3.7,48.6,0.27,8.11,19.7,21.6,1.62,48.6,1.62,0.54,33.3,1.08,66.7,27.3,153.8,79.5,2.43,1.62,0.27,1.62,1.35,35.1,4.32,Matches
324,Pol Lozano,es ESP,MF,Espanyol,24,1999,21.6,47.5,2.82,13.3,27.5,7.27,0.05,47.5,0.88,0.23,26.3,0.56,63.2,23.4,124.6,60.3,0.83,0.56,0,0.83,0.69,27.6,0.56,Matches
325,José Luis Gayà,es ESP,DF,Valencia,29,1995,20,60.1,2.55,17.3,25,18.1,0.9,60.1,1,0.35,35,0.55,55,27.8,126,61.8,1.45,1.35,0.2,0.8,0.2,33.9,7.8,Matches
326,Dodi Lukebakio,be BEL,FW,Sevilla,26,1997,34.4,43.4,0.32,4.27,16,23.8,4.22,43.4,4.85,2.44,50.3,2.18,44.9,25.8,188.6,103.6,3.81,2.41,1.89,3.4,1.66,32.3,7.18,Matches
327,Daniel Luna,co COL,MF,Mallorca,21,2003,0.2,85,0,0,25,60,5,85,15,5,33.3,5,33.3,55,180,75,5,0,5,0,0,55,10,Matches
328,Andriy Lunin,ua UKR,GK,Real Madrid,25,1999,7,29.9,25.4,29.7,0.14,0,0,29.9,0,0,,0,,16.6,57,30.3,0,0,0,0,0,15.6,0,Matches
329,Darwin Machís,ve VEN,"MF,FW",Valladolid,31,1993,7.1,47,1.41,8.03,20.1,19.3,0.85,47,2.82,0.7,25,1.69,60,24.4,168.5,82.8,2.39,2.11,0.14,0.7,0.56,30.8,6.06,Matches
330,Pablo Maffeo,es ESP,DF,Mallorca,27,1997,26.3,52.8,3.65,16.8,21.2,15.8,0.76,52.8,3.23,1.52,47.1,1.29,40,25.5,141.1,67.6,1.75,1.67,0.27,1.75,1.22,26.7,4.64,Matches
331,Jon Magunazelaia,es ESP,MF,Real Sociedad,23,2001,0.1,160,0,50,90,40,0,160,0,0,,0,,90,280,90,0,0,0,0,0,90,0,Matches
332,Giorgi Mamardashvili,ge GEO,GK,Valencia,23,2000,34,34.2,28.8,34,0.24,0,0,34.2,0,0,,0,,16.9,76.8,42.7,0.03,0,0,0,0,14.4,0,Matches
333,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,30,1994,10.5,68.3,5.33,27.6,31,9.81,0.76,68.3,1.71,0.38,22.2,0.86,50,40.1,162.4,81.2,1.33,1.43,0.19,0.76,0.38,43.7,1.43,Matches
334,Javier Manquillo,es ESP,DF,Celta Vigo,30,1994,5.7,72.5,3.51,28.2,38.9,5.44,0.18,72.5,0.18,0,0,0.18,100,43.5,178.4,79.6,0.53,0.88,0.18,0.18,0,54.7,0.88,Matches
335,Marcão,br BRA,DF,Sevilla,28,1996,6.1,62.6,9.51,38.4,23.4,0.98,0.49,62.6,0.82,0.33,40,0.16,20,35.4,161.8,68,0,0,0,0.66,0.49,40.5,0.16,Matches
336,Óscar de Marcos,es ESP,DF,Athletic Club,35,1989,17.4,66.6,2.07,17.4,32.9,16.6,0.92,66.6,0.98,0.23,23.5,0.63,64.7,27.5,115.1,59.5,1.49,1.38,0.11,0.63,0.4,36,4.48,Matches
337,Alberto Marí,es ESP,FW,Valencia,23,2001,0.1,40,0,0,30,10,0,40,0,0,,0,,20,110,100,0,0,0,0,0,40,20,Matches
338,José María Giménez,uy URU,DF,Atlético Madrid,29,1995,22.2,71.3,12.3,37,33.1,1.35,0.5,71.3,0.14,0.09,66.7,0.05,33.3,45.3,199.5,105.2,0.14,0.09,0,0.27,0.14,49.3,0.05,Matches
339,Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,19,2005,2.7,38.9,1.85,8.15,14.1,17,2.96,38.9,1.85,1.11,60,0.74,40,22.2,82.2,37,1.11,0.37,0.37,3.33,2.22,25.2,4.44,Matches
340,Pablo Marín,es ESP,MF,Real Sociedad,21,2003,13.8,46.4,1.45,7.32,25.2,14.6,1.74,46.4,2.54,1.45,57.1,0.94,37.1,25.3,123.4,54.6,1.45,1.45,0.43,2.9,1.23,30.4,3.41,Matches
341,Mika Mármol,es ESP,DF,Las Palmas,23,2001,26.7,68.2,5.43,25.5,33.3,9.63,0.6,68.2,0.56,0.26,46.7,0.3,53.3,29.7,143.3,87.7,1.24,0.97,0.04,0.56,0.19,39.9,2.32,Matches
342,Mario Maroto,es ESP,MF,Valladolid,20,2003,0.7,70,1.43,12.9,41.4,15.7,1.43,70,1.43,1.43,100,0,0,31.4,137.1,25.7,0,2.86,0,1.43,0,44.3,0,Matches
343,Unai Marrero,es ESP,GK,Real Sociedad,22,2001,2,33,30.5,33,0,0,0,33,0,0,,0,,14.5,52.5,24,0,0,0,0,0,13,0,Matches
