Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
463,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,29,1995,22.6,41.2,1.15,6.46,16.9,18.5,2.83,41.1,2.08,0.71,34,1.15,55.3,20.8,114.1,50.2,2.3,0.93,1.06,2.17,1.24,25.4,5.35,Matches
464,Jacobo Ramón,es ESP,DF,Real Madrid,19,2005,2.3,50.9,3.91,24.8,23,3.91,1.3,50.9,0,0,,0,,25.7,114.8,54.8,0,0,0,0.87,0.43,30.9,0.87,Matches
465,Raphinha,br BRA,"FW,MF",Barcelona,27,1996,31.5,59.1,0.98,3.62,21,35.3,5.81,59.1,3.27,1.65,50.5,1.4,42.7,32.3,177.5,91,2.98,2.1,1.46,1.68,0.92,41.8,11.1,Matches
466,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,26,1998,34.1,64.3,2.49,17.3,27.4,20.4,2.08,64.3,4.31,2.23,51.7,1.85,42.9,34.9,219.7,110.9,3.58,2.55,0.91,2.02,1.44,40,4.9,Matches
467,Raúl,es ESP,"FW,MF",Osasuna,23,2000,8.3,32,0.96,2.17,13.6,17,5.06,32,2.41,1.33,55,0.96,40,18.4,88.2,34.5,1.2,1.33,0.48,2.89,1.57,23.6,5.9,Matches
468,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,25,1998,4.3,40.2,0.93,6.28,14.4,19.8,4.19,40.2,3.26,0.7,21.4,2.09,64.3,24,156.7,90.5,3.72,1.4,1.63,2.09,1.16,24.9,7.91,Matches
469,Álex Remiro,es ESP,GK,Real Sociedad,29,1995,36,37.9,30.4,37.5,0.39,0,0,37.9,0,0,,0,,21.3,104.8,53.1,0,0,0,0.06,0,18.6,0,Matches
470,Daniel Requena,es ESP,MF,Villarreal,20,2004,0.1,50,0,0,40,10,10,50,0,0,,0,,20,100,90,0,0,0,0,0,50,10,Matches
471,Diego Rico,es ESP,DF,Getafe,31,1993,31.3,61.6,2.49,17,28.8,16.5,0.35,61.6,0.45,0.19,42.9,0.19,42.9,22.2,81.5,39.5,0.86,0.96,0.1,1.53,0.42,24.7,2.68,Matches
472,Luis Rioja,es ESP,FW,Alavés,30,1993,0.3,50,0,6.67,13.3,33.3,6.67,50,0,0,,0,,26.7,330,236.7,13.3,3.33,6.67,0,0,33.3,10,Matches
473,Luis Rioja,es ESP,"MF,FW",Valencia,30,1993,31.5,47.8,1.24,8,16.9,23.5,1.87,47.7,2.89,1.37,47.3,1.17,40.7,25.9,183.9,89.3,2.95,1.81,0.89,1.33,1.27,32.7,7.24,Matches
474,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,24,2000,5.7,62.1,1.05,7.19,23.9,32.5,4.04,62.1,4.21,1.05,25,2.81,66.7,43.2,299.6,175.6,7.54,4.39,1.75,1.93,1.05,45.4,10.9,Matches
475,Alberto Risco,es ESP,"MF,FW",Getafe,18,2005,0.8,71.3,0,8.75,21.3,42.5,6.25,71.3,7.5,1.25,16.7,6.25,83.3,40,191.3,98.8,3.75,3.75,2.5,6.25,5,41.3,7.5,Matches
476,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,28,1995,4.8,62.9,3.33,21.3,27.1,15.2,0,62.9,2.71,0.42,15.4,2.08,76.9,31.9,170.4,68.5,1.67,0.42,0,1.46,0.83,37.3,2.29,Matches
477,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,19,2004,0.2,85,0,35,40,10,0,85,10,0,0,5,50,25,115,25,0,0,0,10,0,25,0,Matches
478,Marc Roca,es ESP,MF,Betis,27,1996,10.1,62.6,2.67,15.2,37,10.7,1.88,62.6,0.5,0.4,80,0.1,20,38.1,204.9,102.7,1.09,1.39,0,0.89,0.69,42.3,1.29,Matches
479,Rodri,es ESP,FW,Betis,24,2000,1.3,66.2,2.31,16.9,24.6,25.4,4.62,66.2,4.62,1.54,33.3,3.08,66.7,43.8,308.5,140.8,3.08,2.31,2.31,3.85,1.54,48.5,8.46,Matches
480,Adrian Rodriguez,es ESP,GK,Alavés,23,2000,1.4,41.4,32.1,39.3,2.14,0,0,41.4,0,0,,0,,13.6,96.4,43.6,0,0,0,0,0,2.86,0,Matches
481,Álvaro Rodríguez,uy URU,FW,Getafe,20,2004,9.5,43.7,1.58,2.84,20.4,21.5,5.79,43.7,3.47,1.68,48.5,1.58,45.5,19.6,77.4,23.3,0.63,1.37,0.21,3.89,2.11,31.6,5.26,Matches
482,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,26,1998,14.8,50.6,1.28,7.64,26.7,17,1.42,50.6,3.51,1.42,40.4,1.76,50,25.7,148,65.4,1.62,1.62,0.54,2.3,0.95,33.2,4.46,Matches
483,Arturo Rodríguez,es ESP,FW,Las Palmas,17,2006,0.2,55,0,0,15,40,10,55,5,0,0,5,100,35,185,55,5,0,5,0,0,40,10,Matches
484,Damián Rodríguez,es ESP,MF,Celta Vigo,21,2003,10.3,85,1.46,12.3,57.2,15.7,0.39,85,0.19,0,0,0.19,100,51.4,231.4,119.4,0.78,0.78,0,0.39,0.58,66,1.17,Matches
485,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,1988,24,40.5,1.13,5.25,19.3,16.5,2.25,40.5,1.42,0.67,47.1,0.58,41.2,21.3,113.7,46.5,1.54,1.58,0.21,2.08,1.92,25.5,4.5,Matches
486,Daniel Rodriguez,es ESP,FW,Barcelona,18,2005,0.4,62.5,0,0,5,57.5,7.5,62.5,2.5,0,0,0,0,50,385,275,10,0,5,7.5,0,57.5,22.5,Matches
487,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,33,1991,1.6,72.5,0.63,10,31.9,31.3,2.5,72.5,4.38,3.13,71.4,1.25,28.6,44.4,152.5,65.6,1.88,2.5,0.63,3.13,0,53.1,4.38,Matches
488,Javi Rodríguez,es ESP,DF,Celta Vigo,21,2003,27.9,71.5,4.34,25.4,38.4,7.78,0.82,71.5,0.79,0.36,45.5,0.32,40.9,42.5,188.3,101.1,1.04,0.97,0.04,0.79,0.18,50.6,1.83,Matches
489,Jesus Rodríguez,es ESP,FW,Betis,18,2005,12.3,43.3,0.41,3.82,17.2,23.1,5.61,43.3,6.83,2.44,35.7,3.74,54.8,29.3,233.2,122.4,4.31,2.93,3.17,3.09,1.63,31,8.05,Matches
490,Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,19.5,69.6,2.41,15.1,44.7,10.2,0.77,69.6,0.82,0.56,68.8,0.26,31.3,39.1,181.8,102.5,1.28,1.23,0,1.03,0.72,52.7,2,Matches
491,Ricardo Rodríguez,ch SUI,DF,Betis,31,1992,14.2,61,2.75,17.8,30.8,12.7,0.49,61,0.49,0.28,57.1,0.21,42.9,30.6,141.2,77.8,1.34,1.62,0.07,0.28,0.21,35.1,2.25,Matches
492,Rodrygo,br BRA,"FW,MF",Real Madrid,23,2001,21.4,62.6,0.65,4.53,21.7,37.5,5.93,62.6,5.19,2.29,44.1,2.15,41.4,41.5,276,159.1,5.28,4.07,2.34,2.2,0.7,49.9,11.8,Matches
493,Leo Román,es ESP,GK,Mallorca,24,2000,7,39.9,32.6,39.6,0.29,0,0,39.9,0.14,0.14,100,0,0,17.7,99.9,56.6,0,0,0,0,0,17.4,0,Matches
494,Carlos Romero,es ESP,DF,Espanyol,22,2001,28.4,48.1,4.01,17.2,17.3,14.5,1.02,48.1,1.83,0.77,42.3,0.81,44.2,20.9,134.3,73.9,1.76,1.23,0.42,1.16,0.46,23.1,3.98,Matches
495,Isaac Romero,es ESP,FW,Sevilla,24,2000,24,31.3,0.88,2.88,14.2,14.5,3.71,31.3,2.71,0.88,32.3,1.5,55.4,15.9,68,24,0.88,0.42,0.58,3.29,2.54,21.7,3.96,Matches
496,Luka Romero,ar ARG,"FW,MF",Alavés,19,2004,2.2,31.4,0,2.27,12.7,16.8,2.27,30.9,1.36,0.45,33.3,0.45,33.3,19.1,116.4,31.4,1.36,0.45,0.45,2.27,3.18,20.5,5.45,Matches
497,Oriol Romeu,es ESP,MF,Girona,32,1991,15.1,68.3,3.18,14.8,44.2,9.34,0.26,68.3,0.53,0.26,50,0.2,37.5,39.7,203.3,110.3,1.46,1.06,0.07,0.86,0.86,51.8,0.53,Matches
498,Vitor Roque,br BRA,FW,Betis,19,2005,13.7,26.6,0.22,1.97,12.2,13.1,4.16,26.6,2.85,0.73,25.6,1.82,64.1,15.5,91.2,40.4,1.75,1.02,1.17,2.99,2.55,17.4,4.16,Matches
499,Valentin Rosier,fr FRA,DF,Leganés,27,1996,28.8,56.1,5.17,21.9,24.5,10.3,0.97,56.1,1.56,0.8,51.1,0.66,42.2,25.9,131.5,71.4,1.42,1.08,0.24,1.08,0.73,27.8,3.09,Matches
500,Antonio Rüdiger,de GER,DF,Real Madrid,31,1993,25.5,81.1,9.14,38,39.8,3.69,0.9,81.1,0.27,0.12,42.9,0.08,28.6,53.8,256.2,161.6,0.78,1.02,0.08,0.27,0.08,62.1,0.16,Matches
501,Aitor Ruibal,es ESP,"DF,FW",Betis,28,1996,14.6,54.1,3.08,15.8,22,17,2.26,54.1,1.85,0.96,51.9,0.89,48.1,27.3,122.9,64.2,1.44,1.71,0.48,1.85,1.1,31.4,4.38,Matches
502,Abel Ruiz,es ESP,FW,Girona,24,2000,15,26.1,0.73,1.87,12.5,11.8,3.93,25.9,1.33,0.47,35,0.67,50,15,84.9,27.5,1.4,0.8,0.67,2.13,1.2,18.7,4.73,Matches
503,Ferrán Ruiz,es ESP,MF,Girona,21,2003,0.2,45,0,15,30,5,0,45,0,0,,0,,25,75,5,0,0,0,5,0,20,0,Matches
504,Youssouf Sabaly,sn SEN,DF,Betis,31,1993,17.6,66.5,2.44,19.9,33.6,13.4,1.48,66.5,1.14,0.45,40,0.57,50,35.2,127.6,65.1,1.42,0.68,0.23,1.53,0.68,38.6,3.58,Matches
505,Umar Sadiq,ng NGA,FW,Valencia,27,1997,9.2,32.7,0.87,2.39,14.5,16.3,4.46,32.7,2.72,1.2,44,1.3,48,19,102.2,29.8,0.98,0.87,0.33,4.46,2.61,24.9,5.33,Matches
506,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,2.5,34,0.4,4.8,12,18.4,6.4,34,3.6,2,55.6,1.6,44.4,19.6,111.2,37.6,2,0.8,1.2,5.6,2.4,26.4,7.2,Matches
507,Jorge Sáenz,es ESP,DF,Leganés,27,1996,18.8,62.8,8.14,34.2,28.1,0.85,0.64,62.8,0.37,0.21,57.1,0.11,28.6,30.8,124,68.7,0.27,0.05,0,0.32,0.05,36.5,0.11,Matches
508,Jan Salas,es ESP,"MF,FW",Mallorca,18,2005,0.5,64,2,20,26,18,0,64,0,0,,0,,26,166,138,2,2,0,2,0,42,8,Matches
509,Kike Salas,es ESP,DF,Sevilla,22,2002,24.9,68.7,7.11,35.5,28.4,5.18,1.08,68.7,0.2,0.12,60,0.08,40,28.8,110.2,57.4,0.28,0.12,0,0.44,0.08,41,0.72,Matches
510,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,16.3,62.5,2.58,16.1,36.6,9.94,1.04,62.5,0.61,0.25,40,0.25,40,32.7,180.9,100.6,1.47,0.86,0.06,1.17,0.8,45.8,1.23,Matches
511,Chuky san jose,es ESP,MF,Valladolid,20,2004,8.1,28.6,0.62,4.57,13.2,11,1.48,28.6,1.11,0.49,44.4,0.62,55.6,13.2,59.4,31,0.74,0.62,0.12,1.73,0.62,17.9,3.33,Matches
512,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,18,42.6,0.5,3.39,21,19.2,3.78,42.4,2.78,1.33,48,1.17,42,25.8,166.4,92.3,2.89,2.17,0.44,3.11,2.5,33.9,6.39,Matches
513,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,15.5,47,2.26,13.6,21.5,13,1.29,47,1.61,0.9,56,0.52,32,23.7,122.6,50.3,1.16,0.9,0.45,1.68,0.45,26.1,3.42,Matches
514,Iván Sánchez,es ESP,"MF,FW",Valladolid,31,1992,15.6,48.4,0.77,8.14,21.2,19.7,1.41,48.4,3.14,1.79,57.1,0.64,20.4,29.9,225.6,129.2,3.85,2.18,0.71,1.54,1.35,33.3,5.96,Matches
515,Javi Sánchez,es ESP,DF,Valladolid,27,1997,22.5,61.6,10.1,41.5,18.8,1.42,0.49,61.6,0.09,0.09,100,0,0,32,146.4,72.2,0.18,0.13,0,0.36,0.04,43,0.18,Matches
516,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,19.1,46.3,1.15,10.7,21.6,14.6,1.62,46.3,1.47,0.58,39.3,0.84,57.1,22.4,122,73,2.3,1.2,0.42,1.26,0.63,29.2,4.35,Matches
517,Manu Sánchez,es ESP,DF,Alavés,23,2000,29.3,50.4,2.42,14.7,21,15.1,0.99,50.4,1.26,0.27,21.6,0.82,64.9,19.2,107.2,54.3,1.6,0.92,0.17,1.33,0.68,21.4,3.31,Matches
518,Maroan Sannadi,es ESP,FW,Athletic Club,23,2001,8.4,33.6,0.24,1.43,15.2,17.3,5.24,33.6,3.57,1.67,46.7,1.55,43.3,23.6,130.5,61,2.5,0.83,1.07,4.88,2.14,28.2,7.98,Matches
519,Jesús Santiago,es ESP,MF,Getafe,20,2004,4.1,44.9,1.71,9.76,26.6,9.02,0.98,44.9,1.71,0.24,14.3,1.46,85.7,23.7,119.5,58.3,0.98,1.22,0,1.95,0,23.7,0.98,Matches
520,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,6.6,44.8,4.09,20.9,23.6,0.45,0.3,44.8,0.15,0,0,0.15,100,21.4,120.2,74.1,0.3,0.3,0,0,0,23.6,0.15,Matches
521,Sergi,es ESP,DF,Leganés,32,1992,32.9,57,7.39,32,24,1.06,0.67,57,0.15,0.12,80,0,0,29.7,123,65.7,0.09,0.09,0,0.21,0.06,36.4,0.06,Matches
522,Nicolás Serrano,es ESP,FW,Athletic Club,21,2003,1.2,56.7,0.83,5.83,15.8,35,3.33,56.7,7.5,2.5,33.3,5,66.7,22.5,135.8,54.2,1.67,0.83,0.83,0.83,2.5,36.7,15,Matches
523,Fábio Silva,pt POR,FW,Las Palmas,22,2002,20.7,34.1,1.55,3.33,15,16.2,4.88,34,2.56,1.01,39.6,1.4,54.7,15.9,95.1,39.1,1.45,0.53,1.01,2.8,1.45,23.7,5.75,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,36.9,27.5,36.8,0.07,0,0,36.9,0,0,,0,,22.3,98.8,47.3,0,0,0,0.07,0,18.5,0,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,21.4,48.3,0.93,8.08,19.4,21.5,4.07,48.3,3.18,1.4,44.1,1.54,48.5,30.5,166.1,83.3,3.22,1.96,1.12,2.57,0.93,35,8.83,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,33.5,24.6,33.2,0.33,0,0,33.5,0,0,,0,,18.9,98.3,54,0,0,0,0.05,0.05,15.6,0,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,1,77,4,22,35,20,1,77,1,1,100,0,0,46,262,95,2,2,1,1,1,50,7,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,6.8,81,8.24,31.5,45,5,1.18,81,0.59,0.44,75,0.15,25,54.3,273.7,160.4,1.47,1.47,0.29,0.15,0.74,60.9,0.44,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,31.2,33.5,24.4,32.7,0.8,0,0,33.5,0,0,,0,,15.4,97.9,69.9,0,0,0,0,0,10.9,0,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,2.3,41.3,1.3,14.3,23,5.22,0,41.3,1.3,0.43,33.3,0.87,66.7,17.8,147.8,57.4,1.74,1.3,0,1.74,0.43,21.3,3.04,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,11.4,39.1,0.7,5.53,14.6,19.7,3.07,39.1,5.35,1.84,34.4,3.07,57.4,23.2,137.7,55.4,2.11,1.05,0.88,4.74,1.84,26.5,5.35,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,0.1,30,0,20,0,10,0,30,0,0,,0,,10,0,0,0,0,0,0,0,20,0,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,5.9,61.7,1.86,11.4,39.2,11.7,1.02,61.7,2.03,0.85,41.7,1.02,50,38.8,221.2,94.4,1.53,1.69,0.17,1.53,1.69,46.4,2.54,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,29.4,23.2,28.9,0.53,0,0,29.4,0,0,,0,,12.1,75.9,52.3,0,0,0,0.08,0,7.53,0,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,33.2,28.8,33.2,0,0,0,33.2,0,0,,0,,15,74.5,46.8,0,0,0,0,0,9.83,0,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,13.9,78.9,1.22,12.7,50.8,16.3,0.72,78.9,1.44,0.58,40,0.65,45,47.2,228.1,95.4,1.51,1.29,0.14,0.79,0.86,61.9,2.73,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,22.9,52.3,1.53,12.1,31,9.56,1.4,52.3,1.09,0.44,40,0.48,44,26.4,133.7,59.8,1,0.7,0.13,1.57,0.39,36.1,2.18,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,25.2,75.4,10.5,38.2,36.3,1.15,0.44,75.4,0.04,0.04,100,0,0,43.8,182.8,101.1,0.44,0.2,0.04,0.36,0,53.1,0.04,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,10.5,27.1,0.86,2.38,12.1,12.8,3.52,27.1,0.76,0.19,25,0.48,62.5,11.6,44,14.7,0.57,0.19,0.48,1.62,1.05,19.7,4.76,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,7.8,39,0.77,5,17.3,17.3,3.59,39,2.31,0.77,33.3,1.15,50,22.9,120.3,48.3,1.15,0.64,0.38,2.56,0.9,24.9,5.26,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,12,21.3,0.83,2.67,8.92,9.83,4.58,21.1,0.42,0.17,40,0.17,40,8,24.3,6.92,0.17,0,0.17,2,0.58,13,3,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,27.3,58.9,8.24,32.1,25.1,1.94,0.7,58.9,0.07,0,0,0.07,100,29.9,135.5,70,0.22,0.15,0,0.44,0.04,37.4,0.11,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,6.8,52.6,0.74,10.3,21.6,21,3.38,52.6,2.5,1.47,58.8,0.74,29.4,29,201.2,118.7,3.97,2.65,0.74,1.91,1.18,37.8,3.53,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,19.9,55,1.01,7.34,31.3,17,1.61,55,2.66,1.26,47.2,1.21,45.3,33.5,188.5,80.1,1.51,1.71,0.25,1.66,0.8,39.1,2.81,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,6.7,69.1,0.15,7.91,23.7,38.4,2.24,69.1,4.78,2.09,43.8,2.39,50,41.8,227.8,114.8,2.99,3.28,0.3,1.34,2.24,49.9,11,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,15,37.5,0.4,3.53,14.8,19.5,4.8,37.5,2.93,0.67,22.7,1.93,65.9,23.4,140.2,68.8,2.27,1.4,1.2,3.33,1.07,27.5,7.73,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,17.6,24.5,0.8,2.5,12.8,9.26,2.1,24.3,0.97,0.28,29.4,0.45,47.1,10.7,49.6,22.7,0.85,0.45,0.34,2.44,1.14,16.1,2.95,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,32.8,24.7,32.1,0.67,0,0,32.8,0.07,0.07,100,0,0,19.1,74.7,33.9,0,0,0,0,0,18.3,0,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,17.4,34.6,1.67,3.33,15.9,15.9,6.67,34.5,2.13,0.8,37.8,1.26,59.5,18.6,98.4,45.2,1.84,0.75,0.86,3.62,1.84,26.1,4.66,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,26.9,51.9,4.98,17.4,29.8,5.13,0.48,51.9,1.38,0.71,51.4,0.52,37.8,24.6,109.4,52.7,0.63,0.56,0.11,1.23,0.56,29,0.74,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,33.6,62.4,9.82,34,27.2,1.73,1.1,62.4,0.45,0.33,73.3,0.06,13.3,33.8,181.2,108.4,0.6,0.3,0,0.48,0.12,39.2,0.03,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,29.9,77.7,7.22,26.7,44.5,6.92,0.84,77.7,0.54,0.33,62.5,0.1,18.8,48.2,237.8,127.8,0.64,0.54,0.03,0.77,0.27,56.5,0.43,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,54.9,2.39,11.7,23.3,20.7,0.94,54.9,1.01,0.22,21.4,0.72,71.4,24.3,136.6,64.6,1.96,1.23,0.14,1.23,0.43,28.6,5.22,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,0.5,68,2,6,28,36,4,68,8,4,50,4,50,34,186,72,0,0,0,2,6,46,12,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,32.5,56.5,3.23,17.7,24.9,14.3,1.48,56.5,1.08,0.52,48.6,0.4,37.1,23.3,118.7,61.7,1.29,1.26,0.15,1.11,0.46,25.5,3.02,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,7.5,34.9,24.8,34.7,0.27,0,0,34.9,0,0,,0,,21.1,100.7,74.9,0,0,0,0,0,20.5,0,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,1.5,70.7,5.33,16.7,36,18,1.33,70.7,4,0.67,16.7,3.33,83.3,42.7,129.3,46,0.67,0,0,4,1.33,50,2,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,13.5,36.5,1.11,5.7,16.2,15.8,1.7,36.5,3.7,1.85,50,1.48,40,19,99.3,35.6,0.59,0.74,0.3,2.44,0.89,21.6,2.74,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,55,0,5,30,20,5,55,5,0,0,5,100,40,165,0,0,0,0,10,5,50,10,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,3.4,74.7,1.47,7.94,35.3,32.1,2.94,74.7,1.76,0.59,33.3,0.88,50,38.2,147.9,60.3,1.47,2.06,0,1.47,1.76,55.9,5.88,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,15.4,54.9,9.03,35,19.2,1.17,0.32,54.9,0.13,0.06,50,0.06,50,29.3,163.6,104.2,0.71,0.39,0,0.13,0.19,35.5,0.19,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,12.3,40.5,0.24,2.44,12.4,25.8,6.59,40.5,1.71,0.89,52.4,0.65,38.1,23.7,109.6,46,1.87,1.14,1.06,2.28,1.06,32.3,7.97,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,32.9,51.9,3.19,13.9,30.5,7.96,1.67,51.9,0.27,0.18,66.7,0.09,33.3,22.4,89.9,28.5,0.3,0.43,0,1.28,0.7,29.8,0.91,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,7.8,67.8,2.82,19.9,37.3,11.3,1.15,67.8,1.28,0.77,60,0.51,40,32.3,126.5,58.3,1.54,0.26,0.64,0.77,0.13,38.3,2.56,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,5.5,74.4,1.27,6,42,27.6,2.36,74.4,4,1.45,36.4,2.36,59.1,41.3,197.1,84.2,2.73,1.45,0.55,4.55,4.73,56.5,5.09,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,21.3,50,1.08,4.84,19.2,26.5,3.47,50,1.64,0.7,42.9,0.89,54.3,30.5,189.2,88.4,2.91,2.16,1.27,1.5,1.17,36.2,9.15,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,53.4,2.57,10.3,31.8,11.9,0.76,53.4,2.29,1.24,54.2,0.67,29.2,30.2,177.7,80.8,1.71,1.62,0.1,1.9,1.05,37.3,2.67,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,35.2,0.62,3.7,14.2,18,3.8,35.2,3.3,1.16,35.2,1.78,53.8,20,111.5,42,1.56,0.94,0.65,4.09,2.43,26.3,5.36,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,76.7,0,10,26.7,40,6.67,76.7,6.67,0,0,3.33,50,46.7,226.7,113.3,3.33,0,0,0,0,50,13.3,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,52.4,3.87,15.9,30.2,6.76,0.69,52.4,0.54,0.25,45.5,0.2,36.4,25,110.5,56.8,0.64,0.64,0.05,0.88,0.39,28,0.39,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,1.6,45.6,1.25,5.63,20.6,20,2.5,45.6,5,1.88,37.5,1.88,37.5,28.8,172.5,54.4,0.63,0,0,3.13,0.63,28.8,6.25,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,30.7,56.1,7.3,28.6,25.2,2.64,0.52,56.1,0.33,0.2,60,0.03,10,30.9,185.7,99.8,0.75,0.42,0.03,0.42,0.03,34.2,0.55,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,1.5,52,4.67,19.3,30.7,3.33,0,52,0,0,,0,,33.3,108.7,41.3,0,0,0,0,0,34.7,0.67,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,33.7,75.5,2.91,15.7,43.4,17,1.28,75.5,0.83,0.47,57.1,0.3,35.7,45.3,237.7,121.2,1.96,1.69,0.15,1.04,0.03,56.5,2.26,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,1.1,75.5,4.55,23.6,38.2,13.6,0.91,75.5,2.73,0.91,33.3,0.91,33.3,51.8,198.2,65.5,0.91,0,0,0,1.82,57.3,0.91,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,7.5,48.3,1.07,6.67,19.2,23.1,4,48.3,4.4,1.6,36.4,2.13,48.5,24.8,168,90.1,3.87,2,1.47,4.13,0.8,30.8,8.4,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,19.4,72.5,3.14,15,42.6,15.8,0.62,72.4,0.67,0.41,61.5,0.15,23.1,33.2,130.7,66.8,0.67,0.82,0.05,0.82,0.57,44.2,0.98,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,10.2,57.5,3.53,16.7,23.2,18.4,1.37,57.5,3.53,1.37,38.9,1.67,47.2,24.5,148,86.4,3.14,2.65,0.49,1.37,0.78,27.8,4.71,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,24.3,76.1,2.72,19.8,33.1,23.7,2.39,76.1,1.48,0.78,52.8,0.62,41.7,42.4,170,84.2,1.52,0.7,0.7,1.4,0.53,54.8,7.98,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,12.5,25.4,2,2.8,15.1,7.44,2.4,25.4,0.4,0.08,20,0.24,60,9.84,32.6,9.28,0.16,0.24,0,2.72,0.96,16.4,2.16,Matches
