Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
160,Moussa Diarra,ml MLI,DF,Alavés,23,2000,20.7,1012,56,383,495,139,9,1012,14,7,50,5,35.7,499,2075,1080,12,10,2,17,15,584,31,Matches
161,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,24,1999,15.4,833,5,76,417,350,66,833,47,24,51.1,19,40.4,541,2501,1223,39,16,12,44,27,669,110,Matches
162,Daniel Díaz,es ESP,MF,Real Sociedad,18,2006,0.1,6,0,2,1,3,1,6,1,0,0,1,100,1,0,0,0,0,0,0,0,4,0,Matches
163,Pedro Díaz,es ESP,MF,Rayo Vallecano,26,1998,13.5,707,7,116,337,265,19,706,34,20,58.8,13,38.2,390,2175,1177,27,30,2,24,8,459,49,Matches
164,Diego,es ESP,FW,Leganés,24,2000,13.3,322,11,20,135,171,44,322,10,4,40,6,60,192,777,291,9,11,5,45,12,246,49,Matches
165,Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4,143,96,135,9,0,0,143,0,0,,0,,68,362,240,0,0,0,1,0,52,0,Matches
166,Yan Diomandé,ci CIV,"MF,FW",Leganés,17,2006,6.1,309,4,49,108,161,42,309,38,23,60.5,14,36.8,200,1582,966,37,16,20,26,16,204,64,Matches
167,Álvaro djaló,es ESP,FW,Athletic Club,24,1999,7.3,230,3,26,77,134,25,230,36,14,38.9,17,47.2,151,986,562,22,23,6,29,13,177,60,Matches
168,Djené,tg TOG,"DF,MF",Getafe,32,1991,28.3,1164,88,406,606,168,17,1164,17,7,41.2,7,41.2,514,2525,1275,18,10,1,23,17,527,21,Matches
169,Marko Dmitrović,rs SRB,GK,Leganés,32,1992,32,1145,937,1132,13,0,0,1145,1,1,100,0,0,542,3220,1877,0,0,0,1,0,338,0,Matches
170,Marc Domenech,es ESP,"FW,MF",Mallorca,18,2006,3.4,84,2,11,26,49,13,84,2,1,50,1,50,42,148,62,1,2,0,11,3,51,21,Matches
171,Carlos Dominguez,es ESP,DF,Celta Vigo,23,2001,13.1,1116,109,488,609,25,7,1116,3,2,66.7,1,33.3,683,3304,1981,15,12,0,5,0,802,4,Matches
172,Israel Domínguez,es ESP,FW,Sevilla,21,2003,0.2,2,0,0,2,0,0,2,0,0,,0,,1,3,0,0,0,0,0,0,2,0,Matches
173,Sergi Dominguez,es ESP,DF,Barcelona,19,2005,1.9,191,13,69,121,3,0,191,0,0,,0,,127,569,284,0,1,0,0,0,157,1,Matches
174,Anastasios Douvikas,gr GRE,FW,Celta Vigo,24,1999,7.8,192,12,18,84,94,32,192,13,4,30.8,7,53.8,120,585,150,6,7,4,23,19,149,43,Matches
175,Domingos Duarte,pt POR,DF,Getafe,29,1995,20.7,878,110,454,412,22,9,878,0,0,,0,,373,1673,626,3,2,0,2,2,394,3,Matches
176,Duk,cv CPV,"MF,FW",Leganés,24,2000,2,95,2,12,29,56,9,95,19,10,52.6,8,42.1,64,428,207,10,4,5,12,5,64,21,Matches
177,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23,2001,15.5,584,11,68,257,265,64,584,42,12,28.6,28,66.7,338,1578,643,24,14,13,42,20,401,124,Matches
178,Hugo Duro,es ESP,FW,Valencia,24,1999,24.1,634,15,47,328,265,90,633,20,7,35,13,65,297,1037,364,13,8,7,58,32,471,88,Matches
179,Chidera Ejuke,ng NGA,FW,Sevilla,26,1998,10.7,612,6,66,272,292,43,612,85,47,55.3,33,38.8,416,3355,1898,75,35,26,35,22,443,101,Matches
180,Aritz Elustondo,es ESP,DF,Real Sociedad,30,1994,16.2,1092,100,462,581,53,12,1092,8,3,37.5,4,50,624,3425,1854,17,6,1,14,6,709,4,Matches
181,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,32,1992,17.9,847,17,104,333,433,44,847,56,20,35.7,30,53.6,467,2748,1257,47,33,12,61,24,527,114,Matches
182,Endrick,br BRA,FW,Real Madrid,18,2006,4,127,1,7,41,80,23,127,11,4,36.4,6,54.5,83,569,308,12,5,10,10,3,103,32,Matches
183,Alfonso Espino,uy URU,DF,Rayo Vallecano,32,1992,9.3,637,39,217,288,139,10,637,14,5,35.7,7,50,307,1262,675,10,13,4,10,9,333,29,Matches
184,Dario Essugo,pt POR,MF,Las Palmas,19,2005,21.5,1228,75,362,732,148,10,1228,18,12,66.7,5,27.8,582,2787,1382,18,21,2,35,21,763,8,Matches
185,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,21,2002,0.4,13,1,1,5,7,2,13,2,0,0,2,100,4,9,0,0,0,0,2,0,9,1,Matches
186,Karl Etta,cm CMR,"MF,FW",Villarreal,20,2003,0.4,9,0,1,2,6,1,9,0,0,,0,,5,15,0,0,0,0,4,0,5,0,Matches
187,Edu Expósito,es ESP,MF,Espanyol,27,1996,11.6,630,22,105,308,230,26,630,28,15,53.6,13,46.4,340,1757,954,23,20,4,29,18,382,41,Matches
188,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,22,2001,22,1081,10,120,407,585,151,1080,103,46,44.7,37,35.9,706,5210,3025,117,75,58,64,50,797,215,Matches
189,Ansu Fati,es ESP,FW,Barcelona,21,2002,2.6,170,0,8,59,105,22,170,11,5,45.5,5,45.5,107,586,234,7,7,4,10,4,134,32,Matches
190,Nabil Fekir,fr FRA,MF,Betis,31,1993,2,107,0,3,52,53,6,107,5,0,0,4,80,72,479,259,9,4,2,4,6,85,18,Matches
191,Kiko Femenía,es ESP,DF,Villarreal,33,1991,24.7,1710,95,630,812,280,9,1710,24,17,70.8,6,25,902,4937,2602,52,30,0,22,10,1036,44,Matches
192,Aitor Fernández,es ESP,GK,Osasuna,33,1991,1,50,45,50,0,0,0,50,0,0,,0,,27,146,105,0,0,0,0,0,17,0,Matches
193,Álvaro Fernández,es ESP,GK,Sevilla,26,1998,8.3,349,272,347,2,0,0,349,0,0,,0,,187,856,400,0,0,0,0,0,196,0,Matches
194,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,21,2003,1.1,39,8,26,14,0,0,39,0,0,,0,,16,77,38,0,0,0,0,1,16,0,Matches
195,Roberto Férnandez,es ESP,FW,Espanyol,22,2002,16.6,436,26,70,222,151,37,436,27,11,40.7,16,59.3,227,877,283,7,10,3,55,16,292,50,Matches
196,Valery Fernández,es ESP,"MF,FW",Mallorca,24,1999,3.4,133,5,22,69,44,8,133,6,1,16.7,5,83.3,75,411,126,2,3,1,5,3,90,14,Matches
197,André Ferreira,pt POR,GK,Valladolid,28,1996,6,216,185,215,1,0,0,216,0,0,,0,,83,441,280,0,0,0,0,0,78,0,Matches
198,Mateo Flores,es ESP,MF,Betis,20,2004,1.7,84,4,27,47,11,1,84,0,0,,0,,47,189,55,0,0,0,3,3,50,2,Matches
199,Pablo Fornals,es ESP,"MF,FW",Betis,28,1996,20.3,1272,20,171,684,428,36,1272,28,8,28.6,20,71.4,777,3245,1523,32,34,7,24,16,911,85,Matches
200,Héctor Fort,es ESP,DF,Barcelona,17,2006,6.5,573,18,111,300,166,17,573,9,2,22.2,7,77.8,308,1255,679,14,15,2,4,4,397,33,Matches
201,Dimitri Foulquier,fr FRA,DF,Valencia,31,1993,25.5,1530,64,451,770,319,26,1530,33,8,24.2,16,48.5,749,4153,2372,48,33,7,30,16,882,66,Matches
202,Juan Foyth,ar ARG,DF,Villarreal,26,1998,16.9,1190,199,631,460,111,21,1190,9,4,44.4,4,44.4,607,3416,2328,13,14,0,11,2,727,11,Matches
203,Fran,es ESP,GK,Real Madrid,19,2005,1,22,20,22,0,0,0,22,0,0,,0,,12,40,23,0,0,0,0,0,13,0,Matches
204,Alejandro Francés,es ESP,DF,Girona,21,2002,13,969,66,343,503,130,7,969,14,7,50,6,42.9,496,2628,1469,18,9,1,8,1,632,21,Matches
205,Enric Franquesa,es ESP,"DF,FW",Leganés,27,1997,6.8,306,12,89,157,68,6,306,21,9,42.9,7,33.3,133,793,337,11,10,2,21,2,151,30,Matches
206,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,27,1997,27.7,1010,25,165,328,544,107,1010,104,32,30.8,62,59.6,605,3941,2074,77,50,28,81,38,675,201,Matches
207,Darío Fuentes,es ESP,DF,Sevilla,21,2003,0.1,2,0,0,0,2,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
208,Manuel Fuster,es ESP,"FW,MF",Las Palmas,26,1997,11.1,742,19,93,364,288,23,742,17,5,29.4,9,52.9,410,2011,1016,23,15,3,20,16,533,75,Matches
209,Javi Galán,es ESP,DF,Atlético Madrid,29,1994,19.8,1270,51,406,529,344,16,1270,78,28,35.9,38,48.7,739,3917,2315,52,34,6,22,15,779,107,Matches
210,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,30,1993,16.4,978,21,153,618,222,8,978,23,16,69.6,5,21.7,524,2660,1266,27,14,3,17,16,672,39,Matches
211,Conor Gallagher,eng ENG,MF,Atlético Madrid,24,2000,18.1,1062,35,232,555,287,38,1062,42,17,40.5,18,42.9,674,2788,1104,24,23,7,25,23,755,64,Matches
212,Facundo Garcés,ar ARG,DF,Alavés,24,1999,7.5,280,44,122,137,21,13,280,0,0,,0,,114,484,187,3,0,0,2,0,129,3,Matches
213,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,31,1992,28.4,1164,31,204,357,611,127,1164,27,10,37,15,55.6,644,3004,1484,68,28,25,61,16,746,245,Matches
214,Eric García,es ESP,"DF,MF",Barcelona,23,2001,17.4,1517,66,369,927,225,25,1517,12,5,41.7,5,41.7,852,3500,1877,18,12,1,17,5,1125,22,Matches
215,Fran Garcia,es ESP,DF,Real Madrid,24,1999,24.1,1792,71,498,703,606,33,1792,23,8,34.8,15,65.2,1001,4606,2683,78,52,15,20,10,1162,177,Matches
216,Gonzalo García,es ESP,"FW,DF",Real Madrid,20,2004,0.6,22,0,1,6,15,5,22,0,0,,0,,14,66,19,0,0,0,0,3,17,3,Matches
217,Joan García,es ESP,GK,Espanyol,23,2001,38,1348,1137,1341,7,1,1,1348,0,0,,0,,781,4759,3182,0,0,0,2,0,524,0,Matches
218,Pablo Garcia,es ESP,FW,Betis,17,2006,0.4,23,0,3,7,14,2,23,2,1,50,1,50,16,120,59,2,0,1,3,1,15,8,Matches
219,Rubén García,es ESP,"FW,MF",Osasuna,31,1993,26.8,1467,31,205,649,629,64,1467,36,12,33.3,20,55.6,779,3542,1382,37,46,13,39,21,969,157,Matches
220,Unai García,es ESP,DF,Osasuna,32,1992,0.7,43,5,25,16,2,1,43,0,0,,0,,19,63,41,0,0,0,1,0,31,0,Matches
221,Yarek Gasiorowski,es ESP,DF,Valencia,19,2005,10.5,620,73,295,309,22,6,620,0,0,,0,,276,1329,736,9,2,0,1,0,337,0,Matches
222,Gavi,es ESP,"MF,FW",Barcelona,19,2004,12.1,943,10,107,601,240,34,943,18,9,50,5,27.8,557,2274,1128,13,16,1,19,9,712,42,Matches
223,Paulo Gazzaniga,ar ARG,GK,Girona,32,1992,35.5,1289,1118,1283,6,0,0,1289,4,3,75,1,25,775,3613,2167,0,0,0,1,0,749,0,Matches
224,Bryan Gil,es ESP,"FW,MF",Girona,23,2001,19.1,1019,9,110,356,568,82,1019,104,41,39.4,52,50,715,4663,2103,76,43,34,56,39,795,210,Matches
225,Dani Gómez,es ESP,FW,Valencia,26,1998,5.9,137,4,12,49,78,22,137,10,3,30,7,70,71,319,103,3,4,2,11,8,90,24,Matches
226,Moi Gómez,es ESP,"MF,FW",Osasuna,30,1994,8.8,571,6,92,337,146,7,571,26,14,53.8,11,42.3,353,1545,524,13,10,1,10,8,402,16,Matches
227,Sergi Gómez,es ESP,DF,Espanyol,32,1992,7.4,419,65,280,131,8,4,419,0,0,,0,,222,851,376,0,0,0,1,0,292,1,Matches
228,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,23,2000,30.4,1724,38,292,746,708,52,1724,51,22,43.1,25,49,843,4335,1912,43,46,6,45,16,1025,154,Matches
229,Unai Gómez,es ESP,"MF,FW",Athletic Club,21,2003,14.3,439,20,63,215,168,21,439,29,12,41.4,12,41.4,235,1270,617,19,17,3,23,21,271,49,Matches
230,Fabio González,es ESP,MF,Las Palmas,27,1997,0.6,57,1,5,41,11,2,57,0,0,,0,,37,178,85,0,0,0,1,0,42,0,Matches
231,Peter González,do DOM,"MF,FW",Getafe,22,2002,5.3,211,3,29,68,119,16,211,15,3,20,10,66.7,111,622,187,8,5,4,17,15,122,33,Matches
232,Urko González,es ESP,MF,Espanyol,23,2001,15.3,610,65,205,334,83,11,610,17,6,35.3,10,58.8,306,1953,1133,18,14,3,18,12,316,8,Matches
233,Urko González,es ESP,MF,Real Sociedad,23,2001,0.5,20,2,7,10,3,1,20,0,0,,0,,12,41,5,0,0,0,1,2,18,0,Matches
234,Andoni Gorosabel,es ESP,DF,Athletic Club,27,1996,16.5,1084,43,292,547,252,13,1084,14,7,50,7,50,432,1605,691,17,18,3,18,14,554,59,Matches
235,José Gragera,es ESP,MF,Espanyol,23,2000,6.3,284,13,74,190,21,4,284,4,1,25,2,50,119,457,216,1,0,0,3,1,164,3,Matches
236,Dominik Greif,sk SVK,GK,Mallorca,27,1997,31,1109,906,1098,11,0,0,1109,2,2,100,0,0,621,2993,1668,0,0,0,1,0,526,0,Matches
237,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,33,1991,27.4,1678,28,216,748,729,93,1676,35,15,42.9,18,51.4,969,4095,2040,46,56,6,41,20,1255,177,Matches
238,Florian Grillitsch,at AUT,MF,Valladolid,28,1995,6.9,398,12,91,266,49,4,398,15,11,73.3,3,20,225,1374,706,9,4,0,5,5,278,7,Matches
239,Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,1039,928,1033,6,0,0,1039,0,0,,0,,538,2660,1561,0,0,0,3,1,431,0,Matches
240,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,4,130,3,11,55,64,18,130,2,0,0,2,100,81,239,90,2,3,1,11,5,96,22,Matches
241,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,32,1991,27.7,1635,143,703,789,150,5,1634,9,6,66.7,2,22.2,736,3114,1401,14,8,0,19,3,1007,5,Matches
242,Javier Guerra,es ESP,MF,Valencia,21,2003,28.7,1669,65,354,939,401,49,1669,78,29,37.2,45,57.7,927,4925,2585,50,42,13,50,54,1136,84,Matches
243,Ander Guevara,es ESP,MF,Alavés,27,1997,21.6,1208,58,265,761,189,12,1208,15,9,60,5,33.3,512,2214,1078,14,16,0,22,19,655,19,Matches
244,Pape Gueye,sn SEN,MF,Villarreal,25,1999,24.7,1456,72,355,807,308,65,1456,33,11,33.3,16,48.5,853,4050,2199,36,28,7,33,19,1030,69,Matches
245,Hugo Guillamón,es ESP,MF,Valencia,24,2000,4,228,13,62,129,37,1,228,2,1,50,1,50,85,364,129,0,1,0,3,3,146,5,Matches
246,Carlos Guirao,es ESP,MF,Betis,21,2003,1.2,60,3,14,38,10,1,60,1,1,100,0,0,28,134,60,1,1,0,1,2,34,2,Matches
247,Arda Güler,tr TUR,"MF,FW",Real Madrid,19,2005,13.9,1058,14,131,477,460,50,1058,45,20,44.4,20,44.4,696,3418,1720,34,33,10,23,9,808,86,Matches
248,Gerard Gumbau,es ESP,MF,Rayo Vallecano,29,1994,9.4,507,21,104,276,129,10,507,4,2,50,2,50,276,851,365,2,9,0,8,2,331,21,Matches
249,Jon Guridi,es ESP,"MF,FW",Alavés,29,1995,23.1,940,23,122,493,335,60,939,26,8,30.8,16,61.5,471,2479,1129,27,31,4,38,17,587,90,Matches
250,Gorka Guruzeta,es ESP,FW,Athletic Club,27,1996,20.4,643,23,67,342,240,78,643,20,11,55,9,45,286,1120,375,8,12,2,48,20,415,64,Matches
251,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23,2001,27.3,1741,68,365,671,722,50,1741,55,29,52.7,24,43.6,990,5399,2320,63,48,11,37,25,1146,199,Matches
252,Munir El Haddadi,ma MAR,"FW,MF",Leganés,28,1995,9.6,372,1,34,176,164,17,372,21,7,33.3,12,57.1,242,1016,357,11,9,1,22,25,299,42,Matches
253,Sébastien Haller,ci CIV,FW,Leganés,30,1994,4.5,129,7,21,66,45,11,129,3,1,33.3,1,33.3,56,227,105,3,2,0,17,5,94,14,Matches
