Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
392,Aihen Muñoz,es ESP,DF,Real Sociedad,26,1997,12.2,631,490,137,5,0,1,35,132,0,0,0,0,448,4,17,Matches
393,Álex Muñoz,es ESP,DF,Las Palmas,30,1994,15.7,775,635,139,12,0,2,27,119,0,0,0,0,618,1,13,Matches
394,Iker Muñoz,es ESP,MF,Osasuna,21,2002,6.8,303,299,4,2,1,0,7,1,0,0,0,0,239,0,9,Matches
395,Javier Muñoz,es ESP,"MF,DF",Las Palmas,29,1995,28.8,1178,1090,85,22,3,18,51,49,3,0,1,1,918,3,29,Matches
396,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,21,2003,0.4,12,12,0,0,0,0,2,0,0,0,0,0,11,0,1,Matches
397,Vedat Muriqi,xk KVX,FW,Mallorca,30,1994,22.9,487,475,8,0,3,2,10,0,0,0,0,0,295,4,19,Matches
398,Juan Musso,ar ARG,GK,Atlético Madrid,30,1994,2,60,41,18,5,0,1,0,0,0,0,0,0,51,1,0,Matches
399,Matija Nastasić,rs SRB,DF,Leganés,31,1993,23.4,852,814,35,31,0,2,0,2,0,0,0,0,704,3,4,Matches
400,Natan,br BRA,DF,Betis,23,2001,24.2,1265,1197,64,48,0,11,2,11,0,0,0,0,1122,4,0,Matches
401,Pau Navarro,es ESP,DF,Villarreal,19,2005,10.2,577,497,78,19,0,2,2,59,0,0,0,0,517,2,2,Matches
402,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,2002,14.2,473,451,17,5,5,0,29,5,7,2,2,0,357,5,13,Matches
403,Jesús Navas,es ESP,"FW,MF",Sevilla,38,1985,4.7,262,237,24,4,0,4,33,19,1,0,0,0,203,1,7,Matches
404,Yvan Neyou,cm CMR,MF,Leganés,27,1997,25.7,1127,1097,21,20,2,9,15,1,0,0,0,0,974,9,13,Matches
405,Tanguy Nianzou,fr FRA,DF,Sevilla,22,2002,5.8,314,300,14,11,0,1,0,0,0,0,0,0,285,0,0,Matches
406,Saúl Ñíguez,es ESP,MF,Sevilla,29,1994,17.3,659,644,13,6,3,4,19,3,1,1,0,0,516,2,15,Matches
407,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,24,1999,9.5,311,305,6,6,0,1,1,0,0,0,0,0,284,0,1,Matches
408,Adrian Niño,es ESP,FW,Atlético Madrid,20,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
409,Hugo Novoa,es ESP,"DF,MF",Alavés,21,2003,2.6,69,59,10,0,0,1,7,10,0,0,0,0,53,0,3,Matches
410,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,1997,12.5,223,209,13,0,0,0,4,0,0,0,0,0,144,1,9,Matches
411,Unai Núñez,es ESP,DF,Athletic Club,27,1997,7.2,325,310,15,13,0,7,0,0,0,0,0,0,283,0,0,Matches
412,Ørjan Nyland,no NOR,GK,Sevilla,33,1990,29.7,1007,778,224,57,0,0,0,1,0,0,0,0,637,5,0,Matches
413,Allan Nyom,cm CMR,"DF,MF",Getafe,36,1988,9.9,352,279,72,6,0,0,15,66,0,0,0,0,280,1,1,Matches
414,Jan Oblak,si SVN,GK,Atlético Madrid,31,1993,36,948,608,339,62,0,1,0,0,0,0,0,0,763,1,0,Matches
415,Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,1.9,91,85,5,0,0,2,4,4,1,1,0,0,65,1,4,Matches
416,Álvaro Odriozola,es ESP,DF,Real Sociedad,28,1995,0.5,30,25,5,0,0,0,1,5,0,0,0,0,22,0,0,Matches
417,Thiago Ojeda,ar ARG,MF,Villarreal,21,2003,0.1,8,8,0,0,0,0,1,0,0,0,0,0,7,0,0,Matches
418,Aingeru Olabarrieta,es ESP,FW,Athletic Club,18,2005,0.6,18,18,0,0,0,0,4,0,0,0,0,0,9,0,2,Matches
419,Olasagasti,es ESP,MF,Real Sociedad,23,2000,9.5,407,393,13,3,0,5,10,1,4,0,2,0,314,1,7,Matches
420,Brian Oliván,es ESP,DF,Espanyol,30,1994,11.3,458,362,95,13,0,3,55,73,9,1,6,0,317,1,13,Matches
421,Lucas Oliveira Rosa,br BRA,DF,Valladolid,24,2000,21,833,655,172,23,4,3,36,149,0,0,0,0,637,6,26,Matches
422,Dani Olmo,es ESP,"MF,FW",Barcelona,26,1998,13.5,641,611,28,10,11,6,21,0,11,6,2,0,520,2,18,Matches
423,Aimar Oroz,es ESP,MF,Osasuna,22,2001,33,1128,1077,44,9,9,7,29,6,5,1,2,0,924,7,30,Matches
424,Ángel Ortíz,es ESP,DF,Betis,20,2004,3.9,225,186,38,3,0,0,19,35,0,0,0,0,167,1,10,Matches
425,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,19,2005,2.9,103,97,6,1,0,0,6,2,3,2,1,0,90,0,0,Matches
426,David Otorbi,es ESP,MF,Valencia,16,2007,0.2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
427,Jesús Owono,gq EQG,GK,Alavés,23,2001,5.4,163,108,54,18,1,0,0,0,0,0,0,0,99,1,1,Matches
428,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,1997,25,505,468,36,0,2,3,10,4,0,0,0,0,371,1,17,Matches
429,Cenk Özkacar,tr TUR,DF,Valladolid,23,2000,8.4,392,369,22,18,0,3,0,0,0,0,0,0,331,1,3,Matches
430,Jon Pacheco,es ESP,DF,Real Sociedad,23,2001,9.5,494,467,26,19,1,9,0,1,0,0,0,0,411,1,5,Matches
431,Alex Padilla,es ESP,GK,Athletic Club,20,2003,3.6,121,79,41,19,0,0,0,0,0,0,0,0,67,1,0,Matches
432,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,29,1994,24,1015,868,136,17,13,6,111,5,92,46,31,0,783,11,23,Matches
433,Aitor Paredes,es ESP,DF,Athletic Club,24,2000,20.1,947,909,36,29,0,6,1,0,0,0,0,0,789,2,5,Matches
434,Daniel Parejo,es ESP,MF,Villarreal,35,1989,25.3,1548,1448,96,60,3,14,37,1,35,16,8,2,1354,4,12,Matches
435,Iago Parente,es ESP,DF,Valladolid,18,2006,0.8,37,36,1,1,0,0,1,0,0,0,0,0,27,0,2,Matches
436,Álvaro Pascual,es ESP,FW,Sevilla,22,2002,4.5,74,67,6,0,1,0,3,0,0,0,0,0,48,1,6,Matches
437,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,28,1996,5.1,213,187,26,3,2,1,26,23,0,0,0,0,157,0,13,Matches
438,Pedri,es ESP,MF,Barcelona,21,2002,32,2749,2605,140,74,27,16,58,15,41,22,1,0,2404,4,43,Matches
439,Adrià Pedrosa,es ESP,DF,Sevilla,26,1998,25.5,1196,940,250,37,1,9,97,203,10,6,3,0,886,6,34,Matches
440,Pejiño,es ESP,FW,Las Palmas,28,1996,0.2,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0,Matches
441,Andy Pelmard,fr FRA,DF,Las Palmas,24,2000,2.3,115,97,18,3,0,0,2,15,0,0,0,0,98,0,3,Matches
442,Iñaki Peña,es ESP,GK,Barcelona,25,1999,15.5,630,517,113,29,0,0,0,0,0,0,0,0,562,0,0,Matches
443,Rubén Peña,es ESP,"FW,DF",Osasuna,33,1991,8.6,309,275,33,2,0,1,52,27,4,2,1,0,183,1,19,Matches
444,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,29,1995,16.7,631,575,51,13,5,2,44,8,20,12,2,0,499,5,24,Matches
445,Peque,es ESP,"MF,FW",Sevilla,21,2002,12.6,349,329,20,0,5,0,10,0,4,2,0,0,279,0,13,Matches
446,Ayoze Pérez,es ESP,FW,Villarreal,31,1993,21.9,414,369,41,2,8,0,15,1,0,0,0,0,314,4,12,Matches
447,Carles Pérez,es ESP,"MF,FW",Getafe,26,1998,15.9,336,317,17,9,2,0,42,1,7,4,1,0,226,2,11,Matches
448,Francisco Perez,es ESP,"FW,MF",Valencia,21,2002,6.3,230,222,8,0,1,2,27,7,1,0,0,0,169,0,16,Matches
449,Kike Pérez,es ESP,MF,Valladolid,27,1997,13.2,564,481,78,37,2,13,33,5,18,4,10,0,440,5,7,Matches
450,Luis Pérez,es ESP,DF,Valladolid,29,1995,28.4,1195,954,236,27,2,6,105,209,0,0,0,0,905,5,29,Matches
451,Romain Perraud,fr FRA,DF,Betis,26,1997,22.2,1157,916,236,31,0,5,71,205,0,0,0,0,921,5,45,Matches
452,Valentín Pezzolesi,es ESP,DF,Las Palmas,17,2007,0.1,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
453,Pica,es ESP,DF,Alavés,22,2002,5.5,201,188,12,4,0,1,2,1,0,0,0,0,155,1,2,Matches
454,Yeremi Pino,es ESP,"MF,FW",Villarreal,21,2002,21.5,708,699,9,1,6,1,47,7,1,0,0,0,523,0,43,Matches
455,Portu,es ESP,"FW,MF",Girona,32,1992,8.7,237,218,16,3,1,0,26,1,10,7,2,0,169,3,8,Matches
456,Beñat Prados,es ESP,MF,Athletic Club,23,2001,19.1,789,774,14,11,4,3,9,3,0,0,0,0,647,1,10,Matches
457,Abdón Prats,es ESP,"FW,MF",Mallorca,31,1992,5.1,87,82,5,0,0,0,0,0,0,0,0,0,58,0,1,Matches
458,Javi Puado,es ESP,"FW,MF",Espanyol,26,1998,33,678,651,23,0,6,6,27,7,1,0,0,0,521,4,19,Matches
459,Dani Raba,es ESP,"FW,MF",Leganés,28,1995,20.9,648,504,134,54,15,3,90,6,46,15,23,0,435,10,16,Matches
460,Arnau Rafús,es ESP,GK,Valladolid,21,2003,1,43,35,8,3,0,0,0,0,0,0,0,0,33,0,1,Matches
461,Antonio Raillo,es ESP,DF,Mallorca,32,1991,35.6,1773,1613,157,67,1,4,3,2,0,0,0,0,1572,3,10,Matches
462,Benito Ramírez,es ESP,"DF,FW",Las Palmas,29,1995,5.3,326,278,47,8,0,0,39,34,5,0,4,0,259,1,13,Matches
463,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,29,1995,22.6,682,580,94,26,3,3,122,8,60,17,36,0,438,8,26,Matches
464,Jacobo Ramón,es ESP,DF,Real Madrid,19,2005,2.3,90,85,5,5,0,0,0,0,0,0,0,0,84,0,2,Matches
465,Raphinha,br BRA,"FW,MF",Barcelona,27,1996,31.5,1497,1260,225,49,11,15,215,19,140,48,41,0,1064,12,36,Matches
466,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,26,1998,34.1,1759,1449,302,10,3,2,77,292,0,0,0,0,1435,8,56,Matches
467,Raúl,es ESP,"FW,MF",Osasuna,23,2000,8.3,168,154,12,1,0,1,6,1,0,0,0,0,116,2,7,Matches
468,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,25,1998,4.3,118,108,10,1,0,1,17,2,7,4,0,0,74,0,6,Matches
469,Álex Remiro,es ESP,GK,Real Sociedad,29,1995,36,1291,946,341,107,0,3,0,0,0,0,0,0,955,4,1,Matches
470,Daniel Requena,es ESP,MF,Villarreal,20,2004,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
471,Diego Rico,es ESP,DF,Getafe,31,1993,31.3,1564,1097,455,44,0,9,148,399,12,0,12,0,1058,12,44,Matches
472,Luis Rioja,es ESP,FW,Alavés,30,1993,0.3,11,9,2,1,0,0,6,1,0,0,0,0,5,0,0,Matches
473,Luis Rioja,es ESP,"MF,FW",Valencia,30,1993,31.5,1212,1077,132,28,6,14,203,48,56,31,14,0,821,3,61,Matches
474,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,24,2000,5.7,269,244,25,3,1,0,34,8,13,6,5,0,210,0,10,Matches
475,Alberto Risco,es ESP,"MF,FW",Getafe,18,2005,0.8,34,33,0,0,0,0,4,0,0,0,0,0,25,1,1,Matches
476,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,28,1995,4.8,246,186,60,7,0,0,13,46,7,3,3,1,191,0,9,Matches
477,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,19,2004,0.2,11,6,5,0,0,0,0,5,0,0,0,0,5,0,0,Matches
478,Marc Roca,es ESP,MF,Betis,27,1996,10.1,538,510,26,24,0,4,10,0,1,0,1,0,465,2,10,Matches
479,Rodri,es ESP,FW,Betis,24,2000,1.3,66,61,5,1,0,1,6,1,3,2,1,0,56,0,3,Matches
480,Adrian Rodriguez,es ESP,GK,Alavés,23,2000,1.4,50,13,37,13,0,0,0,0,0,0,0,0,19,0,1,Matches
481,Álvaro Rodríguez,uy URU,FW,Getafe,20,2004,9.5,239,233,1,0,2,1,5,0,0,0,0,0,110,5,2,Matches
482,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,26,1998,14.8,555,490,60,22,4,13,55,4,29,12,15,0,400,5,13,Matches
483,Arturo Rodríguez,es ESP,FW,Las Palmas,17,2006,0.2,7,7,0,0,0,0,2,0,0,0,0,0,5,0,0,Matches
484,Damián Rodríguez,es ESP,MF,Celta Vigo,21,2003,10.3,814,746,66,34,2,6,30,0,31,5,16,0,726,2,10,Matches
485,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,1988,24,715,608,103,28,8,8,116,4,57,27,28,0,498,4,17,Matches
486,Daniel Rodriguez,es ESP,FW,Barcelona,18,2005,0.4,20,20,0,0,0,0,3,0,0,0,0,0,15,0,0,Matches
487,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,33,1991,1.6,98,84,14,4,1,0,13,2,6,4,2,0,78,0,0,Matches
488,Javi Rodríguez,es ESP,DF,Celta Vigo,21,2003,27.9,1716,1607,109,35,2,9,4,74,0,0,0,0,1488,0,18,Matches
489,Jesus Rodríguez,es ESP,FW,Betis,18,2005,12.3,331,322,8,1,0,0,18,4,3,0,1,0,241,1,16,Matches
490,Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,19.5,1204,1154,43,34,8,4,18,2,6,2,3,0,1026,7,15,Matches
491,Ricardo Rodríguez,ch SUI,DF,Betis,31,1992,14.2,744,611,130,17,0,3,15,113,0,0,0,0,610,3,8,Matches
492,Rodrygo,br BRA,"FW,MF",Real Madrid,23,2001,21.4,1093,986,102,23,1,3,81,17,57,24,22,0,939,5,15,Matches
493,Leo Román,es ESP,GK,Mallorca,24,2000,7,240,167,73,21,0,0,0,0,0,0,0,0,137,0,0,Matches
494,Carlos Romero,es ESP,DF,Espanyol,22,2001,28.4,1007,809,195,20,1,5,92,154,21,5,6,0,719,3,34,Matches
495,Isaac Romero,es ESP,FW,Sevilla,24,2000,24,441,388,48,0,1,1,18,3,0,0,0,0,310,5,17,Matches
496,Luka Romero,ar ARG,"FW,MF",Alavés,19,2004,2.2,49,43,6,1,0,0,10,0,4,0,3,0,34,0,1,Matches
497,Oriol Romeu,es ESP,MF,Girona,32,1991,15.1,883,871,12,12,2,7,8,0,0,0,0,0,798,0,11,Matches
498,Vitor Roque,br BRA,FW,Betis,19,2005,13.7,195,163,32,0,1,0,6,1,1,0,0,0,142,0,7,Matches
499,Valentin Rosier,fr FRA,DF,Leganés,27,1996,28.8,1206,977,224,17,0,2,39,207,0,0,0,0,956,5,27,Matches
500,Antonio Rüdiger,de GER,DF,Real Madrid,31,1993,25.5,1858,1780,72,48,3,18,4,9,0,0,0,0,1706,6,5,Matches
501,Aitor Ruibal,es ESP,"DF,FW",Betis,28,1996,14.6,612,516,91,5,1,1,32,81,2,1,1,0,495,5,14,Matches
502,Abel Ruiz,es ESP,FW,Girona,24,2000,15,272,238,33,0,1,1,4,2,0,0,0,0,239,1,5,Matches
503,Ferrán Ruiz,es ESP,MF,Girona,21,2003,0.2,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
504,Youssouf Sabaly,sn SEN,DF,Betis,31,1993,17.6,994,798,196,20,2,3,31,176,0,0,0,0,862,0,20,Matches
505,Umar Sadiq,ng NGA,FW,Valencia,27,1997,9.2,173,155,17,0,0,3,0,1,0,0,0,0,125,1,5,Matches
506,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,2.5,48,46,1,0,0,0,2,0,0,0,0,0,25,1,2,Matches
507,Jorge Sáenz,es ESP,DF,Leganés,27,1996,18.8,898,863,33,28,0,7,0,2,0,0,0,0,752,2,2,Matches
508,Jan Salas,es ESP,"MF,FW",Mallorca,18,2005,0.5,26,26,0,0,0,0,1,0,0,0,0,0,20,0,0,Matches
509,Kike Salas,es ESP,DF,Sevilla,22,2002,24.9,1412,1280,129,47,1,13,9,69,0,0,0,0,1109,3,16,Matches
510,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,16.3,894,867,26,20,5,10,2,5,0,0,0,0,799,1,5,Matches
511,Chuky san jose,es ESP,MF,Valladolid,20,2004,8.1,163,143,19,7,0,1,24,0,9,7,2,0,112,1,9,Matches
512,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,18,569,547,18,2,5,4,18,3,0,0,0,0,461,4,14,Matches
513,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,15.5,537,495,38,4,1,2,33,28,3,0,2,0,391,4,13,Matches
514,Iván Sánchez,es ESP,"MF,FW",Valladolid,31,1992,15.6,591,525,63,19,2,13,114,18,25,21,1,1,422,3,15,Matches
515,Javi Sánchez,es ESP,DF,Valladolid,27,1997,22.5,1163,1095,60,34,0,11,0,6,0,0,0,0,1015,8,6,Matches
516,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,19.1,697,635,60,2,0,2,40,55,0,0,0,0,568,2,31,Matches
517,Manu Sánchez,es ESP,DF,Alavés,23,2000,29.3,1117,824,285,19,1,3,78,262,4,1,2,0,807,8,43,Matches
518,Maroan Sannadi,es ESP,FW,Athletic Club,23,2001,8.4,159,156,3,0,1,0,6,0,0,0,0,0,115,0,9,Matches
519,Jesús Santiago,es ESP,MF,Getafe,20,2004,4.1,136,134,2,0,0,0,3,2,0,0,0,0,99,0,3,Matches
520,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,6.6,236,224,12,7,0,1,0,3,0,0,0,0,195,0,1,Matches
521,Sergi,es ESP,DF,Leganés,32,1992,32.9,1518,1457,54,52,0,7,1,1,0,0,0,0,1271,7,8,Matches
522,Nicolás Serrano,es ESP,FW,Athletic Club,21,2003,1.2,44,37,7,2,0,0,13,0,5,4,0,0,25,0,0,Matches
523,Fábio Silva,pt POR,FW,Las Palmas,22,2002,20.7,466,421,44,1,3,3,21,5,0,0,0,0,309,1,24,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,524,404,118,42,0,0,0,0,0,0,0,0,412,2,0,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,21.4,795,765,29,0,2,0,49,28,1,0,0,0,600,1,40,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,654,484,166,49,0,0,0,0,0,0,0,0,455,4,0,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,1,66,59,7,2,0,0,4,5,0,0,0,0,50,0,1,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,6.8,481,473,8,6,0,2,1,1,0,0,0,0,435,0,5,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,31.2,967,585,379,150,0,0,0,0,0,0,0,0,521,3,1,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,2.3,61,58,2,2,0,0,1,0,0,0,0,0,40,1,1,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,11.4,242,238,2,1,0,2,18,1,0,0,0,0,155,2,10,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,5.9,295,291,2,2,1,0,3,0,0,0,0,0,264,2,1,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,1029,561,462,158,0,4,0,0,0,0,0,0,513,6,0,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,185,108,77,23,0,0,0,0,0,0,0,0,98,0,0,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,13.9,1018,941,77,37,3,19,50,1,39,14,18,0,873,0,10,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,22.9,994,970,22,17,0,5,9,1,2,0,0,0,883,2,11,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,25.2,1643,1614,29,22,1,5,0,0,0,0,0,0,1539,0,4,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,10.5,197,188,4,0,0,0,7,0,0,0,0,0,104,5,9,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,7.8,214,204,9,0,6,1,13,0,0,0,0,0,132,1,13,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,12,154,133,21,0,1,0,2,1,0,0,0,0,107,0,3,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,27.3,1357,1210,146,71,1,9,1,34,0,0,0,0,1165,1,13,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,6.8,291,265,22,7,0,5,25,3,11,2,7,0,228,4,8,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,19.9,882,852,24,7,5,7,18,1,1,0,1,0,727,6,15,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,6.7,385,333,49,11,2,5,59,5,30,18,7,1,285,3,11,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,15,363,360,2,0,4,1,18,2,0,0,0,0,266,1,18,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,17.6,282,246,33,1,0,1,9,4,0,0,0,0,177,3,12,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,454,377,75,21,0,1,0,0,0,0,0,0,402,2,0,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,17.4,359,341,12,0,1,0,5,0,0,0,0,0,229,6,5,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,26.9,1070,1017,50,36,4,20,12,14,0,0,0,0,838,3,25,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,33.6,1692,1608,79,47,0,10,1,1,0,0,0,0,1428,5,14,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,29.9,2025,1936,86,57,0,9,12,6,0,0,0,0,1869,3,10,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,626,472,152,35,1,4,113,64,53,15,28,1,453,2,15,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,0.5,26,26,0,0,0,0,1,0,0,0,0,0,20,0,0,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,32.5,1410,1044,358,11,0,4,85,344,0,0,0,0,1017,8,35,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,7.5,251,213,38,11,0,0,0,0,0,0,0,0,233,0,0,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,1.5,79,77,2,1,1,2,5,0,0,0,0,0,64,0,2,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,13.5,352,318,31,15,5,3,35,4,12,4,7,0,228,3,11,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,6,5,1,0,0,0,0,0,0,0,0,0,5,0,0,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,3.4,220,198,21,5,3,0,13,0,14,9,1,0,180,1,4,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,15.4,714,649,63,17,0,3,3,11,0,0,0,0,589,2,10,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,12.3,360,329,28,5,2,2,17,1,9,2,0,0,267,3,14,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,32.9,1363,1335,22,22,1,27,1,0,0,0,0,0,1026,6,10,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,7.8,460,371,89,12,0,1,9,77,0,0,0,0,381,0,8,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,5.5,312,289,19,2,1,0,7,6,3,1,1,0,261,4,4,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,21.3,871,751,116,23,3,1,124,12,80,36,29,1,646,4,23,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,452,423,29,17,0,6,19,1,10,5,1,0,405,0,2,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,592,578,11,0,1,2,22,0,0,0,0,0,387,3,23,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,18,18,0,0,0,0,2,0,0,0,0,0,13,0,2,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,830,809,19,19,0,4,2,0,0,0,0,0,688,2,19,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,1.6,47,46,1,0,0,0,6,1,0,0,0,0,34,0,1,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,30.7,1391,1294,92,42,1,4,11,49,0,0,0,0,1195,5,13,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,1.5,67,66,1,1,0,0,0,0,0,0,0,0,60,0,0,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,33.7,2237,2145,81,37,3,50,26,38,3,3,0,0,2010,11,23,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,1.1,73,65,8,0,0,1,2,8,0,0,0,0,65,0,0,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,7.5,247,219,28,3,0,0,37,9,16,12,2,0,166,0,13,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,19.4,1237,1086,143,70,4,25,109,0,72,22,36,3,970,8,12,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,10.2,447,332,112,8,0,0,23,103,0,0,0,0,345,3,22,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,24.3,1624,1415,204,37,1,7,63,151,16,4,7,0,1415,5,27,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,12.5,187,161,26,0,0,0,0,2,0,0,0,0,122,0,2,Matches
581,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,11,539,523,14,9,3,4,8,4,0,0,0,0,429,2,4,Matches
582,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,34.4,1140,950,181,46,3,2,269,50,85,24,43,5,720,9,67,Matches
583,Pau Victor,es ESP,FW,Barcelona,22,2001,3.5,121,117,4,1,0,0,3,1,0,0,0,0,98,0,2,Matches
584,Nacho Vidal,es ESP,DF,Osasuna,29,1995,1.4,49,37,12,0,0,0,2,12,0,0,0,0,37,0,2,Matches
585,Fran Vieites,es ESP,GK,Betis,25,1999,4,119,71,48,19,0,1,0,0,0,0,0,0,76,0,0,Matches
586,Sergio Viera,es ESP,MF,Las Palmas,19,2005,1.1,51,50,1,0,0,1,0,0,0,0,0,0,45,0,1,Matches
587,Asier Villalibre,es ESP,FW,Alavés,26,1997,3.7,69,64,5,0,1,0,2,0,0,0,0,0,44,0,1,Matches
588,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,117,76,41,6,0,0,0,0,0,0,0,0,95,0,0,Matches
589,Viti,es ESP,DF,Las Palmas,26,1997,22,934,722,209,16,1,3,45,193,0,0,0,0,757,3,18,Matches
590,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,29,1753,1685,65,58,2,11,8,2,0,0,0,0,1526,3,13,Matches
