Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
478,Marc Roca,es ESP,MF,Betis,27,1996,10.1,53.3,50.5,2.57,2.38,0,0.4,0.99,0,0.1,0,0.1,0,46,0.2,0.99,Matches
479,Rodri,es ESP,FW,Betis,24,2000,1.3,50.8,46.9,3.85,0.77,0,0.77,4.62,0.77,2.31,1.54,0.77,0,43.1,0,2.31,Matches
480,Adrian Rodriguez,es ESP,GK,Alavés,23,2000,1.4,35.7,9.29,26.4,9.29,0,0,0,0,0,0,0,0,13.6,0,0.71,Matches
481,Álvaro Rodríguez,uy URU,FW,Getafe,20,2004,9.5,25.2,24.5,0.11,0,0.21,0.11,0.53,0,0,0,0,0,11.6,0.53,0.21,Matches
482,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,26,1998,14.8,37.5,33.1,4.05,1.49,0.27,0.88,3.72,0.27,1.96,0.81,1.01,0,27,0.34,0.88,Matches
483,Arturo Rodríguez,es ESP,FW,Las Palmas,17,2006,0.2,35,35,0,0,0,0,10,0,0,0,0,0,25,0,0,Matches
484,Damián Rodríguez,es ESP,MF,Celta Vigo,21,2003,10.3,79,72.4,6.41,3.3,0.19,0.58,2.91,0,3.01,0.49,1.55,0,70.5,0.19,0.97,Matches
485,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,1988,24,29.8,25.3,4.29,1.17,0.33,0.33,4.83,0.17,2.38,1.13,1.17,0,20.8,0.17,0.71,Matches
486,Daniel Rodriguez,es ESP,FW,Barcelona,18,2005,0.4,50,50,0,0,0,0,7.5,0,0,0,0,0,37.5,0,0,Matches
487,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,33,1991,1.6,61.3,52.5,8.75,2.5,0.63,0,8.13,1.25,3.75,2.5,1.25,0,48.8,0,0,Matches
488,Javi Rodríguez,es ESP,DF,Celta Vigo,21,2003,27.9,61.5,57.6,3.91,1.25,0.07,0.32,0.14,2.65,0,0,0,0,53.3,0,0.65,Matches
489,Jesus Rodríguez,es ESP,FW,Betis,18,2005,12.3,26.9,26.2,0.65,0.08,0,0,1.46,0.33,0.24,0,0.08,0,19.6,0.08,1.3,Matches
490,Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,19.5,61.7,59.2,2.21,1.74,0.41,0.21,0.92,0.1,0.31,0.1,0.15,0,52.6,0.36,0.77,Matches
491,Ricardo Rodríguez,ch SUI,DF,Betis,31,1992,14.2,52.4,43,9.15,1.2,0,0.21,1.06,7.96,0,0,0,0,43,0.21,0.56,Matches
492,Rodrygo,br BRA,"FW,MF",Real Madrid,23,2001,21.4,51.1,46.1,4.77,1.07,0.05,0.14,3.79,0.79,2.66,1.12,1.03,0,43.9,0.23,0.7,Matches
493,Leo Román,es ESP,GK,Mallorca,24,2000,7,34.3,23.9,10.4,3,0,0,0,0,0,0,0,0,19.6,0,0,Matches
494,Carlos Romero,es ESP,DF,Espanyol,22,2001,28.4,35.5,28.5,6.87,0.7,0.04,0.18,3.24,5.42,0.74,0.18,0.21,0,25.3,0.11,1.2,Matches
495,Isaac Romero,es ESP,FW,Sevilla,24,2000,24,18.4,16.2,2,0,0.04,0.04,0.75,0.13,0,0,0,0,12.9,0.21,0.71,Matches
496,Luka Romero,ar ARG,"FW,MF",Alavés,19,2004,2.2,22.3,19.5,2.73,0.45,0,0,4.55,0,1.82,0,1.36,0,15.5,0,0.45,Matches
497,Oriol Romeu,es ESP,MF,Girona,32,1991,15.1,58.5,57.7,0.79,0.79,0.13,0.46,0.53,0,0,0,0,0,52.8,0,0.73,Matches
498,Vitor Roque,br BRA,FW,Betis,19,2005,13.7,14.2,11.9,2.34,0,0.07,0,0.44,0.07,0.07,0,0,0,10.4,0,0.51,Matches
499,Valentin Rosier,fr FRA,DF,Leganés,27,1996,28.8,41.9,33.9,7.78,0.59,0,0.07,1.35,7.19,0,0,0,0,33.2,0.17,0.94,Matches
500,Antonio Rüdiger,de GER,DF,Real Madrid,31,1993,25.5,72.9,69.8,2.82,1.88,0.12,0.71,0.16,0.35,0,0,0,0,66.9,0.24,0.2,Matches
501,Aitor Ruibal,es ESP,"DF,FW",Betis,28,1996,14.6,41.9,35.3,6.23,0.34,0.07,0.07,2.19,5.55,0.14,0.07,0.07,0,33.9,0.34,0.96,Matches
502,Abel Ruiz,es ESP,FW,Girona,24,2000,15,18.1,15.9,2.2,0,0.07,0.07,0.27,0.13,0,0,0,0,15.9,0.07,0.33,Matches
503,Ferrán Ruiz,es ESP,MF,Girona,21,2003,0.2,30,30,0,0,0,0,0,0,0,0,0,0,15,0,0,Matches
504,Youssouf Sabaly,sn SEN,DF,Betis,31,1993,17.6,56.5,45.3,11.1,1.14,0.11,0.17,1.76,10,0,0,0,0,49,0,1.14,Matches
505,Umar Sadiq,ng NGA,FW,Valencia,27,1997,9.2,18.8,16.8,1.85,0,0,0.33,0,0.11,0,0,0,0,13.6,0.11,0.54,Matches
506,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,2.5,19.2,18.4,0.4,0,0,0,0.8,0,0,0,0,0,10,0.4,0.8,Matches
507,Jorge Sáenz,es ESP,DF,Leganés,27,1996,18.8,47.8,45.9,1.76,1.49,0,0.37,0,0.11,0,0,0,0,40,0.11,0.11,Matches
508,Jan Salas,es ESP,"MF,FW",Mallorca,18,2005,0.5,52,52,0,0,0,0,2,0,0,0,0,0,40,0,0,Matches
509,Kike Salas,es ESP,DF,Sevilla,22,2002,24.9,56.7,51.4,5.18,1.89,0.04,0.52,0.36,2.77,0,0,0,0,44.5,0.12,0.64,Matches
510,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,16.3,54.8,53.2,1.6,1.23,0.31,0.61,0.12,0.31,0,0,0,0,49,0.06,0.31,Matches
511,Chuky san jose,es ESP,MF,Valladolid,20,2004,8.1,20.1,17.7,2.35,0.86,0,0.12,2.96,0,1.11,0.86,0.25,0,13.8,0.12,1.11,Matches
512,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,18,31.6,30.4,1,0.11,0.28,0.22,1,0.17,0,0,0,0,25.6,0.22,0.78,Matches
513,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,15.5,34.6,31.9,2.45,0.26,0.06,0.13,2.13,1.81,0.19,0,0.13,0,25.2,0.26,0.84,Matches
514,Iván Sánchez,es ESP,"MF,FW",Valladolid,31,1992,15.6,37.9,33.7,4.04,1.22,0.13,0.83,7.31,1.15,1.6,1.35,0.06,0.06,27.1,0.19,0.96,Matches
515,Javi Sánchez,es ESP,DF,Valladolid,27,1997,22.5,51.7,48.7,2.67,1.51,0,0.49,0,0.27,0,0,0,0,45.1,0.36,0.27,Matches
516,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,19.1,36.5,33.2,3.14,0.1,0,0.1,2.09,2.88,0,0,0,0,29.7,0.1,1.62,Matches
517,Manu Sánchez,es ESP,DF,Alavés,23,2000,29.3,38.1,28.1,9.73,0.65,0.03,0.1,2.66,8.94,0.14,0.03,0.07,0,27.5,0.27,1.47,Matches
518,Maroan Sannadi,es ESP,FW,Athletic Club,23,2001,8.4,18.9,18.6,0.36,0,0.12,0,0.71,0,0,0,0,0,13.7,0,1.07,Matches
519,Jesús Santiago,es ESP,MF,Getafe,20,2004,4.1,33.2,32.7,0.49,0,0,0,0.73,0.49,0,0,0,0,24.1,0,0.73,Matches
520,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,6.6,35.8,33.9,1.82,1.06,0,0.15,0,0.45,0,0,0,0,29.5,0,0.15,Matches
521,Sergi,es ESP,DF,Leganés,32,1992,32.9,46.1,44.3,1.64,1.58,0,0.21,0.03,0.03,0,0,0,0,38.6,0.21,0.24,Matches
522,Nicolás Serrano,es ESP,FW,Athletic Club,21,2003,1.2,36.7,30.8,5.83,1.67,0,0,10.8,0,4.17,3.33,0,0,20.8,0,0,Matches
523,Fábio Silva,pt POR,FW,Las Palmas,22,2002,20.7,22.5,20.3,2.13,0.05,0.14,0.14,1.01,0.24,0,0,0,0,14.9,0.05,1.16,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,34.9,26.9,7.87,2.8,0,0,0,0,0,0,0,0,27.5,0.13,0,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,21.4,37.1,35.7,1.36,0,0.09,0,2.29,1.31,0.05,0,0,0,28,0.05,1.87,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,31.1,23,7.9,2.33,0,0,0,0,0,0,0,0,21.7,0.19,0,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,1,66,59,7,2,0,0,4,5,0,0,0,0,50,0,1,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,6.8,70.7,69.6,1.18,0.88,0,0.29,0.15,0.15,0,0,0,0,64,0,0.74,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,31.2,31,18.8,12.1,4.81,0,0,0,0,0,0,0,0,16.7,0.1,0.03,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,2.3,26.5,25.2,0.87,0.87,0,0,0.43,0,0,0,0,0,17.4,0.43,0.43,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,11.4,21.2,20.9,0.18,0.09,0,0.18,1.58,0.09,0,0,0,0,13.6,0.18,0.88,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,0.1,20,20,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,5.9,50,49.3,0.34,0.34,0.17,0,0.51,0,0,0,0,0,44.7,0.34,0.17,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,27.1,14.8,12.2,4.16,0,0.11,0,0,0,0,0,0,13.5,0.16,0,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,30.8,18,12.8,3.83,0,0,0,0,0,0,0,0,16.3,0,0,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,13.9,73.2,67.7,5.54,2.66,0.22,1.37,3.6,0.07,2.81,1.01,1.29,0,62.8,0,0.72,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,22.9,43.4,42.4,0.96,0.74,0,0.22,0.39,0.04,0.09,0,0,0,38.6,0.09,0.48,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,25.2,65.2,64,1.15,0.87,0.04,0.2,0,0,0,0,0,0,61.1,0,0.16,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,10.5,18.8,17.9,0.38,0,0,0,0.67,0,0,0,0,0,9.9,0.48,0.86,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,7.8,27.4,26.2,1.15,0,0.77,0.13,1.67,0,0,0,0,0,16.9,0.13,1.67,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,12,12.8,11.1,1.75,0,0.08,0,0.17,0.08,0,0,0,0,8.92,0,0.25,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,27.3,49.7,44.3,5.35,2.6,0.04,0.33,0.04,1.25,0,0,0,0,42.7,0.04,0.48,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,6.8,42.8,39,3.24,1.03,0,0.74,3.68,0.44,1.62,0.29,1.03,0,33.5,0.59,1.18,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,19.9,44.3,42.8,1.21,0.35,0.25,0.35,0.9,0.05,0.05,0,0.05,0,36.5,0.3,0.75,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,6.7,57.5,49.7,7.31,1.64,0.3,0.75,8.81,0.75,4.48,2.69,1.04,0.15,42.5,0.45,1.64,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,15,24.2,24,0.13,0,0.27,0.07,1.2,0.13,0,0,0,0,17.7,0.07,1.2,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,17.6,16,14,1.87,0.06,0,0.06,0.51,0.23,0,0,0,0,10.1,0.17,0.68,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,30.3,25.1,5,1.4,0,0.07,0,0,0,0,0,0,26.8,0.13,0,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,17.4,20.6,19.6,0.69,0,0.06,0,0.29,0,0,0,0,0,13.2,0.34,0.29,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,26.9,39.8,37.8,1.86,1.34,0.15,0.74,0.45,0.52,0,0,0,0,31.2,0.11,0.93,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,33.6,50.4,47.9,2.35,1.4,0,0.3,0.03,0.03,0,0,0,0,42.5,0.15,0.42,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,29.9,67.7,64.7,2.88,1.91,0,0.3,0.4,0.2,0,0,0,0,62.5,0.1,0.33,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,45.4,34.2,11,2.54,0.07,0.29,8.19,4.64,3.84,1.09,2.03,0.07,32.8,0.14,1.09,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,0.5,52,52,0,0,0,0,2,0,0,0,0,0,40,0,0,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,32.5,43.4,32.1,11,0.34,0,0.12,2.62,10.6,0,0,0,0,31.3,0.25,1.08,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,7.5,33.5,28.4,5.07,1.47,0,0,0,0,0,0,0,0,31.1,0,0,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,1.5,52.7,51.3,1.33,0.67,0.67,1.33,3.33,0,0,0,0,0,42.7,0,1.33,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,13.5,26.1,23.6,2.3,1.11,0.37,0.22,2.59,0.3,0.89,0.3,0.52,0,16.9,0.22,0.81,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,30,25,5,0,0,0,0,0,0,0,0,0,25,0,0,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,3.4,64.7,58.2,6.18,1.47,0.88,0,3.82,0,4.12,2.65,0.29,0,52.9,0.29,1.18,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,15.4,46.4,42.1,4.09,1.1,0,0.19,0.19,0.71,0,0,0,0,38.2,0.13,0.65,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,12.3,29.3,26.7,2.28,0.41,0.16,0.16,1.38,0.08,0.73,0.16,0,0,21.7,0.24,1.14,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,32.9,41.4,40.6,0.67,0.67,0.03,0.82,0.03,0,0,0,0,0,31.2,0.18,0.3,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,7.8,59,47.6,11.4,1.54,0,0.13,1.15,9.87,0,0,0,0,48.8,0,1.03,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,5.5,56.7,52.5,3.45,0.36,0.18,0,1.27,1.09,0.55,0.18,0.18,0,47.5,0.73,0.73,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,21.3,40.9,35.3,5.45,1.08,0.14,0.05,5.82,0.56,3.76,1.69,1.36,0.05,30.3,0.19,1.08,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,43,40.3,2.76,1.62,0,0.57,1.81,0.1,0.95,0.48,0.1,0,38.6,0,0.19,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,21.4,20.9,0.4,0,0.04,0.07,0.8,0,0,0,0,0,14,0.11,0.83,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,60,60,0,0,0,0,6.67,0,0,0,0,0,43.3,0,6.67,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,40.7,39.7,0.93,0.93,0,0.2,0.1,0,0,0,0,0,33.7,0.1,0.93,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,1.6,29.4,28.8,0.63,0,0,0,3.75,0.63,0,0,0,0,21.3,0,0.63,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,30.7,45.3,42.1,3,1.37,0.03,0.13,0.36,1.6,0,0,0,0,38.9,0.16,0.42,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,1.5,44.7,44,0.67,0.67,0,0,0,0,0,0,0,0,40,0,0,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,33.7,66.4,63.6,2.4,1.1,0.09,1.48,0.77,1.13,0.09,0.09,0,0,59.6,0.33,0.68,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,1.1,66.4,59.1,7.27,0,0,0.91,1.82,7.27,0,0,0,0,59.1,0,0,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,7.5,32.9,29.2,3.73,0.4,0,0,4.93,1.2,2.13,1.6,0.27,0,22.1,0,1.73,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,19.4,63.8,56,7.37,3.61,0.21,1.29,5.62,0,3.71,1.13,1.86,0.15,50,0.41,0.62,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,10.2,43.8,32.5,11,0.78,0,0,2.25,10.1,0,0,0,0,33.8,0.29,2.16,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,24.3,66.8,58.2,8.4,1.52,0.04,0.29,2.59,6.21,0.66,0.16,0.29,0,58.2,0.21,1.11,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,12.5,15,12.9,2.08,0,0,0,0,0.16,0,0,0,0,9.76,0,0.16,Matches
581,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,11,49,47.5,1.27,0.82,0.27,0.36,0.73,0.36,0,0,0,0,39,0.18,0.36,Matches
582,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,34.4,33.1,27.6,5.26,1.34,0.09,0.06,7.82,1.45,2.47,0.7,1.25,0.15,20.9,0.26,1.95,Matches
583,Pau Victor,es ESP,FW,Barcelona,22,2001,3.5,34.6,33.4,1.14,0.29,0,0,0.86,0.29,0,0,0,0,28,0,0.57,Matches
584,Nacho Vidal,es ESP,DF,Osasuna,29,1995,1.4,35,26.4,8.57,0,0,0,1.43,8.57,0,0,0,0,26.4,0,1.43,Matches
585,Fran Vieites,es ESP,GK,Betis,25,1999,4,29.8,17.8,12,4.75,0,0.25,0,0,0,0,0,0,19,0,0,Matches
586,Sergio Viera,es ESP,MF,Las Palmas,19,2005,1.1,46.4,45.5,0.91,0,0,0.91,0,0,0,0,0,0,40.9,0,0.91,Matches
587,Asier Villalibre,es ESP,FW,Alavés,26,1997,3.7,18.6,17.3,1.35,0,0.27,0,0.54,0,0,0,0,0,11.9,0,0.27,Matches
588,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,29.3,19,10.3,1.5,0,0,0,0,0,0,0,0,23.8,0,0,Matches
589,Viti,es ESP,DF,Las Palmas,26,1997,22,42.5,32.8,9.5,0.73,0.05,0.14,2.05,8.77,0,0,0,0,34.4,0.14,0.82,Matches
590,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,29,60.4,58.1,2.24,2,0.07,0.38,0.28,0.07,0,0,0,0,52.6,0.1,0.45,Matches
591,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,35,29.5,5.5,2,0,0,0,0,0,0,0,0,26.5,0,0,Matches
592,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,29.5,28.1,27.1,0.88,0,0.24,0.24,3.9,0.71,0,0,0,0,17.8,0.2,1.19,Matches
593,Nico Williams,es ESP,FW,Athletic Club,22,2002,22.2,31.8,28.8,2.7,0.36,0,0.14,4.82,0.54,1.8,0.54,0.9,0,22.4,0.23,1.62,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,9.5,57.4,55.3,2,1.58,0,0.21,0,0.11,0,0,0,0,52,0.11,0.11,Matches
595,Lamine Yamal,es ESP,FW,Barcelona,17,2007,31.7,49,47.2,1.51,0.16,1.04,0.13,3.41,0.73,0.63,0.16,0,0,36.6,0.25,1.8,Matches
596,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,12,15.5,14.7,0.75,0,0,0,0.58,0,0,0,0,0,8.42,0.08,0.33,Matches
598,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,0.8,41.3,40,1.25,0,2.5,1.25,1.25,0,1.25,1.25,0,0,35,0,0,Matches
599,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,20.4,27.2,23.7,3.28,0.83,0.2,0.25,5.1,0.78,1.37,0.49,0.25,0,17.5,0.15,0.93,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,25.2,58.8,56.8,1.75,1.63,0.12,0.48,0.04,0.04,0,0,0,0,50.8,0.32,0.2,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,32.9,53.9,51.9,1.73,1.67,0.06,0.33,0.36,0.03,0.03,0,0,0,45,0.21,0.73,Matches
