Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
225,Dani Gómez,es ESP,FW,Valencia,26,1998,5.9,10.5,14.1,74.7,125.6,20.3,7.46,8.47,88,2.54,3.9,65.2,0,0,,0,0,0.02,0,0.17,0.51,0.34,0,1.02,Matches
226,Moi Gómez,es ESP,"MF,FW",Osasuna,30,1994,8.8,45.2,56.1,80.6,751.4,199.5,23.2,26,89.1,16.5,19.3,85.3,4.09,6.82,60,0,0.09,0.13,-0.09,1.25,5.23,1.48,1.02,5.57,Matches
227,Sergi Gómez,es ESP,DF,Espanyol,32,1992,7.4,42,47.3,88.9,827.7,261.1,12,13,92.7,25.8,26.9,96,4.05,7.03,57.7,0,0,0,0,0,0.41,0,0,1.08,Matches
228,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,23,2000,30.4,35.4,47.3,74.8,569.8,152.9,19.3,21.6,89.5,11.3,14.3,78.6,3.55,7.73,46,0.16,0.29,0.25,-0.13,1.84,2.53,0.76,0.36,3.06,Matches
229,Unai Gómez,es ESP,"MF,FW",Athletic Club,21,2003,14.3,15.6,21.3,73.1,239.4,47.8,8.11,10.2,79.5,5.52,6.99,79,1.33,2.52,52.8,0.21,0.06,0.06,0.15,0.7,1.4,0.07,0,1.61,Matches
230,Fabio González,es ESP,MF,Las Palmas,27,1997,0.6,71.7,88.3,81.1,1260,301.7,33.3,40,83.3,30,33.3,90,6.67,8.33,80,0,0,0,0,0,8.33,0,0,10,Matches
231,Peter González,do DOM,"MF,FW",Getafe,22,2002,5.3,16.2,24.7,65.6,224.9,65.5,8.87,11.5,77,5.66,8.3,68.2,0.57,1.7,33.3,0,0.02,0.06,-0.02,0.75,0.19,0.94,0.57,1.13,Matches
232,Urko González,es ESP,MF,Espanyol,23,2001,15.3,21.9,28.2,77.5,376.7,116.6,9.93,12.2,81.3,9.48,11,85.8,1.96,3.14,62.5,0.13,0.05,0.05,0.08,0.65,2.42,0.33,0,4.05,Matches
233,Urko González,es ESP,MF,Real Sociedad,23,2001,0.5,20,34,58.8,342,122,14,22,63.6,2,6,33.3,4,4,100,0,0,0,0,0,0,0,0,2,Matches
234,Andoni Gorosabel,es ESP,DF,Athletic Club,27,1996,16.5,44.6,53.6,83.3,676.5,196.5,24.7,27,91.5,17.8,21.2,84,1.45,2.97,49,0.12,0.11,0.1,0.01,0.91,3.45,0.97,0.61,3.09,Matches
235,José Gragera,es ESP,MF,Espanyol,23,2000,6.3,30.2,34.4,87.6,545.4,134.6,11.7,13.8,85.1,16,16.8,95.3,1.9,2.7,70.6,0,0,0.02,0,0.16,2.22,0,0,2.22,Matches
236,Dominik Greif,sk SVK,GK,Mallorca,27,1997,31,23.7,33.8,70.2,724,572.6,4.16,4.16,100,11.1,11.1,99.7,8.42,18.2,46.3,0,0,0,0,0,0.55,0.06,0,0,Matches
237,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,33,1991,27.4,39.9,53.4,74.8,623.1,170.5,22.6,26.2,86.2,11.6,16.2,72,4.05,6.93,58.4,0.26,0.26,0.24,0,1.75,3.83,1.72,0.4,5.22,Matches
238,Florian Grillitsch,at AUT,MF,Valladolid,28,1995,6.9,41.9,50.6,82.8,795.9,179.9,15.8,17.4,90.8,19.4,21.7,89.3,5.36,8.55,62.7,0,0.1,0.06,-0.1,1.16,4.2,0.72,0,5.51,Matches
239,Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,23.5,28.6,82.1,550.8,346.1,5.47,5.5,99.5,12.2,12.4,98.6,5.29,10.1,52.2,0,0,0,0,0,0.06,0,0,0.03,Matches
240,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,4,14,21,66.7,175.8,48,10.3,13.8,74.5,2.5,4,62.5,0.75,1.25,60,0,0.03,0.05,-0.03,1.25,0.5,0.75,0.25,0.75,Matches
241,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,32,1991,27.7,43,49.5,86.9,733.6,217.3,19.3,20.5,94.2,20.3,22.1,91.7,2.64,5.27,50,0.04,0.02,0.04,0.01,0.51,2.6,0.25,0,2.31,Matches
242,Javier Guerra,es ESP,MF,Valencia,21,2003,28.7,35.6,45.8,77.9,597.9,186.4,18.1,20.7,87.4,13.8,16.2,85.2,3.03,5.57,54.4,0.1,0.11,0.11,-0.01,0.8,4.15,0.8,0.14,4.77,Matches
243,Ander Guevara,es ESP,MF,Alavés,27,1997,21.6,35.3,46.1,76.6,622.9,183.3,14.7,18,81.7,16.6,20.1,82.3,3.1,5,62,0.05,0.03,0.03,0.02,0.56,4.4,0.51,0.05,5.19,Matches
244,Pape Gueye,sn SEN,MF,Villarreal,25,1999,24.7,36.9,46.3,79.6,680.2,224.9,16.4,18.9,86.9,15.4,17.7,87.4,4.57,7.73,59.2,0,0.04,0.09,-0.04,0.69,4.78,0.93,0.08,6.32,Matches
245,Hugo Guillamón,es ESP,MF,Valencia,24,2000,4,38.5,47,81.9,651.8,187,18.8,21.5,87.2,16,18.8,85.3,3.25,5.75,56.5,0,0,0.07,0,0.5,2.75,1,0.25,3.75,Matches
246,Carlos Guirao,es ESP,MF,Betis,21,2003,1.2,30,38.3,78.3,449.2,97.5,15.8,17.5,90.5,10,10.8,92.3,2.5,4.17,60,0,0,0,0,0,2.5,0,0,1.67,Matches
247,Arda Güler,tr TUR,"MF,FW",Real Madrid,19,2005,13.9,54.9,63.7,86.1,891.4,229.4,29.8,31.7,93.9,19.1,21.5,88.6,4.82,8.06,59.8,0.29,0.32,0.32,-0.04,2.88,5.9,2.23,0.36,6.69,Matches
248,Gerard Gumbau,es ESP,MF,Rayo Vallecano,29,1994,9.4,33.7,44.7,75.5,572.1,175,16.9,19.5,86.9,12,14.7,81.9,3.62,7.98,45.3,0.11,0.14,0.09,-0.03,1.81,3.94,0.32,0.11,4.36,Matches
249,Jon Guridi,es ESP,"MF,FW",Alavés,29,1995,23.1,23.7,31.9,74.2,355.3,87.1,12.8,16.6,77,8.44,10.5,80.2,1.39,2.12,65.3,0.04,0.05,0.05,-0.01,0.74,2.38,0.48,0.13,3.42,Matches
250,Gorka Guruzeta,es ESP,FW,Athletic Club,27,1996,20.4,14.6,20.1,72.5,215.8,32.1,8.33,10.5,79.1,4.8,6.42,74.8,0.78,1.52,51.6,0.1,0.07,0.03,0.02,0.74,1.13,0.1,0,1.52,Matches
251,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23,2001,27.3,45.5,55,82.6,749.6,177.5,23.7,25.6,92.4,17.3,20.3,85.5,3.41,5.97,57.1,0.18,0.15,0.17,0.03,1.5,2.16,1.87,0.99,3.77,Matches
252,Munir El Haddadi,ma MAR,"FW,MF",Leganés,28,1995,9.6,20.9,27.9,75,277.7,68.4,13.1,15.2,86.3,7.08,9.38,75.6,0.21,1.25,16.7,0,0.08,0.05,-0.08,0.83,1.98,0.63,0.1,3.02,Matches
253,Sébastien Haller,ci CIV,FW,Leganés,30,1994,4.5,12,20,60,144,20.7,7.78,11.1,70,2.89,5.33,54.2,0.44,0.89,50,0,0.04,0.04,-0.04,0.22,0.89,0,0,0.89,Matches
254,Henrique,br BRA,DF,Valladolid,30,1994,3.9,43.3,50.5,85.8,689.5,196.4,20.8,22.1,94.2,20.3,22.3,90.8,2.05,4.36,47.1,0,0,0,0,0.51,3.33,0,0,3.08,Matches
255,Javi Hernández,es ESP,DF,Leganés,26,1998,26.5,30.1,40,75.2,467.8,177.5,16.4,19.1,85.8,11.4,14.5,78.9,1.51,4.45,33.9,0.04,0.06,0.05,-0.02,0.64,2.04,0.42,0.15,3.02,Matches
256,Aridane Hernández,es ESP,DF,Rayo Vallecano,35,1989,11.4,40.6,46.2,87.9,730.4,238.1,17.7,19.1,92.7,18.9,20.7,91.5,3.6,5.61,64.1,0,0,0.01,0,0.18,1.58,0,0,3.33,Matches
257,Jorge Herrando,es ESP,DF,Osasuna,23,2001,15.2,41.1,48.2,85.4,761.8,281.5,13.6,14.7,92.8,24.4,26.7,91.4,2.7,5.72,47.1,0,0,0.01,0,0,1.91,0,0,2.5,Matches
258,Ander Herrera,es ESP,MF,Athletic Club,34,1989,3,60.3,66.7,90.5,952,209.3,31.3,33.7,93.1,24.3,27.3,89,3.33,4.33,76.9,0,0.03,0.1,-0.03,0.67,8.33,0.33,0,5.33,Matches
259,Sergio Herrera,es ESP,GK,Osasuna,31,1993,37,23.5,33.7,69.9,785.7,631.9,2.65,2.68,99,10.5,10.7,98,10.4,20.2,51.5,0,0,0,0,0,0.78,0,0,0.05,Matches
260,Yangel Herrera,ve VEN,MF,Girona,26,1998,25.1,34.6,42.5,81.3,569.6,145.7,17.1,19.1,89.4,14.5,17,85.5,2.19,3.98,55,0.12,0.06,0.05,0.06,0.68,3.86,0.52,0.12,4.38,Matches
261,Juan Herzog,es ESP,DF,Las Palmas,21,2003,14.6,38.3,44.3,86.4,713.6,215.8,13,14.2,91.3,21.4,23.2,92.3,3.22,5.55,58,0,0,0,0,0,1.16,0,0,1.85,Matches
262,Omar El Hilali,ma MAR,DF,Espanyol,20,2003,35,35.6,45.1,78.9,668.3,249.1,14,15.7,89.1,17.2,20.4,84.2,3.91,7.4,52.9,0.06,0.02,0.04,0.03,0.23,2.31,0.31,0.17,2.4,Matches
263,Roger Hinojo,es ESP,DF,Espanyol,19,2005,0.1,50,100,50,510,30,40,50,80,10,10,100,0,20,0,0,0,0,0,0,0,0,0,0,Matches
264,Dinko Horkaš,hr CRO,GK,Las Palmas,25,1999,12.1,32.8,43.4,75.6,873.6,614.3,5.95,5.95,100,17.9,18.3,98.2,8.84,18.8,46.9,0,0,0,0,0,0.99,0,0,0.17,Matches
265,Pablo Ibáñez,es ESP,MF,Osasuna,25,1998,14.4,26.7,35.6,74.9,433.8,93.5,13.5,16.7,80.5,10.4,13.3,78.5,1.88,2.99,62.8,0.07,0.11,0.03,-0.04,0.42,2.43,0.28,0.14,3.54,Matches
266,Stanis Idumbo,be BEL,"FW,MF",Sevilla,19,2005,3.2,19.7,23.8,82.9,313.4,67.8,10.6,12.2,87.2,7.5,8.13,92.3,1.56,2.5,62.5,0.31,0.22,0.03,0.09,1.88,0.63,0.31,0,2.5,Matches
267,Iglesias,es ESP,DF,Getafe,26,1998,32.1,21.4,37.4,57.1,409,212.8,9.13,12,76.1,9.38,15.1,62.1,2.59,8.13,31.8,0.03,0.07,0.06,-0.04,0.62,2.62,0.75,0.44,2.62,Matches
268,Borja Iglesias,es ESP,FW,Celta Vigo,31,1993,21.7,15.9,22.5,70.8,229.5,37.8,9.03,11.6,78.1,4.79,6.13,78.2,0.92,1.47,62.5,0.14,0.15,0.06,-0.01,0.83,0.92,0.41,0,1.29,Matches
269,Kelechi Iheanacho,ng NGA,FW,Sevilla,27,1996,4.4,13.6,18.2,75,188.9,28.4,8.18,10,81.8,3.41,5.68,60,0.91,1.14,80,0,0.07,0.05,-0.07,1.14,0.23,0.23,0,1.14,Matches
270,Isco,es ESP,MF,Betis,32,1992,17.2,55.6,68.2,81.6,931.8,268.3,28.1,30.9,90.8,18.5,21.5,85.9,6.34,10.6,59.9,0.47,0.26,0.23,0.21,3.55,6.98,1.8,0.29,8.84,Matches
271,Diego Iturralde,es ESP,FW,Sevilla,21,2003,0.4,12.5,17.5,71.4,132.5,0,10,10,100,2.5,5,50,0,0,,0,0,0,0,0,0,0,0,0,Matches
272,Ivan Jaime Pajuelo,es ESP,MF,Valencia,23,2000,3.3,24.2,32.1,75.5,369.7,118.5,14.2,16.1,88.7,8.48,10.6,80,0.91,2.42,37.5,0,0.09,0.09,-0.09,1.21,1.52,2.42,0.3,4.55,Matches
273,Karl Jakob Hein,ee EST,GK,Valladolid,22,2002,31,27.6,37.6,73.4,800.7,559,4.06,4.06,100,15.2,15.4,99,8.32,18.1,45.9,0,0,0,0,0,0.71,0,0,0,Matches
274,Adnan Januzaj,be BEL,"MF,FW",Las Palmas,29,1995,6.6,36.7,53,69.1,698.5,222.6,15.2,17.3,87.7,15.6,20.2,77.4,5.15,12,43,0.15,0.17,0.24,-0.02,2.58,4.24,2.12,0.61,6.21,Matches
275,Mikel Jauregizar,es ESP,MF,Athletic Club,20,2003,24.9,36.3,45,80.6,673.7,186,14.7,17,86.8,16.4,19.3,85.2,4.62,6.91,66.9,0.04,0.06,0.05,-0.02,0.92,4.26,0.44,0.04,4.74,Matches
276,John Joe,ie IRL,"MF,FW",Getafe,20,2003,0.5,32,40,80,386,96,24,26,92.3,4,8,50,2,2,100,0,0,0,0,0,0,0,0,0,Matches
277,Jofre,es ESP,"MF,FW",Espanyol,23,2001,24.1,14.6,21.8,67,222.1,59,7.97,9.79,81.4,5.19,7.76,66.8,0.91,2.12,43.1,0.12,0.1,0.08,0.02,1,0.71,0.62,0.37,1.99,Matches
278,Frenkie de Jong,nl NED,MF,Barcelona,27,1997,12.7,85.4,90.4,94.4,1329,370.2,45.3,46.3,97.8,31.8,33.2,95.7,5.35,6.14,87.2,0.16,0.16,0.16,0,1.65,11,0.94,0,9.45,Matches
279,Joan Jordán,es ESP,MF,Alavés,30,1994,15.7,43.6,58.3,74.9,829,262.2,19.4,22.1,87.6,16.8,20.7,80.9,6.37,12.6,50.5,0.13,0.15,0.17,-0.02,1.97,6.5,0.96,0.32,6.62,Matches
280,Juanmi,es ESP,"FW,MF",Getafe,31,1993,7.7,13.6,17.8,76.6,196.5,33,8.44,10.3,82.3,3.51,4.16,84.4,1.04,1.3,80,0,0.04,0.03,-0.04,0.52,0.39,0.52,0,1.04,Matches
281,Juanmi,es ESP,"FW,MF",Betis,31,1993,2.7,21.5,25.9,82.9,249.6,56.7,18.1,20,90.7,2.22,2.96,75,0.74,0.74,100,0,0.15,0.04,-0.15,1.48,0.74,0.37,0,1.48,Matches
282,Juanpe,es ESP,DF,Girona,33,1991,8.1,62.6,71.7,87.3,1300,422.3,16.5,17.9,92.4,38.1,40.4,94.5,7.65,12.3,62,0,0.02,0.01,-0.02,0.37,3.95,0.12,0,3.21,Matches
283,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,23,2001,16.2,22.2,30.3,73.1,577.4,414.6,5.68,5.74,98.9,9.88,10.1,97.6,6.17,14,44.2,0,0,0,0,0,0.37,0,0,0,Matches
284,Vinicius Júnior,br BRA,FW,Real Madrid,24,2000,25,26.9,36,74.7,417.3,100.9,15.3,18.5,82.9,7.84,10,78.4,2.48,3.84,64.6,0.32,0.32,0.28,0,2.32,2.12,1.44,0.24,3.4,Matches
285,Stanko Jurić,hr CRO,MF,Valladolid,27,1996,19.2,33.1,39.3,84.2,544.5,156,15.6,17.8,88,14.9,16.7,89.7,1.82,3.18,57.4,0,0.03,0.02,-0.03,0.21,2.08,0.21,0,2.97,Matches
286,Willy Kambwala,fr FRA,DF,Villarreal,19,2004,12.4,42,47.9,87.7,775.9,275,15.5,16.7,92.8,22.9,24.3,94.4,3.23,5.81,55.6,0,0.01,0.01,-0.01,0.08,0.73,0.08,0,1.29,Matches
287,Abdoulaye Keita,es ESP,"FW,MF",Getafe,21,2002,1.1,13.6,24.5,55.6,233.6,60,7.27,10,72.7,5.45,5.45,100,0.91,5.45,16.7,0,0,0.09,0,0,2.73,0.91,0.91,1.82,Matches
288,Kenedy,br BRA,"MF,FW",Valladolid,28,1996,0.1,10,20,50,100,0,10,20,50,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
289,Kiké,es ESP,FW,Alavés,34,1989,28.2,13.6,20.9,65.3,187.2,32.4,8.23,10.9,75.6,3.76,5.99,62.7,0.71,1.6,44.4,0,0.03,0.06,-0.03,0.46,1.06,0.21,0.04,1.77,Matches
290,Koke,es ESP,MF,Atlético Madrid,32,1992,21.4,67.5,76.6,88,1065.3,328.4,35.7,38.5,92.6,24.6,27,91.3,4.81,7.38,65.2,0.05,0.07,0.1,-0.02,0.75,6.26,1.03,0.28,6.17,Matches
291,Jules Koundé,fr FRA,DF,Barcelona,25,1998,28.9,64.2,74,86.7,994.3,286.5,32.7,35.3,92.7,27.3,31.2,87.5,2.53,4.15,60.8,0.1,0.13,0.13,-0.03,1.11,5.33,1,0.28,5.71,Matches
292,Alex Král,cz CZE,MF,Espanyol,26,1998,30.2,19.9,27.7,71.9,335.6,86.7,9.7,12.1,80.1,8.15,9.97,81.7,1.66,3.41,48.5,0.03,0.05,0.05,-0.02,0.4,2.45,0.4,0.13,2.58,Matches
293,Ladislav Krejčí,cz CZE,DF,Girona,25,1999,27.1,71,78.8,90.1,1296.3,458.2,26.3,27.6,95.2,39.3,41.6,94.5,4.76,8.23,57.8,0,0.01,0.03,-0.01,0.3,5.54,0.44,0.07,5.31,Matches
294,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23,2001,26.4,26.3,36.4,72.1,376.4,112.2,16.1,18.9,85,7.01,9.81,71.4,1.78,3.67,48.5,0,0.17,0.14,-0.17,1.7,2.23,1.7,0.42,4.17,Matches
295,Marash Kumbulla,al ALB,DF,Espanyol,24,2000,33,36,42.6,84.5,709.8,260.4,11.3,12.4,91.7,20.1,21.5,93.4,4.33,7.85,55.2,0,0,0.01,0,0.03,1.3,0.12,0.06,2.15,Matches
296,Luca de la Torre,us USA,MF,Celta Vigo,26,1998,0,4,5,80,55,0,2,2,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
297,Yoel Lago,es ESP,DF,Celta Vigo,20,2004,6.5,60.6,65.5,92.5,1149.2,453.5,18.5,19.4,95.2,36.6,37.5,97.5,5.23,8.31,63,0.15,0.02,0.02,0.14,0.15,3.85,0,0,4.77,Matches
298,Cyle Larin,ca CAN,FW,Mallorca,29,1995,19.6,10.9,16.2,67.5,135.5,20.4,7.09,9.23,76.8,2.7,4.34,62.4,0.31,0.46,66.7,0.1,0.07,0.02,0.03,0.41,0.56,0.15,0,1.02,Matches
299,Juanmi Latasa,es ESP,FW,Valladolid,23,2001,15.5,9.94,16.8,59.2,149.1,27.1,5.74,8.32,69,2.77,5.35,51.8,0.71,1.23,57.9,0,0.06,0.03,-0.06,0.84,0.71,0.32,0.06,1.1,Matches
300,Toni Lato,es ESP,DF,Mallorca,26,1997,6.9,34.2,45.5,75.2,598.7,220.6,16.8,20.1,83.5,14.5,18.4,78.7,2.9,5.8,50,0,0.06,0.12,-0.06,0.87,2.75,1.59,1.45,3.77,Matches
301,Robin Le Normand,es ESP,DF,Atlético Madrid,27,1996,23.9,49.1,54.3,90.4,841.2,260.7,19.5,20.8,94.2,26.1,27.3,95.4,2.59,4.85,53.4,0,0.02,0.04,-0.02,0.13,1.72,0.08,0,2.3,Matches
302,Florian Lejeune,fr FRA,DF,Rayo Vallecano,33,1991,36.9,46.8,55.9,83.8,1013.5,429.3,13.1,14.5,89.9,26.6,28.3,94.1,7.05,12.3,57.1,0.08,0.05,0.03,0.03,0.38,4.55,0.19,0.08,3.88,Matches
303,Iñigo Lekue,es ESP,DF,Athletic Club,31,1993,8.6,40.1,51,78.6,682.9,231.7,17.7,20,88.4,19,23,82.3,2.67,6.05,44.2,0,0.06,0.06,-0.06,0.93,3.6,0.23,0.23,4.07,Matches
304,Thomas Lemar,fr FRA,MF,Atlético Madrid,28,1995,0.9,63.3,75.6,83.8,992.2,358.9,31.1,33.3,93.3,24.4,27.8,88,4.44,8.89,50,0,0.22,0.22,-0.22,2.22,1.11,4.44,0,8.89,Matches
305,Clément Lenglet,fr FRA,DF,Atlético Madrid,29,1995,21.9,54.5,62.3,87.5,1094.4,445.9,17.8,19,93.8,29.5,31.3,94,6.89,11,62.7,0.05,0.05,0.03,0,0.23,3.38,0,0,3.61,Matches
306,Robert Lewandowski,pl POL,FW,Barcelona,35,1988,29.6,12.9,17.6,73.4,164.1,30.4,8.24,10,82.2,3.07,4.02,76.5,0.44,0.91,48.1,0.07,0.08,0.05,-0.01,0.64,1.05,0.3,0,1.62,Matches
307,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,24,1999,17.2,37.9,47.7,79.4,575.9,137.4,21.6,24.3,89,11.8,14.7,80.6,2.91,4.42,65.8,0.23,0.17,0.13,0.06,1.28,2.38,1.4,0.35,4.24,Matches
308,Javier Llabrés,es ESP,FW,Mallorca,21,2002,0.6,33.3,40,83.3,490,146.7,20,20,100,11.7,16.7,70,1.67,3.33,50,0,0.17,0.17,-0.17,1.67,0,1.67,1.67,5,Matches
309,Diego Llorente,es ESP,DF,Betis,30,1993,28,49.4,57,86.7,979.5,318.6,14.5,15.9,91.3,29.3,31.1,93.9,5.25,8.89,59,0,0.01,0.01,-0.01,0.21,2.43,0.11,0,2.89,Matches
310,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29,1995,27.9,47.9,56,85.5,720.2,204.1,26.7,28.8,92.8,16.5,18.9,87.1,2.87,4.41,65,0.14,0.15,0.11,-0.01,1,3.23,0.93,0.5,3.98,Matches
311,Giovani Lo Celso,ar ARG,"MF,FW",Betis,28,1996,16.2,47.3,59.9,79,767.9,265.9,23.6,26.8,88.2,16.4,20.1,81.5,4.57,8.33,54.8,0.19,0.3,0.32,-0.12,2.65,5.49,2.53,0.06,8.15,Matches
312,Enzo Loiodice,fr FRA,MF,Las Palmas,23,2000,7.6,49.6,58.3,85.1,846.7,207.4,23.6,26.7,88.2,20.3,23.3,87,4.34,5.53,78.6,0,0.03,0.03,-0.03,0.66,3.95,0.13,0,4.08,Matches
313,David López,es ESP,DF,Mallorca,21,2003,1.9,22.6,27.9,81.1,401.6,140.5,10.5,10.5,100,11.1,11.6,95.5,1.05,4.74,22.2,0,0,0,0,0,0,0.53,0,2.11,Matches
314,David López,es ESP,DF,Girona,34,1989,27,69.6,75.6,92.1,1325,459.4,22.3,23.4,95.1,41.6,43.3,96.1,5.33,8,66.7,0.04,0.02,0.05,0.01,0.15,5.37,0.22,0,4.89,Matches
315,Diego López,es ESP,"MF,FW",Valencia,22,2002,30.4,22.4,31,72.1,346.7,82.3,12.3,15,81.6,8.26,10.5,78.4,1.22,2.01,60.7,0.16,0.16,0.15,0,1.25,1.41,1.12,0.3,2.8,Matches
316,Fer López,,"FW,MF",Celta Vigo,,,7.5,29.3,34.7,84.6,493.5,112.9,14.3,15.6,91.5,12.1,14.1,85.8,2.27,2.93,77.3,0,0.25,0.19,-0.25,1.87,2.53,1.6,0,5.73,Matches
317,Fermin López,es ESP,"MF,FW",Barcelona,21,2003,13.9,39.7,48.6,81.8,604.2,153.1,22.5,25.2,89.4,12.5,15.1,82.9,2.66,4.53,58.7,0.36,0.28,0.31,0.08,2.09,4.68,1.44,0.43,5.68,Matches
318,Javi López,es ESP,DF,Real Sociedad,22,2002,21.5,37.9,48.3,78.4,609.1,222.5,20.7,22.7,91.4,14.1,18.6,76.2,2.47,4.65,53,0,0.02,0.05,-0.02,0.23,2.28,0.65,0.33,3.4,Matches
319,Pau López,es ESP,GK,Girona,29,1994,0.5,36,48,75,1090,828,4,4,100,24,24,100,8,20,40,0,0,0.2,0,0,4,2,0,0,Matches
320,Roberto López,es ESP,MF,Leganés,24,2000,4.4,34.5,47.3,73.1,555.2,167,18.4,22,83.5,9.77,11.6,84.3,4.09,8.86,46.2,0.23,0.2,0.11,0.02,2.27,5,0.45,0.23,4.55,Matches
321,Unai López,es ESP,MF,Rayo Vallecano,28,1995,19,54.8,65.1,84.2,928.3,232.9,26.4,28.8,91.8,23.1,25.8,89.6,4.53,8.47,53.4,0.05,0.05,0.07,0,1,5.58,0.58,0.11,5.89,Matches
322,Iker Losada,es ESP,"FW,MF",Celta Vigo,22,2001,4,24,32,75,362,91.5,14,17,82.4,8,10.3,78,1.25,2,62.5,0,0.07,0.15,-0.07,1.25,3.5,1.5,0.5,4.25,Matches
323,Iker Losada,es ESP,"MF,FW",Betis,22,2001,3.7,28.9,38.4,75.4,384.1,89.5,19.7,23.5,83.9,6.76,9.19,73.5,1.08,2.16,50,0,0.08,0.05,-0.08,1.62,1.08,1.35,0.27,3.78,Matches
324,Pol Lozano,es ESP,MF,Espanyol,24,1999,21.6,32.1,38.3,83.8,571.8,191.6,13.6,15.2,89.1,14.7,16.9,86.8,3.1,4.35,71.3,0.05,0.04,0.05,0.01,0.79,4.4,0.51,0.19,5.32,Matches
325,José Luis Gayà,es ESP,DF,Valencia,29,1995,20,38.8,49.8,77.8,682.8,203.4,17.8,19.8,89.6,16.9,20.2,83.9,3.65,7.65,47.7,0.05,0.13,0.16,-0.08,1.2,2.2,1.55,1.15,2.95,Matches
326,Dodi Lukebakio,be BEL,FW,Sevilla,26,1997,34.4,22.7,30.6,74.1,354.8,77.2,13.5,15.4,87.7,6.66,8.92,74.6,1.98,4.39,45,0.06,0.13,0.12,-0.07,1.57,1.45,0.7,0.17,2.7,Matches
327,Daniel Luna,co COL,MF,Mallorca,21,2003,0.2,40,65,61.5,440,80,25,30,83.3,10,25,40,0,5,0,0,0,0,0,0,5,0,0,0,Matches
328,Andriy Lunin,ua UKR,GK,Real Madrid,25,1999,7,24.9,28.9,86.1,607.4,391.6,6.57,6.71,97.9,11.7,11.7,100,6.43,10,64.3,0.14,0.13,0,0.01,0.14,0.14,0,0,0,Matches
329,Darwin Machís,ve VEN,"MF,FW",Valladolid,31,1993,7.1,22.5,37.7,59.7,412,121.8,10.4,12.4,84.1,7.89,12.5,62.9,3.24,9.72,33.3,0.14,0.07,0.13,0.07,1.13,2.39,0.7,0.56,2.68,Matches
330,Pablo Maffeo,es ESP,DF,Mallorca,27,1997,26.3,28,39.5,70.8,476.1,197.2,14.3,15.9,90.2,10.2,14.2,71.4,3.08,7.22,42.6,0.08,0.16,0.13,-0.08,1.1,1.86,1.29,0.95,2.81,Matches
331,Jon Magunazelaia,es ESP,MF,Real Sociedad,23,2001,0.1,70,130,53.8,1170,300,30,70,42.9,40,40,100,0,0,,0,0,1,0,0,0,0,0,10,Matches
332,Giorgi Mamardashvili,ge GEO,GK,Valencia,23,2000,34,21.5,31.8,67.8,605.3,444.4,3.85,3.85,100,11.6,11.7,98.7,6.12,16.1,38,0,0,0,0,0.06,0.32,0.03,0,0,Matches
333,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,30,1994,10.5,49,58.3,84.2,747.8,282.8,27,28.8,94,19.4,23.5,82.6,1.9,4.29,44.4,0,0.01,0.02,-0.01,0.19,2.29,0.19,0,3.24,Matches
334,Javier Manquillo,es ESP,DF,Celta Vigo,30,1994,5.7,58.8,65.4,89.8,971.4,277.5,27.4,29.6,92.3,28.6,30.2,94.8,2.28,4.04,56.5,0,0,0.02,0,0,3.86,0.35,0,4.21,Matches
335,Marcão,br BRA,DF,Sevilla,28,1996,6.1,46.6,51.6,90.2,831.6,335.9,20,20.5,97.6,22.3,23.9,93.2,4.1,6.07,67.6,0,0,0.02,0,0,2.3,0,0,3.11,Matches
336,Óscar de Marcos,es ESP,DF,Athletic Club,35,1989,17.4,46,58,79.2,824,309.9,20.6,23.3,88.4,20.4,24.4,83.7,4.83,8.16,59.2,0.23,0.15,0.13,0.08,1.09,5.8,1.44,0.92,5.86,Matches
337,Alberto Marí,es ESP,FW,Valencia,23,2001,0.1,20,40,50,330,70,10,10,100,10,10,100,0,10,0,0,0,0,0,0,0,0,0,10,Matches
338,José María Giménez,uy URU,DF,Atlético Madrid,29,1995,22.2,56.3,61.4,91.8,1144.6,432.6,16.5,17.5,94.3,31.8,33.2,95.8,7.3,9.64,75.7,0.05,0.01,0.01,0.04,0.09,2.75,0,0,2.88,Matches
