Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
290,Koke,es ESP,MF,Atlético Madrid,32,1992,21.4,2.15,1.07,0.84,1.03,0.28,0.98,2.01,48.8,1.03,1.12,0.09,1.03,0.93,3.08,1.36,0.09,Matches
291,Jules Koundé,fr FRA,DF,Barcelona,25,1998,28.9,2.18,1.49,1,0.8,0.38,1.52,2.28,66.7,0.76,1.21,0.17,1.04,0.69,2.87,2.35,0.07,Matches
292,Alex Král,cz CZE,MF,Espanyol,26,1998,30.2,1.82,1.23,0.93,0.79,0.1,0.53,0.99,53.3,0.46,1.13,0.46,0.66,0.93,2.75,1.69,0.07,Matches
293,Ladislav Krejčí,cz CZE,DF,Girona,25,1999,27.1,0.85,0.59,0.7,0.15,0,0.52,0.96,53.8,0.44,0.89,0.7,0.18,1.25,2.1,3.43,0.18,Matches
294,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23,2001,26.4,1.17,0.76,0.42,0.42,0.34,0.61,1.52,40,0.91,1.44,0.04,1.4,0.64,1.82,0.49,0.04,Matches
295,Marash Kumbulla,al ALB,DF,Espanyol,24,2000,33,1.55,0.79,1.06,0.42,0.06,0.73,1.24,58.5,0.52,1.45,1.06,0.39,1.03,2.58,6.79,0.06,Matches
296,Luca de la Torre,us USA,MF,Celta Vigo,26,1998,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
297,Yoel Lago,es ESP,DF,Celta Vigo,20,2004,6.5,1.85,1.23,1.23,0.46,0.15,1.08,1.38,77.8,0.31,0.77,0.62,0.15,0.62,2.46,4.62,0,Matches
298,Cyle Larin,ca CAN,FW,Mallorca,29,1995,19.6,0.61,0.31,0.05,0.31,0.26,0.15,0.46,33.3,0.31,0.61,0.15,0.46,0.05,0.66,0.82,0,Matches
299,Juanmi Latasa,es ESP,FW,Valladolid,23,2001,15.5,0.26,0.13,0.06,0.06,0.13,0.13,0.39,33.3,0.26,0.26,0.06,0.19,0,0.26,0.71,0.06,Matches
300,Toni Lato,es ESP,DF,Mallorca,26,1997,6.9,2.46,1.59,0.87,0.72,0.87,1.01,1.59,63.6,0.58,1.45,0.58,0.87,0.87,3.33,4.78,0,Matches
301,Robin Le Normand,es ESP,DF,Atlético Madrid,27,1996,23.9,1.13,0.75,0.96,0.17,0,0.5,0.84,60,0.33,0.84,0.38,0.46,0.42,1.55,5.02,0.04,Matches
302,Florian Lejeune,fr FRA,DF,Rayo Vallecano,33,1991,36.9,1.25,0.76,0.81,0.38,0.05,0.62,1.17,53.5,0.54,1.03,0.87,0.16,1.11,2.36,4.91,0.03,Matches
303,Iñigo Lekue,es ESP,DF,Athletic Club,31,1993,8.6,1.74,1.4,1.4,0.35,0,1.05,1.98,52.9,0.93,0.81,0.23,0.58,1.05,2.79,3.37,0.23,Matches
304,Thomas Lemar,fr FRA,MF,Atlético Madrid,28,1995,0.9,2.22,1.11,1.11,1.11,0,2.22,4.44,50,2.22,0,0,0,0,2.22,1.11,0,Matches
305,Clément Lenglet,fr FRA,DF,Atlético Madrid,29,1995,21.9,1.23,0.78,0.87,0.37,0,0.5,0.68,73.3,0.18,1.1,0.82,0.27,1,2.24,4.75,0.05,Matches
306,Robert Lewandowski,pl POL,FW,Barcelona,35,1988,29.6,0.34,0.17,0.03,0.17,0.14,0.17,0.37,45.5,0.2,0.47,0.07,0.41,0.1,0.44,0.88,0,Matches
307,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,24,1999,17.2,1.92,0.99,1.45,0.23,0.23,1.28,3.02,42.3,1.74,1.34,0.23,1.1,0.47,2.38,0.76,0,Matches
308,Javier Llabrés,es ESP,FW,Mallorca,21,2002,0.6,0,0,0,0,0,0,0,,0,1.67,0,1.67,0,0,0,0,Matches
309,Diego Llorente,es ESP,DF,Betis,30,1993,28,1.29,0.71,0.82,0.43,0.04,0.89,1.36,65.8,0.46,1.04,0.71,0.32,1.54,2.82,5.5,0.04,Matches
310,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29,1995,27.9,2.47,1.86,1.36,0.97,0.14,1.29,1.97,65.5,0.68,1.15,0.25,0.9,0.97,3.44,1.83,0.04,Matches
311,Giovani Lo Celso,ar ARG,"MF,FW",Betis,28,1996,16.2,2.1,1.36,0.49,1.05,0.56,1.05,1.54,68,0.49,0.86,0.12,0.74,0.31,2.41,0.19,0.06,Matches
312,Enzo Loiodice,fr FRA,MF,Las Palmas,23,2000,7.6,2.24,0.92,1.05,1.18,0,0.39,1.32,30,0.92,0.53,0.13,0.39,1.32,3.55,0.92,0.26,Matches
313,David López,es ESP,DF,Mallorca,21,2003,1.9,1.58,1.05,1.58,0,0,1.05,1.05,100,0,1.05,1.05,0,0.53,2.11,5.26,0,Matches
314,David López,es ESP,DF,Girona,34,1989,27,1.19,0.89,0.81,0.26,0.11,0.67,1.15,58.1,0.48,0.81,0.44,0.37,0.52,1.7,4.11,0.07,Matches
315,Diego López,es ESP,"MF,FW",Valencia,22,2002,30.4,1.02,0.59,0.36,0.53,0.13,0.53,1.55,34,1.02,0.99,0,0.99,0.53,1.55,0.49,0,Matches
316,Fer López,,"FW,MF",Celta Vigo,,,7.5,1.2,0.67,0.13,0.8,0.27,0.27,1.73,15.4,1.47,1.33,0,1.33,0.27,1.47,0.93,0,Matches
317,Fermin López,es ESP,"MF,FW",Barcelona,21,2003,13.9,1.37,1.08,0.22,0.65,0.5,0.58,2.3,25,1.73,0.79,0,0.79,0.36,1.73,0.22,0,Matches
318,Javi López,es ESP,DF,Real Sociedad,22,2002,21.5,1.86,1.07,1.07,0.56,0.23,1.07,1.72,62.2,0.65,0.98,0.33,0.65,0.51,2.37,2.74,0.09,Matches
319,Pau López,es ESP,GK,Girona,29,1994,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
320,Roberto López,es ESP,MF,Leganés,24,2000,4.4,1.82,1.36,0.91,0.91,0,1.14,3.41,33.3,2.27,1.14,0,1.14,0.23,2.05,1.59,0.45,Matches
321,Unai López,es ESP,MF,Rayo Vallecano,28,1995,19,1.63,1.11,0.74,0.63,0.26,0.89,1.89,47.2,1,0.95,0.32,0.63,1.11,2.74,1.05,0,Matches
322,Iker Losada,es ESP,"FW,MF",Celta Vigo,22,2001,4,0.75,0.75,0,0.25,0.5,0.25,1.25,20,1,1,0.25,0.75,0.25,1,2,0,Matches
323,Iker Losada,es ESP,"MF,FW",Betis,22,2001,3.7,2.7,1.89,0.54,1.08,1.08,1.35,2.7,50,1.35,0.54,0,0.54,0.81,3.51,0.54,0,Matches
324,Pol Lozano,es ESP,MF,Espanyol,24,1999,21.6,2.45,1.57,1.06,1.16,0.23,1.16,2.69,43.1,1.53,1.48,0.28,1.2,1.02,3.47,1.44,0,Matches
325,José Luis Gayà,es ESP,DF,Valencia,29,1995,20,2.85,2,1.95,0.75,0.15,2,2.9,69,0.9,0.8,0.1,0.7,1.25,4.1,3.05,0,Matches
326,Dodi Lukebakio,be BEL,FW,Sevilla,26,1997,34.4,0.64,0.41,0.23,0.23,0.17,0.44,0.78,55.6,0.35,0.52,0.03,0.49,0.32,0.96,0.49,0.06,Matches
327,Daniel Luna,co COL,MF,Mallorca,21,2003,0.2,0,0,0,0,0,0,0,,0,5,0,5,0,0,0,0,Matches
328,Andriy Lunin,ua UKR,GK,Real Madrid,25,1999,7,0.14,0,0.14,0,0,0,0,,0,0,0,0,0,0.14,0.43,0,Matches
329,Darwin Machís,ve VEN,"MF,FW",Valladolid,31,1993,7.1,0.7,0.56,0.42,0.28,0,0.42,1.27,33.3,0.85,0.42,0,0.42,0.7,1.41,1.83,0,Matches
330,Pablo Maffeo,es ESP,DF,Mallorca,27,1997,26.3,2.28,1.52,1.63,0.53,0.11,1.29,1.75,73.9,0.46,1.22,0.42,0.8,0.95,3.23,3.92,0.04,Matches
331,Jon Magunazelaia,es ESP,MF,Real Sociedad,23,2001,0.1,10,10,10,0,0,0,0,,0,0,0,0,0,10,0,0,Matches
332,Giorgi Mamardashvili,ge GEO,GK,Valencia,23,2000,34,0.06,0.06,0.06,0,0,0.06,0.09,66.7,0.03,0,0,0,0.03,0.09,0.47,0.09,Matches
333,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,30,1994,10.5,1.71,1.05,0.95,0.67,0.1,0.95,1.71,55.6,0.76,1.05,0.48,0.57,1.52,3.24,3.33,0,Matches
334,Javier Manquillo,es ESP,DF,Celta Vigo,30,1994,5.7,1.23,0.88,0.7,0.53,0,0.35,1.75,20,1.4,0.88,0.53,0.35,1.23,2.46,2.46,0,Matches
335,Marcão,br BRA,DF,Sevilla,28,1996,6.1,1.64,1.15,0.98,0.66,0,0.49,0.82,60,0.33,1.48,0.98,0.49,1.15,2.79,4.75,0.16,Matches
336,Óscar de Marcos,es ESP,DF,Athletic Club,35,1989,17.4,1.84,0.86,0.86,0.75,0.23,1.21,2.13,56.8,0.92,0.98,0.06,0.92,0.92,2.76,2.01,0,Matches
337,Alberto Marí,es ESP,FW,Valencia,23,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
338,José María Giménez,uy URU,DF,Atlético Madrid,29,1995,22.2,1.17,0.72,0.81,0.36,0,0.77,1.26,60.7,0.5,1.31,0.86,0.45,1.22,2.39,5.18,0.09,Matches
339,Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,19,2005,2.7,0.37,0,0.37,0,0,0,1.48,0,1.48,1.48,0.37,1.11,0.37,0.74,1.48,0,Matches
340,Pablo Marín,es ESP,MF,Real Sociedad,21,2003,13.8,1.81,1.23,0.43,0.94,0.43,0.72,1.38,52.6,0.65,0.87,0.22,0.65,0.36,2.17,1.01,0,Matches
341,Mika Mármol,es ESP,DF,Las Palmas,23,2001,26.7,2.28,1.09,1.31,0.9,0.07,1.27,1.95,65.4,0.67,1.72,0.52,1.2,1.42,3.71,4.53,0.07,Matches
342,Mario Maroto,es ESP,MF,Valladolid,20,2003,0.7,0,0,0,0,0,0,2.86,0,2.86,0,0,0,2.86,2.86,2.86,0,Matches
343,Unai Marrero,es ESP,GK,Real Sociedad,22,2001,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.5,0,Matches
344,Carlos Martín,es ESP,"FW,MF",Alavés,22,2002,14.8,2.91,1.42,1.22,1.08,0.61,0.88,3.31,26.5,2.43,2.03,0.07,1.96,0.34,3.24,1.35,0,Matches
345,Diego Martín,es ESP,FW,Las Palmas,20,2003,0.4,2.5,2.5,0,0,2.5,2.5,2.5,100,0,0,0,0,0,2.5,2.5,0,Matches
346,Gerard Martín,es ESP,DF,Barcelona,22,2002,11.5,1.91,0.87,0.87,0.61,0.43,0.96,1.39,68.8,0.43,1.39,0.17,1.22,1.13,3.04,2.35,0,Matches
347,Iván Martín,es ESP,MF,Girona,25,1999,22.7,1.41,0.84,0.62,0.62,0.18,0.66,1.5,44.1,0.84,0.88,0.26,0.62,0.48,1.89,0.66,0.04,Matches
348,Jon Martin,es ESP,DF,Real Sociedad,18,2006,10,1.1,0.9,0.7,0.3,0.1,0.6,0.9,66.7,0.3,1.3,0.9,0.4,0.7,1.8,8,0.1,Matches
349,Mario Martín,es ESP,MF,Valladolid,20,2004,19.4,3.2,1.65,1.6,1.39,0.21,1.08,2.53,42.9,1.44,1.65,0.36,1.29,1.08,4.28,2.37,0.36,Matches
350,Arnau Martinez,es ESP,"DF,MF",Girona,21,2003,29.2,1.75,0.96,1.03,0.51,0.21,1.1,2.16,50.8,1.06,0.62,0.21,0.41,1.06,2.81,2.6,0.07,Matches
351,Iñigo Martínez,es ESP,DF,Barcelona,33,1991,27.7,0.9,0.51,0.72,0.18,0,0.58,0.79,72.7,0.22,0.65,0.25,0.4,0.65,1.55,3.9,0.04,Matches
352,Javi Martínez,es ESP,MF,Osasuna,24,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
353,Ramón Martínez,es ESP,DF,Sevilla,21,2002,2.9,2.07,1.03,1.72,0.34,0,1.03,1.72,60,0.69,0.69,0.34,0.34,0.69,2.76,7.93,0,Matches
354,Toni Martínez,es ESP,FW,Alavés,27,1997,11.2,1.07,0.63,0.45,0.36,0.27,0.36,0.71,50,0.36,0.71,0.18,0.54,0.09,1.16,1.34,0,Matches
355,Javi Martón,es ESP,"FW,MF",Athletic Club,25,1999,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
356,Marvin,es ESP,"DF,FW",Las Palmas,24,2000,11.5,2.17,1.13,1.04,0.78,0.35,0.96,2.26,42.3,1.3,1.48,0.52,0.96,1.3,3.48,2.96,0,Matches
357,Omar Mascarell,gq EQG,MF,Mallorca,31,1993,22.1,1.22,0.59,0.59,0.59,0.05,0.63,1.58,40,0.95,1.49,0.95,0.54,2.22,3.44,2.67,0.14,Matches
358,Jaime Mata,es ESP,"FW,MF",Las Palmas,35,1988,7.3,1.1,0.27,0.27,0.82,0,0.41,1.23,33.3,0.82,0.68,0.14,0.55,0.41,1.51,1.51,0,Matches
359,Borja Mayoral,es ESP,FW,Getafe,27,1997,12.4,0.4,0.32,0.16,0.16,0.08,0.24,0.73,33.3,0.48,0.32,0,0.32,0.16,0.56,0.48,0,Matches
360,Kylian Mbappé,fr FRA,FW,Real Madrid,25,1998,32.3,0.25,0.15,0.03,0.09,0.12,0.03,0.15,20,0.12,0.09,0,0.09,0.03,0.28,0.03,0.03,Matches
361,Oliver McBurnie,sct SCO,FW,Las Palmas,28,1996,20.4,0.74,0.34,0.25,0.39,0.1,0.25,0.59,41.7,0.34,0.74,0.25,0.49,0.29,1.03,1.18,0,Matches
362,Scott McKenna,sct SCO,DF,Las Palmas,27,1996,27.4,0.77,0.47,0.58,0.18,0,0.33,0.44,75,0.11,1.31,1.02,0.29,0.33,1.09,5.95,0.07,Matches
363,Mateo Mejía,es ESP,FW,Sevilla,21,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
364,Arthur Melo,br BRA,MF,Girona,27,1996,10.5,2.38,1.05,0.76,1.14,0.48,1.33,2.57,51.9,1.24,0.48,0.1,0.38,0.76,3.14,1.14,0.1,Matches
365,Brais Méndez,es ESP,MF,Real Sociedad,27,1997,17,1.41,0.76,0.35,0.82,0.24,0.53,1.41,37.5,0.88,0.82,0.06,0.76,0.41,1.82,0.94,0.06,Matches
366,Ferland Mendy,fr FRA,DF,Real Madrid,29,1995,11.2,1.52,1.25,0.63,0.54,0.36,0.8,1.07,75,0.27,0.98,0.36,0.63,0.8,2.32,0.71,0.09,Matches
367,Nobel Mendy,fr FRA,DF,Betis,19,2004,1.2,0,0,0,0,0,0,0,,0,1.67,0,1.67,3.33,3.33,8.33,0.83,Matches
368,Víctor Meseguer,es ESP,MF,Valladolid,25,1999,4.6,2.17,1.3,0.87,0.87,0.43,0.43,2.17,20,1.74,0.65,0,0.65,0.43,2.61,0.87,0.22,Matches
369,Miguel,es ESP,FW,Leganés,24,1999,19.2,0.83,0.36,0.31,0.21,0.31,0.21,0.73,28.6,0.52,0.78,0.21,0.57,0.21,1.04,1.2,0.05,Matches
370,Éder Militão,br BRA,DF,Real Madrid,26,1998,10.4,1.83,1.63,1.35,0.48,0,0.67,1.15,58.3,0.48,1.25,0.77,0.48,1.15,2.98,3.37,0,Matches
371,Luis Milla,es ESP,MF,Getafe,29,1994,31.9,1.91,1.25,0.88,0.78,0.25,1.1,2.26,48.6,1.16,0.78,0,0.78,0.75,2.66,0.88,0.09,Matches
372,Pere Milla,es ESP,"MF,FW",Espanyol,31,1992,5.1,1.18,0.39,0.98,0,0.2,0.2,3.53,5.6,3.33,1.96,0.39,1.57,0.59,1.76,0.98,0,Matches
373,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,25,1999,30.3,1.25,0.79,0.69,0.4,0.17,0.86,2.28,37.7,1.42,1.16,0.17,0.99,0.73,1.98,1.52,0.23,Matches
374,Kim Minsu,kr KOR,"MF,FW",Girona,18,2006,0.2,5,0,0,5,0,0,0,,0,0,0,0,0,5,0,0,Matches
375,Bojan Miovski,mk MKD,FW,Girona,25,1999,9.7,0.72,0.52,0.21,0.21,0.31,0.21,0.72,28.6,0.52,0.41,0,0.41,0.21,0.93,0.72,0,Matches
376,Rafa Mir,es ESP,"FW,MF",Valencia,27,1997,8.4,1.43,0.71,0.95,0.48,0,0.36,1.07,33.3,0.71,0.6,0,0.6,0.6,2.02,1.07,0,Matches
377,Luka Modrić,hr CRO,MF,Real Madrid,38,1985,20.3,1.53,0.99,0.79,0.64,0.1,0.69,1.58,43.8,0.89,0.84,0.25,0.59,1.33,2.86,0.84,0,Matches
378,Johan Mojica,co COL,DF,Mallorca,31,1992,30.6,1.14,0.75,0.85,0.2,0.1,0.62,1.31,47.5,0.69,0.42,0.16,0.26,0.85,1.99,2.75,0.1,Matches
379,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,20,2003,30.2,0.89,0.4,0.4,0.46,0.03,0.6,1.59,37.5,0.99,0.79,0,0.79,0.6,1.49,0.26,0,Matches
380,Nahuel Molina,ar ARG,DF,Atlético Madrid,26,1998,17.7,2.49,1.07,1.19,1.19,0.11,1.75,3.16,55.4,1.41,0.9,0.17,0.73,0.73,3.22,2.99,0,Matches
381,Jon Moncayola,es ESP,MF,Osasuna,26,1998,23.3,3,1.76,1.24,1.42,0.34,1.33,2.58,51.7,1.24,1.46,0.13,1.33,0.47,3.48,0.86,0,Matches
382,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,27,1997,1.3,3.08,1.54,2.31,0.77,0,2.31,3.08,75,0.77,0,0,0,1.54,4.62,8.46,0,Matches
383,Gerard Moreno,es ESP,FW,Villarreal,32,1992,8,0.88,0.5,0.38,0.25,0.25,0.38,1.5,25,1.13,0,0,0,0.25,1.13,1,0,Matches
384,Xavier Moreno,es ESP,FW,Valladolid,19,2004,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
385,Mateu Morey,es ESP,DF,Mallorca,24,2000,8.2,2.68,2.2,1.59,0.73,0.37,1.46,2.68,54.5,1.22,1.34,0,1.34,1.83,4.51,3.9,0.24,Matches
386,Ilaix Moriba,gn GUI,MF,Celta Vigo,21,2003,23.7,2.87,1.77,1.01,1.27,0.59,1.35,2.41,56.1,1.05,1.22,0.17,1.05,0.59,3.46,1.39,0.04,Matches
387,Manu Morlanes,es ESP,MF,Mallorca,25,1999,14.9,2.89,1.81,1.21,1.34,0.34,1.21,2.01,60,0.81,1.28,0.54,0.74,1.61,4.5,1.07,0,Matches
388,Raúl Moro,es ESP,"MF,FW",Valladolid,21,2002,26,0.85,0.5,0.58,0.15,0.12,0.5,1.23,40.6,0.73,0.31,0,0.31,0.38,1.23,0.77,0.04,Matches
389,Cristhian Mosquera,es ESP,DF,Valencia,20,2004,36.9,1.52,0.98,1.11,0.35,0.05,0.84,1.08,77.5,0.24,1,0.65,0.35,0.95,2.47,3.47,0.11,Matches
390,Santiago Mouriño,uy URU,DF,Alavés,22,2002,20.5,2.1,1.37,1.51,0.59,0,1.02,1.85,55.3,0.83,1.32,0.59,0.73,1.41,3.51,5.85,0,Matches
391,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,1998,22.4,1.65,1.12,1.34,0.31,0,0.76,1.21,63,0.45,1.79,1.29,0.49,1.03,2.68,5.58,0,Matches
392,Aihen Muñoz,es ESP,DF,Real Sociedad,26,1997,12.2,1.97,0.98,1.15,0.66,0.16,1.15,2.3,50,1.15,0.9,0.49,0.41,1.15,3.11,3.85,0,Matches
393,Álex Muñoz,es ESP,DF,Las Palmas,30,1994,15.7,2.48,1.85,1.4,1.02,0.06,1.34,2.42,55.3,1.08,1.78,0.7,1.08,1.02,3.5,4.39,0,Matches
394,Iker Muñoz,es ESP,MF,Osasuna,21,2002,6.8,0.74,0.29,0.44,0.29,0,0.44,1.32,33.3,0.88,1.32,0.29,1.03,0.59,1.32,1.76,0.15,Matches
395,Javier Muñoz,es ESP,"MF,DF",Las Palmas,29,1995,28.8,1.56,1.22,0.63,0.59,0.35,0.56,1.6,34.8,1.04,0.94,0.14,0.8,1.08,2.64,1.35,0.1,Matches
396,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,21,2003,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
397,Vedat Muriqi,xk KVX,FW,Mallorca,30,1994,22.9,0.31,0.22,0.13,0.09,0.09,0.13,0.31,42.9,0.17,0.31,0.04,0.26,0.31,0.61,1.88,0,Matches
398,Juan Musso,ar ARG,GK,Atlético Madrid,30,1994,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
399,Matija Nastasić,rs SRB,DF,Leganés,31,1993,23.4,1.07,0.47,0.9,0.17,0,0.73,1.07,68,0.34,1.67,1.28,0.38,0.9,1.97,7.05,0,Matches
400,Natan,br BRA,DF,Betis,23,2001,24.2,1.45,0.99,0.99,0.37,0.08,1.07,1.24,86.7,0.17,0.99,0.58,0.41,1.16,2.6,5.08,0.08,Matches
401,Pau Navarro,es ESP,DF,Villarreal,19,2005,10.2,2.25,1.67,1.47,0.59,0.2,1.86,3.82,48.7,1.96,1.27,0.59,0.69,0.39,2.65,4.02,0,Matches
402,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,2002,14.2,2.04,1.55,0.99,0.77,0.28,0.63,1.34,47.4,0.7,1.27,0,1.27,1.34,3.38,0.85,0,Matches
403,Jesús Navas,es ESP,"FW,MF",Sevilla,38,1985,4.7,1.06,0.43,0.64,0,0.43,0,0.64,0,0.64,0.21,0,0.21,0.85,1.91,1.28,0,Matches
404,Yvan Neyou,cm CMR,MF,Leganés,27,1997,25.7,2.06,1.28,0.82,1.01,0.23,0.86,1.83,46.8,0.97,1.36,0.19,1.17,1.01,3.07,1.48,0.04,Matches
405,Tanguy Nianzou,fr FRA,DF,Sevilla,22,2002,5.8,1.21,0.86,1.03,0,0.17,0.86,1.03,83.3,0.17,0.17,0,0.17,1.38,2.59,4.66,0,Matches
406,Saúl Ñíguez,es ESP,MF,Sevilla,29,1994,17.3,2.72,1.85,0.92,1.39,0.4,0.69,1.79,38.7,1.1,1.45,0.12,1.33,1.27,3.99,1.97,0,Matches
407,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,24,1999,9.5,1.79,0.84,0.84,0.95,0,0.84,1.37,61.5,0.53,1.79,0.42,1.37,1.16,2.95,1.68,0.11,Matches
408,Adrian Niño,es ESP,FW,Atlético Madrid,20,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
409,Hugo Novoa,es ESP,"DF,MF",Alavés,21,2003,2.6,3.08,1.92,1.54,1.15,0.38,1.92,1.92,100,0,0.77,0.38,0.38,0,3.08,2.31,0,Matches
410,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,1997,12.5,1.28,0.4,0.24,0.72,0.32,0.4,0.96,41.7,0.56,1.04,0.16,0.88,0.32,1.6,1.6,0,Matches
411,Unai Núñez,es ESP,DF,Athletic Club,27,1997,7.2,1.39,0.69,0.97,0.42,0,0.56,0.97,57.1,0.42,0.56,0.56,0,2.36,3.75,6.39,0.14,Matches
412,Ørjan Nyland,no NOR,GK,Sevilla,33,1990,29.7,0.1,0.07,0.1,0,0,0.1,0.17,60,0.07,0,0,0,0,0.1,0.4,0.13,Matches
413,Allan Nyom,cm CMR,"DF,MF",Getafe,36,1988,9.9,1.82,1.11,0.71,0.91,0.2,1.52,1.72,88.2,0.2,0.4,0.2,0.2,0.4,2.22,2.32,0,Matches
414,Jan Oblak,si SVN,GK,Atlético Madrid,31,1993,36,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.47,0.06,Matches
415,Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,1.9,1.58,1.05,1.05,0,0.53,0.53,1.05,50,0.53,1.05,0,1.05,0,1.58,1.05,0,Matches
416,Álvaro Odriozola,es ESP,DF,Real Sociedad,28,1995,0.5,2,2,2,0,0,0,0,,0,0,0,0,0,2,2,0,Matches
417,Thiago Ojeda,ar ARG,MF,Villarreal,21,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,0,Matches
418,Aingeru Olabarrieta,es ESP,FW,Athletic Club,18,2005,0.6,0,0,0,0,0,0,0,,0,3.33,0,3.33,1.67,1.67,1.67,0,Matches
419,Olasagasti,es ESP,MF,Real Sociedad,23,2000,9.5,2.21,1.05,0.74,0.95,0.53,0.84,1.89,44.4,1.05,0.84,0.21,0.63,1.58,3.79,1.05,0,Matches
420,Brian Oliván,es ESP,DF,Espanyol,30,1994,11.3,1.15,0.88,0.62,0.53,0,0.35,1.15,30.8,0.8,0.53,0.18,0.35,0.88,2.04,2.04,0,Matches
421,Lucas Oliveira Rosa,br BRA,DF,Valladolid,24,2000,21,2.52,1.57,1.9,0.52,0.1,1.67,2.43,68.6,0.76,1.14,0.43,0.71,1.33,3.86,3.29,0.1,Matches
422,Dani Olmo,es ESP,"MF,FW",Barcelona,26,1998,13.5,1.19,0.81,0.59,0.37,0.22,0.3,1.04,28.6,0.74,0.44,0.22,0.22,0.22,1.41,0.81,0.07,Matches
423,Aimar Oroz,es ESP,MF,Osasuna,22,2001,33,1.06,0.58,0.48,0.39,0.18,0.42,1.39,30.4,0.97,0.88,0.06,0.82,0.61,1.67,0.3,0,Matches
424,Ángel Ortíz,es ESP,DF,Betis,20,2004,3.9,3.08,2.05,2.05,0.77,0.26,2.05,4.36,47.1,2.31,1.54,0,1.54,1.28,4.36,1.79,0,Matches
425,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,19,2005,2.9,0.34,0.34,0,0.34,0,0,0.34,0,0.34,0,0,0,0,0.34,0,0,Matches
426,David Otorbi,es ESP,MF,Valencia,16,2007,0.2,0,0,0,0,0,0,0,,0,5,0,5,0,0,0,0,Matches
427,Jesús Owono,gq EQG,GK,Alavés,23,2001,5.4,0.19,0.19,0.19,0,0,0.19,0.19,100,0,0,0,0,0,0.19,0.37,0,Matches
428,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,1997,25,1,0.64,0.36,0.4,0.24,0.4,0.92,43.5,0.52,0.68,0.04,0.64,0.16,1.16,0.6,0,Matches
429,Cenk Özkacar,tr TUR,DF,Valladolid,23,2000,8.4,1.07,0.6,0.83,0.24,0,0.48,1.67,28.6,1.19,1.07,0.71,0.36,2.14,3.21,8.21,0.12,Matches
430,Jon Pacheco,es ESP,DF,Real Sociedad,23,2001,9.5,1.58,0.95,1.26,0.32,0,1.05,1.26,83.3,0.21,0.84,0.63,0.21,0.95,2.53,5.16,0.21,Matches
431,Alex Padilla,es ESP,GK,Athletic Club,20,2003,3.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.56,0.28,Matches
432,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,29,1994,24,0.92,0.71,0.42,0.25,0.25,0.33,1.42,23.5,1.08,0.92,0.13,0.79,0.33,1.25,0.54,0.04,Matches
433,Aitor Paredes,es ESP,DF,Athletic Club,24,2000,20.1,0.75,0.65,0.5,0.25,0,0.4,0.75,53.3,0.35,1.29,0.75,0.55,1.09,1.84,5.67,0.2,Matches
434,Daniel Parejo,es ESP,MF,Villarreal,35,1989,25.3,2.06,1.58,1.07,0.79,0.2,1.15,2.13,53.7,0.99,0.95,0.28,0.67,0.95,3,1.58,0.04,Matches
435,Iago Parente,es ESP,DF,Valladolid,18,2006,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,2.5,0,Matches
