Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,7.8,2,0,0,12,3,0,9,9,12,0,0,0,29,9,9,50,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,5.5,1,0,0,17,12,1,7,4,5,0,0,0,25,5,7,41.7,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,21.3,1,0,0,14,28,4,124,15,12,1,0,0,69,9,18,33.3,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,4,0,0,13,23,0,19,5,6,0,0,0,45,10,18,35.7,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,8,2,1,55,68,19,22,10,21,0,0,0,110,91,124,42.3,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,0,0,0,0,1,1,2,0,2,0,0,0,3,0,0,,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,5,0,0,57,31,0,2,21,41,0,0,0,109,33,39,45.8,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,1.6,0,0,0,2,4,0,6,4,1,0,0,0,4,1,2,33.3,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,30.7,4,0,0,15,13,0,11,18,21,0,0,0,102,49,41,54.4,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,1.5,0,0,0,0,0,0,0,2,0,0,0,0,8,3,3,50,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,33.7,4,0,0,12,15,1,26,55,30,0,0,0,174,27,15,64.3,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,1.1,0,0,0,2,0,0,2,2,1,0,0,0,5,2,1,66.7,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,7.5,0,0,0,11,9,3,37,3,4,0,0,0,31,7,6,53.8,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,19.4,8,1,0,26,19,1,109,19,25,0,0,0,99,23,21,52.3,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,10.2,3,0,0,17,11,1,23,10,18,0,0,0,42,12,13,48,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,24.3,4,0,0,29,32,3,63,17,34,0,0,0,83,6,13,31.6,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,12.5,3,0,0,20,33,5,0,4,1,1,0,0,20,51,58,46.8,Matches
581,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,11,1,0,0,14,4,0,8,15,15,0,0,0,66,25,16,61,Matches
582,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,34.4,3,0,0,38,62,10,269,14,31,0,0,0,133,34,60,36.2,Matches
583,Pau Victor,es ESP,FW,Barcelona,22,2001,3.5,2,0,0,7,3,0,3,2,1,0,0,0,14,3,1,75,Matches
584,Nacho Vidal,es ESP,DF,Osasuna,29,1995,1.4,0,0,0,2,1,0,2,0,0,0,0,0,5,3,1,75,Matches
585,Fran Vieites,es ESP,GK,Betis,25,1999,4,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,100,Matches
586,Sergio Viera,es ESP,MF,Las Palmas,19,2005,1.1,1,0,0,1,1,0,0,1,1,0,0,0,5,1,2,33.3,Matches
587,Asier Villalibre,es ESP,FW,Alavés,26,1997,3.7,2,0,0,11,7,2,2,1,2,0,0,0,7,22,12,64.7,Matches
588,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,50,Matches
589,Viti,es ESP,DF,Las Palmas,26,1997,22,5,0,0,28,31,0,45,27,46,0,0,0,85,18,19,48.6,Matches
590,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,29,3,0,0,27,21,1,8,47,26,0,1,0,164,43,31,58.1,Matches
591,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
592,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,29.5,1,0,0,22,39,17,115,12,10,1,0,0,87,30,20,60,Matches
593,Nico Williams,es ESP,FW,Athletic Club,22,2002,22.2,1,0,0,17,35,10,107,7,18,0,0,0,96,11,17,39.3,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,9.5,1,0,0,4,5,1,0,11,12,0,0,0,32,23,16,59,Matches
595,Lamine Yamal,es ESP,FW,Barcelona,17,2007,31.7,3,0,0,30,60,13,108,16,28,2,0,0,123,1,3,25,Matches
596,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,12,7,0,0,33,18,14,7,1,5,1,0,0,24,73,63,53.7,Matches
598,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,0.8,0,0,0,1,0,0,1,1,1,0,0,0,2,0,0,,Matches
599,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,20.4,4,0,0,19,39,9,104,4,9,0,0,0,55,2,10,16.7,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,25.2,6,1,0,38,11,0,1,31,22,0,1,0,86,65,80,44.8,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,32.9,6,0,0,44,19,0,12,44,37,1,0,0,140,53,32,62.4,Matches
