Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
485,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,1988,24,2.58,2.58,1.38,0.96,0,0.13,0.13,0,0.5,0.5,0.38,0.08,0,0,0.04,0,Matches
486,Daniel Rodriguez,es ESP,FW,Barcelona,18,2005,0.4,5,4.86,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
487,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,33,1991,1.6,3.75,3.86,2.5,0.63,0,0.63,0,0,0,0,0,0,0,0,0,0,Matches
488,Javi Rodríguez,es ESP,DF,Celta Vigo,21,2003,27.9,1.25,1.25,1.04,0,0.07,0.04,0.11,0,0.11,0.11,0.11,0,0,0,0,0,Matches
489,Jesus Rodríguez,es ESP,FW,Betis,18,2005,12.3,2.76,2.75,1.38,0,0.65,0.16,0.57,0,0.41,0.41,0.24,0,0,0.08,0.08,0,Matches
490,Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,19.5,2.51,2.51,2.21,0.1,0.05,0,0.1,0.05,0.36,0.36,0.36,0,0,0,0,0,Matches
491,Ricardo Rodríguez,ch SUI,DF,Betis,31,1992,14.2,1.9,1.91,1.62,0.07,0,0.14,0,0.07,0.14,0.14,0.14,0,0,0,0,0,Matches
492,Rodrygo,br BRA,"FW,MF",Real Madrid,23,2001,21.4,4.95,4.95,3.08,0.84,0.61,0.14,0.23,0.05,0.42,0.42,0.33,0,0.05,0,0.05,0,Matches
493,Leo Román,es ESP,GK,Mallorca,24,2000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
494,Carlos Romero,es ESP,DF,Espanyol,22,2001,28.4,2.18,2.18,1.48,0.42,0.21,0.04,0.04,0,0.14,0.14,0.07,0.04,0,0,0.04,0,Matches
495,Isaac Romero,es ESP,FW,Sevilla,24,2000,24,1.83,1.84,1.25,0.04,0.21,0.13,0.21,0,0.29,0.29,0.17,0,0.04,0.08,0,0,Matches
496,Luka Romero,ar ARG,"FW,MF",Alavés,19,2004,2.2,3.64,3.62,1.82,0.45,0.45,0,0.45,0.45,0.45,0.45,0.45,0,0,0,0,0,Matches
497,Oriol Romeu,es ESP,MF,Girona,32,1991,15.1,1.32,1.33,1.32,0,0,0,0,0,0.07,0.07,0.07,0,0,0,0,0,Matches
498,Vitor Roque,br BRA,FW,Betis,19,2005,13.7,2.48,2.48,1.39,0,0.36,0.36,0.36,0,0.29,0.29,0,0,0,0.07,0.22,0,Matches
499,Valentin Rosier,fr FRA,DF,Leganés,27,1996,28.8,1.22,1.21,0.83,0.14,0.1,0.14,0,0,0.21,0.21,0.17,0,0.03,0,0,0,Matches
500,Antonio Rüdiger,de GER,DF,Real Madrid,31,1993,25.5,1.1,1.1,0.75,0,0,0.24,0.12,0,0.08,0.08,0.04,0,0,0,0.04,0,Matches
501,Aitor Ruibal,es ESP,"DF,FW",Betis,28,1996,14.6,2.47,2.46,2.12,0.14,0.07,0.07,0.07,0,0.27,0.27,0.27,0,0,0,0,0,Matches
502,Abel Ruiz,es ESP,FW,Girona,24,2000,15,1.13,1.14,0.8,0,0.07,0.2,0.07,0,0.07,0.07,0,0,0,0.07,0,0,Matches
503,Ferrán Ruiz,es ESP,MF,Girona,21,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
504,Youssouf Sabaly,sn SEN,DF,Betis,31,1993,17.6,1.08,1.08,0.97,0.06,0.06,0,0,0,0.17,0.17,0.17,0,0,0,0,0,Matches
505,Umar Sadiq,ng NGA,FW,Valencia,27,1997,9.2,1.63,1.64,0.87,0,0.22,0.22,0.11,0.22,0.33,0.33,0,0,0.11,0.11,0,0.11,Matches
506,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,2.5,1.2,1.19,0.8,0,0,0.4,0,0,0,0,0,0,0,0,0,0,Matches
507,Jorge Sáenz,es ESP,DF,Leganés,27,1996,18.8,0.53,0.53,0.43,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,Matches
508,Jan Salas,es ESP,"MF,FW",Mallorca,18,2005,0.5,2,2.09,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
509,Kike Salas,es ESP,DF,Sevilla,22,2002,24.9,0.68,0.68,0.56,0,0,0.12,0,0,0.16,0.16,0.16,0,0,0,0,0,Matches
510,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,16.3,2.15,2.14,1.96,0,0,0.12,0,0.06,0.18,0.18,0.18,0,0,0,0,0,Matches
511,Chuky san jose,es ESP,MF,Valladolid,20,2004,8.1,1.85,1.86,1.11,0.37,0.12,0,0.25,0,0.25,0.25,0,0,0.12,0,0.12,0,Matches
512,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,18,2.78,2.77,2.11,0,0.22,0.28,0.17,0,0.44,0.44,0.22,0,0.06,0.17,0,0,Matches
513,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,15.5,1.16,1.16,0.77,0.13,0.06,0.13,0.06,0,0,0,0,0,0,0,0,0,Matches
514,Iván Sánchez,es ESP,"MF,FW",Valladolid,31,1992,15.6,4.1,4.11,2.95,0.45,0.26,0.06,0.32,0.06,0.32,0.32,0.32,0,0,0,0,0,Matches
515,Javi Sánchez,es ESP,DF,Valladolid,27,1997,22.5,0.62,0.62,0.58,0,0,0.04,0,0,0.09,0.09,0.04,0,0,0.04,0,0,Matches
516,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,19.1,2.09,2.09,1.88,0,0.1,0.1,0,0,0.26,0.26,0.26,0,0,0,0,0,Matches
517,Manu Sánchez,es ESP,DF,Alavés,23,2000,29.3,1.37,1.37,0.96,0.17,0,0.17,0.07,0,0.1,0.1,0.07,0,0,0.03,0,0,Matches
518,Maroan Sannadi,es ESP,FW,Athletic Club,23,2001,8.4,1.9,1.91,0.95,0,0.48,0.24,0.24,0,0.24,0.24,0.12,0,0,0,0.12,0,Matches
519,Jesús Santiago,es ESP,MF,Getafe,20,2004,4.1,1.46,1.45,0.49,0.24,0,0,0.49,0.24,0,0,0,0,0,0,0,0,Matches
520,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,6.6,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
521,Sergi,es ESP,DF,Leganés,32,1992,32.9,0.36,0.37,0.33,0,0,0,0.03,0,0.09,0.09,0.06,0,0,0,0.03,0,Matches
522,Nicolás Serrano,es ESP,FW,Athletic Club,21,2003,1.2,1.67,1.61,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
523,Fábio Silva,pt POR,FW,Las Palmas,22,2002,20.7,2.08,2.08,1.45,0,0.19,0.14,0.24,0.05,0.24,0.24,0.14,0,0.05,0.05,0,0,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,21.4,2.34,2.34,1.87,0,0.23,0.09,0.14,0,0.42,0.42,0.33,0,0.05,0,0.05,0,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,0.29,0.29,0.24,0.05,0,0,0,0,0,0,0,0,0,0,0,0,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,1,2,1.98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,6.8,1.18,1.17,0.74,0,0,0.15,0,0.29,0,0,0,0,0,0,0,0,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,31.2,0.35,0.35,0.19,0.16,0,0,0,0,0,0,0,0,0,0,0,0,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,2.3,0.87,0.86,0.87,0,0,0,0,0,0.43,0.43,0.43,0,0,0,0,0,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,11.4,2.28,2.28,1.49,0,0.53,0,0.26,0,0.18,0.18,0.18,0,0,0,0,0,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,5.9,1.02,1.01,0.85,0,0,0.17,0,0,0,0,0,0,0,0,0,0,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,0.21,0.21,0.13,0.08,0,0,0,0,0,0,0,0,0,0,0,0,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,13.9,2.88,2.87,1.94,0.86,0,0,0,0.07,0,0,0,0,0,0,0,0,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,22.9,2.79,2.79,2.53,0,0,0.04,0.13,0.09,0.17,0.17,0.17,0,0,0,0,0,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,25.2,0.71,0.71,0.63,0,0,0.04,0,0.04,0.04,0.04,0.04,0,0,0,0,0,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,10.5,0.95,0.95,0.76,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,7.8,3.59,3.6,2.18,0,0.26,0.38,0.51,0.26,0.26,0.26,0.13,0,0,0.13,0,0,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,12,1.17,1.17,0.83,0,0.08,0.25,0,0,0.25,0.25,0.17,0,0,0.08,0,0,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,27.3,0.51,0.51,0.44,0,0,0.07,0,0,0.07,0.07,0.07,0,0,0,0,0,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,6.8,4.12,4.14,2.94,0.88,0,0.29,0,0,0.44,0.44,0.44,0,0,0,0,0,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,19.9,2.76,2.76,2.21,0,0.15,0.25,0.1,0.05,0.25,0.25,0.25,0,0,0,0,0,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,6.7,6.72,6.68,3.73,1.19,1.19,0.45,0.15,0,0.45,0.45,0.3,0.15,0,0,0,0,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,15,2.4,2.4,1.6,0,0.2,0.53,0.07,0,0.53,0.53,0.4,0,0.07,0.07,0,0,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,17.6,1.25,1.25,0.91,0,0.06,0.06,0.23,0,0.28,0.28,0.11,0,0.06,0,0.11,0,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,17.4,1.72,1.73,1.09,0,0.23,0.29,0.11,0,0.29,0.29,0.11,0,0.11,0.06,0,0,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,26.9,0.89,0.89,0.71,0.07,0.04,0,0.04,0.04,0.15,0.15,0.15,0,0,0,0,0,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,33.6,0.3,0.3,0.27,0,0,0.03,0,0,0,0,0,0,0,0,0,0,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,29.9,1.14,1.14,1.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,3.99,4,2.03,1.67,0.07,0.07,0.07,0.07,0.65,0.65,0.29,0.22,0.07,0.07,0,0,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,0.5,2,1.87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,32.5,1.57,1.57,0.86,0.31,0.06,0.06,0.25,0.03,0.12,0.12,0.03,0,0,0,0.09,0,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,7.5,0.13,0.13,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,1.5,2.67,2.73,1.33,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,13.5,2.37,2.36,1.7,0.3,0.07,0.07,0.15,0.07,0.15,0.15,0.15,0,0,0,0,0,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,3.4,5.29,5.24,4.12,0.59,0,0,0.29,0.29,0.88,0.87,0.88,0,0,0,0,0,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,15.4,0.19,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,12.3,3.09,3.09,2.11,0.16,0.33,0.16,0.24,0.08,0.57,0.57,0.49,0,0.08,0,0,0,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,32.9,1.16,1.16,0.94,0,0,0.15,0.03,0.03,0.09,0.09,0.09,0,0,0,0,0,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,7.8,1.67,1.67,1.41,0.13,0.13,0,0,0,0.26,0.26,0.13,0.13,0,0,0,0,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,5.5,3.27,3.27,2.73,0,0,0.36,0.18,0,0.18,0.18,0.18,0,0,0,0,0,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,21.3,3.05,3.06,1.6,1.03,0.05,0.14,0.19,0.05,0.38,0.38,0.19,0.14,0,0,0.05,0,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,1.14,1.15,0.95,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,2.83,2.82,1.92,0,0.25,0.07,0.54,0.04,0.36,0.36,0.29,0,0,0,0.07,0,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,6.67,5.63,3.33,0,0,0,3.33,0,0,0,0,0,0,0,0,0,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,2.16,2.16,1.96,0,0.05,0,0.15,0,0.15,0.15,0.15,0,0,0,0,0,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,1.6,3.13,3.04,2.5,0,0.63,0,0,0,0,0,0,0,0,0,0,0,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,30.7,0.85,0.85,0.65,0,0.07,0.1,0.03,0,0.1,0.1,0.1,0,0,0,0,0,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,1.5,2,1.96,2,0,0,0,0,0,0.67,0.65,0.67,0,0,0,0,0,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,33.7,2.58,2.58,2.4,0.03,0.03,0.12,0,0,0.39,0.39,0.36,0,0,0.03,0,0,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,1.1,1.82,1.86,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,7.5,4.13,4.16,2.13,0.67,0.53,0.67,0.13,0,0.4,0.4,0.4,0,0,0,0,0,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,19.4,2.73,2.74,1.49,1.08,0.05,0.05,0.05,0,0.15,0.15,0.15,0,0,0,0,0,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,10.2,0.88,0.88,0.59,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0,0,0,0,0,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,24.3,2.67,2.67,2.22,0.21,0.04,0.08,0.08,0.04,0.33,0.33,0.33,0,0,0,0,0,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,12.5,1.12,1.1,0.56,0,0,0.16,0.4,0,0.32,0.31,0.16,0,0,0,0.16,0,Matches
581,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,11,1.91,1.91,1.73,0,0,0.18,0,0,0.09,0.09,0,0,0,0.09,0,0,Matches
582,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,34.4,3.11,3.11,1.54,1.1,0.09,0.17,0.15,0.06,0.26,0.26,0.17,0.03,0.03,0.03,0,0,Matches
583,Pau Victor,es ESP,FW,Barcelona,22,2001,3.5,3.71,3.64,3.14,0,0.29,0,0.29,0,0.57,0.56,0.29,0,0,0,0.29,0,Matches
584,Nacho Vidal,es ESP,DF,Osasuna,29,1995,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
585,Fran Vieites,es ESP,GK,Betis,25,1999,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
586,Sergio Viera,es ESP,MF,Las Palmas,19,2005,1.1,1.82,1.87,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
587,Asier Villalibre,es ESP,FW,Alavés,26,1997,3.7,1.89,1.89,1.08,0,0,0.27,0.54,0,0.27,0.27,0.27,0,0,0,0,0,Matches
588,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
589,Viti,es ESP,DF,Las Palmas,26,1997,22,1.32,1.32,1.05,0.14,0.09,0,0.05,0,0.14,0.14,0.14,0,0,0,0,0,Matches
590,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,29,1.17,1.17,1.1,0,0.03,0,0,0.03,0.03,0.03,0.03,0,0,0,0,0,Matches
591,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
592,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,29.5,2.71,2.72,2.07,0.03,0.2,0.24,0.1,0.07,0.47,0.48,0.34,0,0.1,0.03,0,0,Matches
593,Nico Williams,es ESP,FW,Athletic Club,22,2002,22.2,5.05,5.05,3.02,0.59,0.95,0.14,0.23,0.14,0.59,0.59,0.41,0.09,0.05,0,0.05,0,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,9.5,0.42,0.42,0.21,0,0.11,0,0.11,0,0.21,0.21,0.11,0,0.11,0,0,0,Matches
595,Lamine Yamal,es ESP,FW,Barcelona,17,2007,31.7,5.93,5.92,3.53,0.09,1.2,0.63,0.35,0.13,0.91,0.91,0.63,0,0.16,0.06,0.06,0,Matches
596,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,12,1.75,1.75,1.08,0,0.08,0.17,0.33,0.08,0.08,0.08,0,0,0,0,0.08,0,Matches
598,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,0.8,7.5,7.4,5,1.25,0,1.25,0,0,0,0,0,0,0,0,0,0,Matches
599,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,20.4,3.48,3.49,2.01,0.54,0.64,0.05,0.25,0,0.44,0.44,0.29,0.05,0.05,0.05,0,0,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,25.2,0.67,0.67,0.63,0,0,0.04,0,0,0.04,0.04,0.04,0,0,0,0,0,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,32.9,1.4,1.4,1.16,0,0.12,0.03,0.03,0.06,0.18,0.18,0.15,0,0,0,0.03,0,Matches
