Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,#ERROR!,#ERROR!,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
701,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,19,496,26,14.5,5.5,1.09,61,0,2.36,10,3.45,1.11,1.09,0.91,0.18,0.18,0.34,1.18,1.15,0.04,0.04,0.15,Matches
702,Pol Tristán,es ESP,GK,Espanyol,22,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
703,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,27,"1,913",71,55.9,21.3,1.08,79,0.47,0.19,22,0.05,1,0.94,1.6,-0.66,-0.66,-0.54,1.06,1.4,-0.34,-0.34,-0.3,Matches
704,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,21,942,45,27.5,10.5,1.05,65,0.19,0.95,23,1.24,1.05,0.76,1.24,-0.48,-0.48,-0.26,0.98,1.4,-0.41,-0.41,-0.52,Matches
705,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,33,"2,486",75,72.7,27.6,1.09,80,0.36,0.11,34,0,1.27,1.05,0.83,0.22,0.22,1.28,0.93,1.01,-0.08,-0.08,0.61,Matches
706,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,2,31,16,0.9,0.3,0,,0,6.67,16,33.3,0,0,0,0,0,0.29,1,0.67,0,0.09,0.61,Matches
707,João Urbáez,do DOM,DF,Leganés,22,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
708,Victor Valdepeñas,es ESP,DF,Real Madrid,17,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
709,Pablo Valencia,es ESP,GK,Osasuna,23,2001,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
710,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,34,"1,835",54,53.7,20.4,0.88,79,0.44,0.78,26,0.1,1.46,1.18,1.18,0,0,0.23,1.25,1.26,-0.01,-0.01,0.18,Matches
711,Germán Valera,es ESP,MF,Valencia,22,2002,8,148,19,4.3,1.6,0.63,59,0,4.38,13,5,1,0,2.5,-2.5,-2.43,-2.27,0.87,2.5,-1.63,-1.58,-1.41,Matches
712,Martin Valjent,sk SVK,DF,Mallorca,28,1995,31,"2,763",89,80.8,30.7,1.01,89,0.94,0,,0.2,1.32,0.98,1.24,-0.26,-0.26,-0.12,1,1.28,-0.28,-0.28,-0.37,Matches
713,Álex Valle,es ESP,DF,Barcelona,20,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
714,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,4,138,35,4,1.5,0.67,65,0,2,24,18,3,2,1.33,0.67,0.65,-0.42,1.8,1,0.8,0.79,-0.07,Matches
715,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,36,"3,032",84,88.7,33.7,1.01,88,0.83,0.06,21,0.03,2.25,2.08,0.92,1.16,1.16,0.93,2.02,1.05,0.97,0.97,1.02,Matches
716,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,2,97,49,2.8,1.1,0.91,90,0.91,0.91,7,11.8,1.5,0,1.82,-1.82,-1.86,-1.67,0.82,0.82,-0.09,-0.05,0.16,Matches
717,Iker Varela,es ESP,MF,Athletic Club,21,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
718,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,11,671,61,19.6,7.5,1.2,69,0,0.27,23,0.13,1,1.47,1.2,0.27,0.27,0.76,1.07,1.17,-0.11,-0.11,0.01,Matches
719,José Luis García Vayá,es ESP,MF,Valencia,25,1998,34,"1,742",51,50.9,19.4,0.93,83,0.62,0.82,15,0.05,1.24,0.98,1.6,-0.62,-0.62,-0.73,1.11,1.54,-0.43,-0.43,-0.42,Matches
720,Jesus Vazquez,es ESP,DF,Valencia,21,2003,19,919,48,26.9,10.2,0.98,76,0.49,0.88,17,1.57,1.05,0.98,1.57,-0.59,-0.59,-0.44,0.88,1.47,-0.59,-0.59,-0.49,Matches
721,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,32,"2,189",68,64,24.3,1.03,84,0.58,0.29,11,0.12,2.13,2.14,1.36,0.78,0.78,-0.75,2.06,1.4,0.66,0.66,-0.54,Matches
722,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,27,"1,127",42,33,12.5,0.8,71,0.16,1.36,25,0.88,0.89,1.44,1.76,-0.32,-0.32,-0.04,1.1,1.74,-0.64,-0.63,-0.18,Matches
723,Arthur Vermeeren,be BEL,MF,Atlético Madrid,19,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
724,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,25,988,40,28.9,11,0.91,73,0.36,1.36,17,0.91,1.88,1.73,0.73,1,1,0.48,1.52,0.89,0.63,0.63,0.32,Matches
725,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,37,"3,092",84,90.4,34.4,1.02,86,0.78,0.06,35,0.03,1.14,0.99,1.13,-0.15,-0.15,1.23,1.08,1.19,-0.1,-0.11,0.05,Matches
726,Pau Victor,es ESP,FW,Barcelona,22,2001,21,319,15,9.3,3.5,0.57,60,0,5.43,11,4.86,2.1,4,2,2,1.97,0.35,3.86,1.49,2.37,2.32,1.13,Matches
727,Marc Vidal,es ESP,GK,Celta Vigo,24,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
728,Nacho Vidal,es ESP,DF,Osasuna,29,1995,5,124,25,3.6,1.4,0.71,90,0.71,2.86,9,10,2,0.71,3.57,-2.86,-2.9,-2.9,0.07,2,-1.93,-1.93,-1.74,Matches
729,Fran Vieites,es ESP,GK,Betis,25,1999,4,360,90,10.5,4,1,90,1,0,,7.5,1.25,1.25,1.25,0,0,-0.21,1.7,1.48,0.23,0.21,0.12,Matches
730,Sergio Viera,es ESP,MF,Las Palmas,19,2005,2,96,48,2.8,1.1,0.91,60,0,0.91,36,6.36,0,0,0,0,0,0.57,0.55,1,-0.55,-0.53,0.28,Matches
731,Toni Villa,es ESP,MF,Girona,29,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
732,Asier Villalibre,es ESP,FW,Alavés,26,1997,16,333,21,9.7,3.7,0.54,66,0,3.78,14,5.95,0.5,0.81,2.7,-1.89,-1.89,-1.8,1.16,2.16,-1,-0.99,-0.97,Matches
733,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,360,90,10.5,4,1,90,1,0,,8.5,1.5,2.5,2.25,0.25,0.25,0.22,1.63,1.75,-0.13,-0.13,-0.47,Matches
734,Viti,es ESP,DF,Las Palmas,26,1997,29,"1,982",68,58,22,1.05,80,0.55,0.27,24,0.09,0.9,0.95,1.64,-0.68,-0.68,-0.31,0.84,1.59,-0.75,-0.75,0.13,Matches
735,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,32,"2,608",82,76.3,29,0.97,90,0.97,0.14,22,0.1,1.88,1.62,0.76,0.86,0.86,0.86,1.55,1.01,0.54,0.54,0.58,Matches
736,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,180,90,5.3,2,1,90,1,0,,6.5,0,1,3.5,-2.5,-2.5,-2.19,1.15,2.35,-1.2,-1.19,-1.03,Matches
737,Sebastian Wade,es ESP,DF,Mallorca,21,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
738,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,35,"2,652",76,77.5,29.5,0.98,86,0.71,0.2,29,0,1.8,1.59,0.78,0.81,0.81,0.7,1.52,0.97,0.56,0.56,0.69,Matches
739,Nico Williams,es ESP,FW,Athletic Club,22,2002,29,"1,996",69,58.4,22.2,0.99,82,0.54,0.32,26,0,1.83,1.4,0.72,0.68,0.68,0.04,1.38,0.97,0.41,0.41,0.03,Matches
740,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,14,852,61,24.9,9.5,0.95,85,0.84,0.53,17,2.53,2.07,1.89,0.84,1.05,1.06,0.08,1.74,1.21,0.54,0.54,-0.38,Matches
741,Antal Yaakobishvili,hu HUN,DF,Girona,20,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
742,Áron Yaakobishvili,hu HUN,GK,Barcelona,18,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
743,Lamine Yamal,es ESP,FW,Barcelona,17,2007,35,"2,856",82,83.5,31.7,0.98,87,0.63,0.13,41,0,2.49,2.9,0.88,2.02,2.02,2.18,2.54,0.99,1.56,1.55,1.51,Matches
744,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,1,2,2,0.1,0,0,,0,1,2,0,3,0,0,0,0,-1.05,0,0,0,0,-0.86,Matches
745,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,22,"1,083",49,31.7,12,1.17,68,0.17,0.67,16,1,1.05,0.42,0.83,-0.42,-0.42,-0.42,0.99,1.07,-0.07,-0.08,0.25,Matches
746,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,3,73,24,2.1,0.8,1.25,45,0,2.5,14,5,1,2.5,0,2.5,2.47,2.82,1.88,0.37,1.63,1.56,1.63,Matches
747,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,27,"1,836",68,53.7,20.4,1.08,77,0.1,0.25,28,0.05,1.48,1.42,1.32,0.1,0.1,0.44,1.14,1.41,-0.26,-0.27,-0.03,Matches
748,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,28,"2,269",81,66.3,25.2,1.07,82,0.87,0.04,45,0.04,1.14,0.87,1.11,-0.24,-0.24,0.15,1.17,1.1,0.07,0.07,0.33,Matches
749,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,36,"2,962",82,86.6,32.9,1,87,0.91,0.09,32,0,1.25,0.94,1.16,-0.21,-0.21,0.57,1.16,1.06,0.09,0.09,0.97,Matches
