Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,#ERROR!,#ERROR!,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
272,Joan García,es ESP,GK,Espanyol,23,2001,38,"3,420",90,100,38,1,90,1,0,,0,1.11,1.05,1.34,-0.29,-0.29,,0.91,1.42,-0.51,-0.51,,Matches
273,Lucas García,es ESP,GK,Girona,20,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
274,Naim García,es ESP,MF,Leganés,22,2002,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
275,Pablo Garcia,es ESP,FW,Betis,17,2006,3,38,13,1.1,0.4,0,,0,7.5,13,10,1.67,2.5,0,2.5,2.37,2.21,0.5,1,-0.5,-0.4,-0.51,Matches
276,Rubén García,es ESP,"FW,MF",Osasuna,31,1993,36,"2,413",67,70.6,26.8,1.12,75,0.15,0.22,27,0,1.28,1.27,1.19,0.07,0.07,0.61,1.16,1.26,-0.1,-0.1,0.53,Matches
277,Unai García,es ESP,DF,Osasuna,32,1992,3,65,22,1.9,0.7,1.43,60,0,2.86,3,48.6,1.33,0,5.71,-5.71,-5.54,-5.54,0.29,2.71,-2.43,-2.38,-2.16,Matches
278,Yarek Gasiorowski,es ESP,DF,Valencia,19,2005,15,947,63,27.7,10.5,0.86,88,0.48,0.57,26,2.19,0.93,1.05,2.1,-1.05,-1.05,-1.08,1.22,1.83,-0.61,-0.61,-0.53,Matches
279,Oier Gastesi,es ESP,GK,Athletic Club,20,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
280,Gavi,es ESP,"MF,FW",Barcelona,19,2004,26,"1,085",42,31.7,12.1,1.16,69,0.33,0.99,10,0.25,2.12,2.15,0.99,1.16,1.16,-0.73,2.4,0.9,1.5,1.5,0.29,Matches
281,Paulo Gazzaniga,ar ARG,GK,Girona,32,1992,36,"3,195",89,93.4,35.5,1.01,89,0.99,0,,0.06,1.14,1.15,1.44,-0.28,-0.28,2.12,1.11,1.23,-0.12,-0.12,1.29,Matches
282,Álex Gil,es ESP,MF,Leganés,21,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
283,Bryan Gil,es ESP,"FW,MF",Girona,23,2001,25,"1,721",69,50.3,19.1,1.1,78,0.21,0.21,22,0,1.32,1.52,1.62,-0.1,-0.1,0.64,1.23,1.26,-0.03,-0.03,0.35,Matches
284,Iván Gil,es ESP,MF,Las Palmas,24,2000,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
285,Aitor Gismera,es ESP,MF,Atlético Madrid,20,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
286,Dani Gómez,es ESP,FW,Valencia,26,1998,14,532,38,15.6,5.9,0.85,81,0.17,1.53,14,1.19,0.71,0.85,1.53,-0.68,-0.68,-0.49,1.17,1.75,-0.59,-0.59,-0.43,Matches
287,Moi Gómez,es ESP,"MF,FW",Osasuna,30,1994,26,796,31,23.3,8.8,0.68,76,0.34,2.27,17,1.14,1.27,0.23,2.16,-1.93,-1.92,-2.37,0.69,1.8,-1.1,-1.1,-1.1,Matches
288,Rubén Gómez,es ESP,GK,Villarreal,22,2002,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
289,Sergi Gómez,es ESP,DF,Espanyol,32,1992,12,664,55,19.4,7.4,0.81,86,0.68,0.81,25,3.38,1.08,0.95,1.76,-0.81,-0.81,-0.65,0.78,1.58,-0.78,-0.79,-0.35,Matches
290,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,23,2000,37,"2,738",74,80.1,30.4,1.02,82,0.59,0.2,34,0.03,1.24,0.86,1.09,-0.23,-0.23,0.3,1.01,1.18,-0.17,-0.17,-0.66,Matches
291,Unai Gómez,es ESP,"MF,FW",Athletic Club,21,2003,32,"1,284",40,37.5,14.3,0.98,61,0,1.26,24,0.28,1.75,0.91,0.84,0.07,0.07,-0.94,1.23,1.23,0,0,-0.64,Matches
292,Antonio Gomis,es ESP,GK,Atlético Madrid,21,2003,0,,,,,0,,0,0,,31,,,,,,,,,,,,Matches
293,Fabio González,es ESP,MF,Las Palmas,27,1997,2,53,27,1.5,0.6,0,,0,3.33,27,23.3,1.5,3.33,1.67,1.67,1.7,2.29,1,2.67,-1.67,-1.77,-0.99,Matches
294,Jorge Gonzalez,es ESP,DF,Valladolid,19,2005,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
295,Manu González,es ESP,GK,Betis,17,2007,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
296,Peter González,do DOM,"MF,FW",Getafe,22,2002,17,477,28,13.9,5.3,0.38,57,0,2.83,24,3.96,0.47,0.94,1.13,-0.19,-0.19,-0.07,1.47,1.55,-0.06,-0.06,0.21,Matches
297,Urko González,es ESP,MF,Espanyol,23,2001,17,"1,374",81,40.2,15.3,1.05,84,0.46,0.07,24,0,1.35,1.11,0.92,0.2,0.2,0.81,0.94,1.1,-0.16,-0.16,0.59,Matches
298,Urko González,es ESP,MF,Real Sociedad,23,2001,1,45,45,1.3,0.5,2,45,0,0,,18,0,0,0,0,0,0.29,1.2,1,0,0.03,0.07,Matches
299,Andoni Gorosabel,es ESP,DF,Athletic Club,27,1996,20,"1,485",74,43.4,16.5,1.03,84,0.55,0.18,20,1.03,1.7,0.97,0.73,0.24,0.24,-0.73,1.05,1.1,-0.05,-0.05,-0.8,Matches
300,Mikel Goti,es ESP,MF,Real Sociedad,22,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
301,José Gragera,es ESP,MF,Espanyol,23,2000,10,569,57,16.6,6.3,1.11,71,0.32,0.48,25,0.48,1,0.63,1.9,-1.27,-1.27,-1.17,0.87,1.83,-0.94,-0.94,-0.51,Matches
302,Dominik Greif,sk SVK,GK,Mallorca,27,1997,31,"2,790",90,81.6,31,1,90,1,0,,0.23,1.32,0.97,1.1,-0.13,-0.13,0.59,1.04,1.04,0,0,1.15,Matches
303,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,33,1991,38,"2,469",65,72.2,27.4,1.06,75,0.33,0.33,31,0,2,1.46,0.77,0.69,0.69,-1.11,1.5,0.83,0.68,0.67,-0.53,Matches
304,Florian Grillitsch,at AUT,MF,Valladolid,28,1995,13,623,48,18.2,6.9,1.01,63,0.14,0.87,30,0.14,0.08,0.72,2.17,-1.45,-1.44,0.29,0.96,1.7,-0.74,-0.73,0.17,Matches
305,Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,"3,060",90,89.5,34,1,90,1,0,,0.09,1.44,1.44,1.41,0.03,0.03,-0.22,1.41,1.07,0.34,0.34,0.47,Matches
306,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,16,362,23,10.6,4,0.25,54,0,3.75,21,4.5,1.25,1.5,1,0.5,0.5,0.67,1.95,1.1,0.85,0.84,1.04,Matches
307,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,32,1991,31,"2,493",80,72.9,27.7,0.97,87,0.76,0.14,33,0.14,1.16,1.26,1.52,-0.25,-0.25,0.33,1.2,1.23,-0.03,-0.03,0.35,Matches
308,Javier Guerra,es ESP,MF,Valencia,21,2003,36,"2,581",72,75.5,28.7,1.08,80,0.49,0.17,17,0.03,1.25,1.29,1.43,-0.14,-0.14,0.5,1.17,1.32,-0.14,-0.14,0.35,Matches
309,Ander Guevara,es ESP,MF,Alavés,27,1997,33,"1,947",59,56.9,21.6,0.93,80,0.46,0.6,27,0.23,1.12,1.11,1.11,0,0,0.61,1.11,1.19,-0.08,-0.08,0.07,Matches
310,Pape Gueye,sn SEN,MF,Villarreal,25,1999,34,"2,224",65,65,24.7,1.05,79,0.49,0.32,22,0,1.76,1.66,1.17,0.49,0.49,-0.12,1.6,1.04,0.56,0.56,0.06,Matches
311,Hugo Guillamón,es ESP,MF,Valencia,24,2000,12,364,30,10.6,4,1,70,0.25,2,11,6.5,1.25,0.5,1.75,-1.25,-1.24,-1.09,0.5,2.3,-1.82,-1.79,-1.75,Matches
312,Carlos Guirao,es ESP,MF,Leganés,21,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
313,Carlos Guirao,es ESP,MF,Betis,21,2003,2,110,55,3.2,1.2,1.67,55,0,0,,0.83,0,0.83,5,-4.17,-4.09,-4.42,0.75,1.92,-1.08,-1.08,-1.23,Matches
314,Arda Güler,tr TUR,"MF,FW",Real Madrid,19,2005,28,"1,250",45,36.5,13.9,1.01,73,0.14,1.01,16,0.72,2.36,2.01,1.22,0.79,0.79,-0.41,2.02,1.15,0.87,0.87,0.03,Matches
315,Gerard Gumbau,es ESP,MF,Rayo Vallecano,29,1994,22,849,39,24.8,9.4,0.74,65,0,1.6,26,1.6,1.18,0.85,1.38,-0.53,-0.53,-0.57,1.4,1.32,0.09,0.08,0.23,Matches
316,Jon Guridi,es ESP,"MF,FW",Alavés,29,1995,33,"2,080",63,60.8,23.1,1.17,72,0.22,0.26,23,0.13,1.15,1.04,1.17,-0.13,-0.13,0.34,1.07,1.04,0.03,0.03,0.36,Matches
317,Gorka Guruzeta,es ESP,FW,Athletic Club,27,1996,36,"1,840",51,53.8,20.4,1.03,69,0.2,0.74,26,0.05,1.92,1.37,0.64,0.74,0.73,0.16,1.26,0.93,0.33,0.33,-0.15,Matches
318,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23,2001,29,"2,458",85,71.9,27.3,1.06,85,0.81,0,,0.04,1.21,1.28,1.5,-0.22,-0.22,0.72,1.15,1.16,-0.01,-0.01,0.72,Matches
319,Munir El Haddadi,ma MAR,"FW,MF",Leganés,28,1995,25,862,34,25.2,9.6,1.04,62,0.1,1.56,16,0.73,1,1.77,0.94,0.83,0.84,1.71,1.21,1.42,-0.21,-0.21,0.54,Matches
320,Sébastien Haller,ci CIV,FW,Leganés,30,1994,8,404,51,11.8,4.5,1.11,71,0.22,0.67,16,0.89,0.75,0.44,2,-1.56,-1.56,-1.26,0.47,1.71,-1.24,-1.24,-0.71,Matches
321,Henrique,br BRA,DF,Valladolid,30,1994,5,352,70,10.3,3.9,1.03,77,0.51,0.26,45,0.51,0,0.77,2.82,-2.05,-2.05,-0.4,0.85,2.28,-1.44,-1.43,-0.62,Matches
322,Javi Hernández,es ESP,DF,Leganés,26,1998,31,"2,389",77,69.9,26.5,1.02,86,0.79,0.15,17,0.19,1.03,0.94,1.43,-0.49,-0.49,-0.14,0.94,1.53,-0.58,-0.58,0.1,Matches
323,Aridane Hernández,es ESP,DF,Rayo Vallecano,35,1989,14,"1,025",73,30,11.4,0.96,84,0.79,0.26,33,2.02,1.21,1.14,1.49,-0.35,-0.35,-0.35,1.36,1.24,0.13,0.13,0.32,Matches
324,Jorge Herrando,es ESP,DF,Osasuna,23,2001,18,"1,366",76,39.9,15.2,0.99,90,0.99,0.2,5,1.32,1.22,0.92,1.51,-0.59,-0.59,-0.81,1.04,1.62,-0.58,-0.58,-0.55,Matches
325,Ander Herrera,es ESP,MF,Athletic Club,34,1989,8,273,34,8,3,0.67,71,0,2,22,2,1.13,1,0.67,0.33,0.33,-0.36,1.93,0.63,1.3,1.28,0.95,Matches
326,Sergio Herrera,es ESP,GK,Osasuna,31,1993,37,"3,330",90,97.4,37,1,90,1,0,,0,1.38,1.3,1.41,-0.11,-0.11,-0.11,1.18,1.43,-0.25,-0.25,0.07,Matches
327,Yangel Herrera,ve VEN,MF,Girona,26,1998,29,"2,257",78,66,25.1,1.08,82,0.64,0.08,19,0.04,1.17,1.04,1.39,-0.36,-0.36,0.18,1,1.31,-0.3,-0.3,-0.28,Matches
328,Juan Herzog,es ESP,DF,Las Palmas,21,2003,19,"1,315",69,38.5,14.6,1.03,82,0.75,0.27,22,1.3,0.42,0.62,1.58,-0.96,-0.96,-0.66,0.95,1.81,-0.86,-0.86,-0.1,Matches
329,Omar El Hilali,ma MAR,DF,Espanyol,20,2003,36,"3,153",88,92.2,35,1.03,88,0.86,0,,0,1.14,1.09,1.29,-0.2,-0.2,1.15,0.9,1.45,-0.55,-0.55,-0.48,Matches
330,Roger Hinojo,es ESP,DF,Espanyol,19,2005,1,9,9,0.3,0.1,0,,0,10,9,110,0,0,0,0,0,0.29,2,4,-1,-1.46,-0.95,Matches
331,Dinko Horkaš,hr CRO,GK,Las Palmas,25,1999,13,"1,085",83,31.7,12.1,0.91,90,0.91,0.17,48,1.9,0.54,0.74,1.57,-0.83,-0.83,-0.41,0.93,1.56,-0.63,-0.63,0.25,Matches
332,Pablo Ibáñez,es ESP,MF,Osasuna,25,1998,28,"1,294",46,37.8,14.4,0.9,71,0.28,1.04,25,0.69,1.54,1.04,1.67,-0.63,-0.63,-0.84,1.1,1.48,-0.38,-0.38,-0.2,Matches
333,Stanis Idumbo,be BEL,"FW,MF",Sevilla,19,2005,14,284,20,8.3,3.2,0.94,50,0,3.44,12,6.88,1,2.19,2.19,0,0,0.37,1.16,1.75,-0.59,-0.6,-0.52,Matches
334,Iglesias,es ESP,DF,Getafe,26,1998,37,"2,888",78,84.4,32.1,1,85,0.78,0.16,33,0.03,1.05,0.87,1.09,-0.22,-0.22,-0.56,0.91,1.25,-0.34,-0.34,-0.57,Matches
335,Borja Iglesias,es ESP,FW,Celta Vigo,31,1993,37,"1,952",53,57.1,21.7,1.11,70,0.05,0.6,21,0.05,1.49,1.38,1.43,-0.05,-0.05,-0.23,1.3,1.06,0.24,0.24,-0.11,Matches
336,Kelechi Iheanacho,ng NGA,FW,Sevilla,27,1996,9,400,44,11.7,4.4,1.14,59,0,0.91,26,2.27,0.89,0.45,1.36,-0.91,-0.9,-0.63,0.95,1.02,-0.07,-0.07,0.06,Matches
337,Isco,es ESP,MF,Betis,32,1992,22,"1,547",70,45.2,17.2,0.99,82,0.52,0.29,31,0,1.77,2.03,1.4,0.64,0.64,0.83,1.45,1.26,0.19,0.19,0.15,Matches
338,Alejandro Iturbe,es ESP,GK,Atlético Madrid,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
339,Diego Iturralde,es ESP,FW,Sevilla,21,2003,1,37,37,1.1,0.4,2.5,37,0,0,,5,0,0,2.5,-2.5,-2.43,-2.11,0.5,0,0.25,0.31,0.43,Matches
340,Ander Izagirre,es ESP,DF,Athletic Club,21,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
341,Ivan Jaime Pajuelo,es ESP,MF,Valencia,23,2000,9,297,33,8.7,3.3,0.61,60,0,2.12,25,0.3,1.33,1.21,2.12,-0.91,-0.91,-0.71,1.3,1.42,-0.12,-0.14,0.1,Matches
342,Karl Jakob Hein,ee EST,GK,Valladolid,22,2002,31,"2,790",90,81.6,31,1,90,1,0,,0.06,0.52,0.58,2.19,-1.61,-1.61,0.39,0.86,1.75,-0.89,-0.89,-0.14,Matches
343,Omar Janneh,es ESP,FW,Atlético Madrid,17,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
344,Adnan Januzaj,be BEL,"MF,FW",Las Palmas,29,1995,18,598,33,17.5,6.6,0.76,74,0.15,1.97,18,0.91,0.56,1.36,1.21,0.15,0.15,0.85,1.15,1.85,-0.7,-0.7,0.13,Matches
345,Mikel Jauregizar,es ESP,MF,Athletic Club,20,2003,34,"2,244",66,65.6,24.9,1,80,0.64,0.36,27,0.08,1.91,1.37,0.84,0.52,0.52,-0.4,1.35,1.08,0.26,0.26,-0.41,Matches
346,Alejandro Jay Agustín,es ESP,MF,Alavés,22,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
347,David Jiménez,es ESP,DF,Real Madrid,20,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
348,Raúl Jiménez,es ESP,GK,Valencia,18,2006,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
349,Pere Joan,es ESP,GK,Mallorca,22,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
350,John Joe,ie IRL,"MF,FW",Getafe,20,2003,4,48,12,1.4,0.5,0,,0,8,12,10,1,0,0,0,0,0.13,0.8,4.2,-3.2,-3.07,-2.86,Matches
351,Jofre,es ESP,"MF,FW",Espanyol,23,2001,37,"2,165",59,63.3,24.1,1.08,73,0.12,0.46,23,0,1.11,0.95,1.58,-0.62,-0.62,-0.91,0.77,1.59,-0.82,-0.82,-0.84,Matches
352,Frenkie de Jong,nl NED,MF,Barcelona,27,1997,26,"1,143",44,33.4,12.7,0.71,72,0.24,1.34,29,0.24,2.35,3.31,1.42,1.89,1.89,0.35,2.7,1.35,1.35,1.35,0.07,Matches
353,Joan Jordán,es ESP,MF,Alavés,30,1994,25,"1,414",57,41.3,15.7,0.96,76,0.32,0.64,28,0.25,1.08,1.21,1.27,-0.06,-0.06,0.34,1.28,1.18,0.1,0.1,0.36,Matches
354,Juanmi,es ESP,"FW,MF",Getafe,31,1993,13,696,54,20.4,7.7,1.04,74,0.13,0.65,21,0.13,1.23,1.56,1.04,0.52,0.52,0.81,1.16,1.22,-0.06,-0.07,0.22,Matches
355,Juanmi,es ESP,"FW,MF",Betis,31,1993,11,244,22,7.1,2.7,0.74,60,0,3.33,14,3.33,0.91,1.11,1.11,0,0,-0.2,1.33,1.04,0.3,0.29,0.2,Matches
356,Juanpe,es ESP,DF,Girona,33,1991,12,727,61,21.3,8.1,0.99,86,0.86,0.49,10,3.21,1.42,1.36,2.22,-0.86,-0.87,-0.57,1.05,1.69,-0.64,-0.64,-0.55,Matches
357,Juanpe,es ESP,GK,Rayo Vallecano,23,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
358,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,23,2001,17,"1,458",86,42.6,16.2,0.99,90,0.99,0.06,18,1.23,1.82,1.85,1.11,0.74,0.74,0.37,1.75,1.22,0.54,0.54,0,Matches
359,Vinicius Júnior,br BRA,FW,Real Madrid,24,2000,30,"2,253",75,65.9,25,0.96,86,0.48,0.24,31,0,2.1,1.76,0.96,0.8,0.8,-0.74,1.75,1.08,0.67,0.67,-0.54,Matches
360,Stanko Jurić,hr CRO,MF,Valladolid,27,1996,26,"1,729",67,50.6,19.2,0.99,79,0.36,0.36,32,0.42,0.58,0.78,2.4,-1.61,-1.61,0.14,0.89,1.92,-1.03,-1.03,-0.32,Matches
361,Willy Kambwala,fr FRA,DF,Villarreal,19,2004,19,"1,117",59,32.7,12.4,0.97,80,0.65,0.56,22,0.89,2.05,1.61,1.21,0.4,0.4,-0.18,1.4,1.27,0.14,0.14,-0.6,Matches
362,Abdoulaye Keita,es ESP,"FW,MF",Getafe,21,2002,3,95,32,2.8,1.1,0.91,54,0,1.82,21,8.18,1,0,0,0,0,0.14,0.55,2.27,-1.73,-1.81,-1.61,Matches
363,Kenedy,br BRA,"MF,FW",Valladolid,28,1996,2,9,5,0.3,0.1,0,,0,20,5,70,0,0,10,-10,-10,-8.34,0,3,-3,-2.97,-2.11,Matches
364,Kiké,es ESP,FW,Alavés,34,1989,35,"2,542",73,74.3,28.2,1.03,82,0.43,0.21,26,0.07,1.17,1.06,0.89,0.18,0.18,1.71,1.16,1.02,0.14,0.14,0.97,Matches
365,Álvaro Killane,es ESP,GK,Las Palmas,19,2004,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
366,Diego Kochen,us USA,GK,Barcelona,18,2006,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
367,Rudy Kohon,fr FRA,DF,Betis,20,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
368,Koke,es ESP,MF,Atlético Madrid,32,1992,32,"1,926",60,56.3,21.4,0.93,76,0.42,0.56,33,0.05,2.06,1.5,0.65,0.84,0.84,-0.36,1.53,0.91,0.63,0.63,-0.45,Matches
369,Ilias Kostis,gr GRE,DF,Atlético Madrid,21,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
370,Jules Koundé,fr FRA,DF,Barcelona,25,1998,32,"2,605",81,76.2,28.9,1,88,0.87,0.1,21,0.03,2.28,2.66,1.04,1.63,1.62,-0.14,2.37,1.08,1.29,1.29,-0.07,Matches
371,Alex Král,cz CZE,MF,Espanyol,26,1998,37,"2,714",73,79.4,30.2,0.96,86,0.83,0.26,26,0,1.14,1.03,1.49,-0.46,-0.46,-0.85,0.86,1.58,-0.72,-0.72,-1.02,Matches
372,Ladislav Krejčí,cz CZE,DF,Girona,25,1999,28,"2,440",87,71.3,27.1,1,90,1,0.04,10,0.22,0.89,1.03,1.66,-0.63,-0.63,-0.72,1.02,1.45,-0.42,-0.43,-0.76,Matches
373,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23,2001,36,"2,372",66,69.4,26.4,1.02,79,0.38,0.34,28,0.04,1.28,0.95,1.06,-0.11,-0.11,0.57,1.14,1.03,0.11,0.11,0.49,Matches
374,Marash Kumbulla,al ALB,DF,Espanyol,24,2000,35,"2,972",85,86.9,33,1.03,87,0.88,0.03,27,0,1.11,1.06,1.36,-0.3,-0.3,-0.1,0.91,1.45,-0.55,-0.55,-0.27,Matches
375,César de la Hoz,es ESP,MF,Valladolid,32,1992,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
376,Luca de la Torre,us USA,MF,Celta Vigo,26,1998,1,4,4,0.1,0,0,,0,1,4,3,3,0,0,0,0,-0.05,0.4,0,0.3,5.47,5.19,Matches
377,Yoel Lago,es ESP,DF,Celta Vigo,20,2004,8,583,73,17,6.5,1.08,81,0.77,0.15,14,1.23,1.25,1.85,2.15,-0.31,-0.31,-0.44,1.49,1.92,-0.43,-0.43,-0.87,Matches
378,Cyle Larin,ca CAN,FW,Mallorca,29,1995,32,"1,764",55,51.6,19.6,1.07,72,0.1,0.56,23,0.2,1.19,0.66,1.02,-0.36,-0.36,-0.25,0.96,1.18,-0.22,-0.22,-0.02,Matches
379,Julen Lartitegi,es ESP,FW,Alavés,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
380,Marco de las Sías,es ESP,DF,Rayo Vallecano,18,2005,0,,,,,0,,0,0,,18,,,,,,,,,,,,Matches
381,Juanmi Latasa,es ESP,FW,Valladolid,23,2001,28,"1,398",50,40.9,15.5,0.9,77,0.45,0.9,22,0.19,0.32,0.65,2.65,-2,-2,-0.53,1.01,1.83,-0.81,-0.81,0.1,Matches
382,Toni Lato,es ESP,DF,Mallorca,26,1997,14,621,44,18.2,6.9,1.01,79,0.29,1.01,10,2.32,1.29,0.87,0.72,0.14,0.14,0.47,0.88,1.36,-0.48,-0.47,-0.32,Matches
383,Robin Le Normand,es ESP,DF,Atlético Madrid,27,1996,27,"2,151",80,62.9,23.9,1,87,0.96,0.13,18,0.13,1.93,1.63,0.71,0.92,0.92,-0.21,1.71,0.88,0.83,0.83,0.02,Matches
384,Florian Lejeune,fr FRA,DF,Rayo Vallecano,33,1991,37,"3,325",90,97.2,36.9,1,90,0.98,0,,0,1.32,1.06,1.22,-0.16,-0.16,-2.06,1.21,1.28,-0.07,-0.07,0.88,Matches
385,Youssef Lekhedim,es ESP,DF,Real Madrid,18,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
386,Iñigo Lekue,es ESP,DF,Athletic Club,31,1993,16,773,48,22.6,8.6,0.93,84,0.7,0.93,12,2.56,1.63,0.93,1.05,-0.12,-0.12,-1,1.09,1.1,0,-0.01,-0.52,Matches
387,Thomas Lemar,fr FRA,MF,Atlético Madrid,28,1995,5,85,17,2.5,0.9,0,,0,5.56,17,23.3,1.8,3.33,2.22,1.11,1.06,0.06,2.22,1.78,0.44,0.42,-0.41,Matches
388,Ruben Lendinez,es ESP,DF,Valencia,21,2003,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
389,Clément Lenglet,fr FRA,DF,Atlético Madrid,29,1995,23,"1,972",86,57.7,21.9,1.05,86,0.87,0,,0.46,2.39,1.92,0.82,1.1,1.1,0.23,1.89,0.79,1.1,1.09,0.65,Matches
390,Jiří Letáček,,GK,Getafe,25,1999,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
391,Robert Lewandowski,pl POL,FW,Barcelona,35,1988,34,"2,667",78,78,29.6,1.08,82,0.51,0.07,27,0.07,2.24,2.47,0.91,1.55,1.55,-0.48,2.14,1.05,1.09,1.09,-0.98,Matches
392,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,24,1999,31,"1,552",50,45.4,17.2,1.22,58,0.06,0.58,33,0.29,1.94,1.74,0.58,1.16,1.16,0.29,1.88,0.77,1.1,1.1,0.52,Matches
393,Javier Llabrés,es ESP,FW,Mallorca,21,2002,1,57,57,1.7,0.6,1.67,57,0,0,,13.3,0,0,1.67,-1.67,-1.58,-1.36,1.33,0.5,0.83,0.8,1.03,Matches
394,Diego Llorente,es ESP,DF,Betis,30,1993,30,"2,519",84,73.7,28,1.04,86,0.93,0.04,12,0.04,1.6,1.29,1.14,0.14,0.14,-0.16,1.52,1.21,0.31,0.31,0.78,Matches
395,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29,1995,33,"2,513",76,73.5,27.9,1,85,0.79,0.18,29,0,2,1.9,0.9,1,1,0.01,1.68,0.87,0.81,0.81,-0.05,Matches
396,Giovani Lo Celso,ar ARG,"MF,FW",Betis,28,1996,25,"1,457",58,42.6,16.2,0.93,78,0.43,0.62,29,0,1.4,1.36,1.23,0.12,0.12,-0.11,1.54,1.19,0.35,0.35,0.43,Matches
397,Luca Lohr,es ESP,DF,Getafe,21,2002,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
398,Enzo Loiodice,fr FRA,MF,Las Palmas,23,2000,17,684,40,20,7.6,0.92,74,0.39,1.32,17,2.5,0.76,0.53,2.37,-1.84,-1.84,-1.61,0.78,1.92,-1.16,-1.15,-0.44,Matches
399,Alberto López,es ESP,GK,Sevilla,20,2003,0,,,,,0,,0,0,,22,,,,,,,,,,,,Matches
400,Alberto López,es ESP,MF,Sevilla,19,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
401,David López,es ESP,DF,Mallorca,21,2003,2,169,85,4.9,1.9,1.05,85,0.53,0,,7.89,0.5,0,0.53,-0.53,-0.53,-0.31,0.58,1.53,-0.95,-0.94,-0.76,Matches
402,David López,es ESP,DF,Girona,34,1989,29,"2,429",84,71,27,1,88,0.85,0.07,30,0.33,1.24,1.26,1.37,-0.11,-0.11,1.07,1.17,1.26,-0.08,-0.08,0.44,Matches
403,Diego López,es ESP,"MF,FW",Valencia,22,2002,38,"2,737",72,80,30.4,1.15,76,0.3,0.1,25,0,1.21,1.32,1.32,0,0,1.32,1.16,1.34,-0.17,-0.18,0.26,Matches
404,Fer López,,"FW,MF",Celta Vigo,,,17,671,39,19.6,7.5,0.93,66,0.13,1.33,21,0.4,1.65,1.6,1.07,0.53,0.54,0.6,1.75,1.15,0.6,0.6,0.39,Matches
405,Fermin López,es ESP,"MF,FW",Barcelona,21,2003,28,"1,252",45,36.6,13.9,0.86,69,0.29,1.15,27,0.22,2.32,2.23,1.08,1.15,1.15,-0.8,2.17,1.04,1.14,1.14,-0.26,Matches
406,Javi López,es ESP,DF,Real Sociedad,22,2002,29,"1,936",67,56.6,21.5,0.98,80,0.56,0.37,32,0.33,1.31,1.02,1.44,-0.42,-0.42,-0.3,1.13,1.25,-0.11,-0.11,-0.17,Matches
407,José López,es ESP,DF,Espanyol,18,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
408,Pau López,es ESP,GK,Girona,29,1994,1,45,45,1.3,0.5,0,,0,2,45,32,0,2,4,-2,-2,-1.6,1.8,4.2,-2.4,-2.34,-2.16,Matches
