Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
380,Nahuel Molina,ar ARG,DF,Atlético Madrid,26,1998,17.7,44,19,21,21,2,31,56,55.4,25,16,3,13,13,57,53,0,Matches
381,Jon Moncayola,es ESP,MF,Osasuna,26,1998,23.3,70,41,29,33,8,31,60,51.7,29,34,3,31,11,81,20,0,Matches
382,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,27,1997,1.3,4,2,3,1,0,3,4,75,1,0,0,0,2,6,11,0,Matches
383,Gerard Moreno,es ESP,FW,Villarreal,32,1992,8,7,4,3,2,2,3,12,25,9,0,0,0,2,9,8,0,Matches
384,Xavier Moreno,es ESP,FW,Valladolid,19,2004,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
385,Mateu Morey,es ESP,DF,Mallorca,24,2000,8.2,22,18,13,6,3,12,22,54.5,10,11,0,11,15,37,32,2,Matches
386,Ilaix Moriba,gn GUI,MF,Celta Vigo,21,2003,23.7,68,42,24,30,14,32,57,56.1,25,29,4,25,14,82,33,1,Matches
387,Manu Morlanes,es ESP,MF,Mallorca,25,1999,14.9,43,27,18,20,5,18,30,60,12,19,8,11,24,67,16,0,Matches
388,Raúl Moro,es ESP,"MF,FW",Valladolid,21,2002,26,22,13,15,4,3,13,32,40.6,19,8,0,8,10,32,20,1,Matches
389,Cristhian Mosquera,es ESP,DF,Valencia,20,2004,36.9,56,36,41,13,2,31,40,77.5,9,37,24,13,35,91,128,4,Matches
390,Santiago Mouriño,uy URU,DF,Alavés,22,2002,20.5,43,28,31,12,0,21,38,55.3,17,27,12,15,29,72,120,0,Matches
391,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,1998,22.4,37,25,30,7,0,17,27,63,10,40,29,11,23,60,125,0,Matches
392,Aihen Muñoz,es ESP,DF,Real Sociedad,26,1997,12.2,24,12,14,8,2,14,28,50,14,11,6,5,14,38,47,0,Matches
393,Álex Muñoz,es ESP,DF,Las Palmas,30,1994,15.7,39,29,22,16,1,21,38,55.3,17,28,11,17,16,55,69,0,Matches
394,Iker Muñoz,es ESP,MF,Osasuna,21,2002,6.8,5,2,3,2,0,3,9,33.3,6,9,2,7,4,9,12,1,Matches
395,Javier Muñoz,es ESP,"MF,DF",Las Palmas,29,1995,28.8,45,35,18,17,10,16,46,34.8,30,27,4,23,31,76,39,3,Matches
396,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,21,2003,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
397,Vedat Muriqi,xk KVX,FW,Mallorca,30,1994,22.9,7,5,3,2,2,3,7,42.9,4,7,1,6,7,14,43,0,Matches
398,Juan Musso,ar ARG,GK,Atlético Madrid,30,1994,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
399,Matija Nastasić,rs SRB,DF,Leganés,31,1993,23.4,25,11,21,4,0,17,25,68,8,39,30,9,21,46,165,0,Matches
400,Natan,br BRA,DF,Betis,23,2001,24.2,35,24,24,9,2,26,30,86.7,4,24,14,10,28,63,123,2,Matches
401,Pau Navarro,es ESP,DF,Villarreal,19,2005,10.2,23,17,15,6,2,19,39,48.7,20,13,6,7,4,27,41,0,Matches
402,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,2002,14.2,29,22,14,11,4,9,19,47.4,10,18,0,18,19,48,12,0,Matches
403,Jesús Navas,es ESP,"FW,MF",Sevilla,38,1985,4.7,5,2,3,0,2,0,3,0,3,1,0,1,4,9,6,0,Matches
404,Yvan Neyou,cm CMR,MF,Leganés,27,1997,25.7,53,33,21,26,6,22,47,46.8,25,35,5,30,26,79,38,1,Matches
405,Tanguy Nianzou,fr FRA,DF,Sevilla,22,2002,5.8,7,5,6,0,1,5,6,83.3,1,1,0,1,8,15,27,0,Matches
406,Saúl Ñíguez,es ESP,MF,Sevilla,29,1994,17.3,47,32,16,24,7,12,31,38.7,19,25,2,23,22,69,34,0,Matches
407,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,24,1999,9.5,17,8,8,9,0,8,13,61.5,5,17,4,13,11,28,16,1,Matches
408,Adrian Niño,es ESP,FW,Atlético Madrid,20,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
409,Hugo Novoa,es ESP,"DF,MF",Alavés,21,2003,2.6,8,5,4,3,1,5,5,100,0,2,1,1,0,8,6,0,Matches
410,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,1997,12.5,16,5,3,9,4,5,12,41.7,7,13,2,11,4,20,20,0,Matches
411,Unai Núñez,es ESP,DF,Athletic Club,27,1997,7.2,10,5,7,3,0,4,7,57.1,3,4,4,0,17,27,46,1,Matches
412,Ørjan Nyland,no NOR,GK,Sevilla,33,1990,29.7,3,2,3,0,0,3,5,60,2,0,0,0,0,3,12,4,Matches
413,Allan Nyom,cm CMR,"DF,MF",Getafe,36,1988,9.9,18,11,7,9,2,15,17,88.2,2,4,2,2,4,22,23,0,Matches
414,Jan Oblak,si SVN,GK,Atlético Madrid,31,1993,36,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,2,Matches
415,Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,1.9,3,2,2,0,1,1,2,50,1,2,0,2,0,3,2,0,Matches
416,Álvaro Odriozola,es ESP,DF,Real Sociedad,28,1995,0.5,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
417,Thiago Ojeda,ar ARG,MF,Villarreal,21,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
418,Aingeru Olabarrieta,es ESP,FW,Athletic Club,18,2005,0.6,0,0,0,0,0,0,0,,0,2,0,2,1,1,1,0,Matches
419,Olasagasti,es ESP,MF,Real Sociedad,23,2000,9.5,21,10,7,9,5,8,18,44.4,10,8,2,6,15,36,10,0,Matches
420,Brian Oliván,es ESP,DF,Espanyol,30,1994,11.3,13,10,7,6,0,4,13,30.8,9,6,2,4,10,23,23,0,Matches
421,Lucas Oliveira Rosa,br BRA,DF,Valladolid,24,2000,21,53,33,40,11,2,35,51,68.6,16,24,9,15,28,81,69,2,Matches
422,Dani Olmo,es ESP,"MF,FW",Barcelona,26,1998,13.5,16,11,8,5,3,4,14,28.6,10,6,3,3,3,19,11,1,Matches
423,Aimar Oroz,es ESP,MF,Osasuna,22,2001,33,35,19,16,13,6,14,46,30.4,32,29,2,27,20,55,10,0,Matches
424,Ángel Ortíz,es ESP,DF,Betis,20,2004,3.9,12,8,8,3,1,8,17,47.1,9,6,0,6,5,17,7,0,Matches
425,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,19,2005,2.9,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,Matches
426,David Otorbi,es ESP,MF,Valencia,16,2007,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
427,Jesús Owono,gq EQG,GK,Alavés,23,2001,5.4,1,1,1,0,0,1,1,100,0,0,0,0,0,1,2,0,Matches
428,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,1997,25,25,16,9,10,6,10,23,43.5,13,17,1,16,4,29,15,0,Matches
429,Cenk Özkacar,tr TUR,DF,Valladolid,23,2000,8.4,9,5,7,2,0,4,14,28.6,10,9,6,3,18,27,69,1,Matches
430,Jon Pacheco,es ESP,DF,Real Sociedad,23,2001,9.5,15,9,12,3,0,10,12,83.3,2,8,6,2,9,24,49,2,Matches
431,Alex Padilla,es ESP,GK,Athletic Club,20,2003,3.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
432,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,29,1994,24,22,17,10,6,6,8,34,23.5,26,22,3,19,8,30,13,1,Matches
433,Aitor Paredes,es ESP,DF,Athletic Club,24,2000,20.1,15,13,10,5,0,8,15,53.3,7,26,15,11,22,37,114,4,Matches
434,Daniel Parejo,es ESP,MF,Villarreal,35,1989,25.3,52,40,27,20,5,29,54,53.7,25,24,7,17,24,76,40,1,Matches
435,Iago Parente,es ESP,DF,Valladolid,18,2006,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
436,Álvaro Pascual,es ESP,FW,Sevilla,22,2002,4.5,5,3,0,3,2,1,5,20,4,4,0,4,2,7,9,0,Matches
437,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,28,1996,5.1,3,2,2,0,1,2,4,50,2,3,1,2,6,9,16,0,Matches
438,Pedri,es ESP,MF,Barcelona,21,2002,32,61,34,14,38,9,24,70,34.3,46,45,3,42,26,87,21,1,Matches
439,Adrià Pedrosa,es ESP,DF,Sevilla,26,1998,25.5,56,32,34,16,6,31,54,57.4,23,43,11,32,24,80,85,0,Matches
440,Pejiño,es ESP,FW,Las Palmas,28,1996,0.2,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,Matches
441,Andy Pelmard,fr FRA,DF,Las Palmas,24,2000,2.3,5,0,3,2,0,4,5,80,1,3,1,2,2,7,20,0,Matches
442,Iñaki Peña,es ESP,GK,Barcelona,25,1999,15.5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,20,1,Matches
443,Rubén Peña,es ESP,"FW,DF",Osasuna,33,1991,8.6,12,5,4,3,5,5,24,20.8,19,11,0,11,6,18,12,0,Matches
444,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,29,1995,16.7,22,9,12,6,4,6,17,35.3,11,12,1,11,5,27,12,0,Matches
445,Peque,es ESP,"MF,FW",Sevilla,21,2002,12.6,16,5,4,10,2,7,17,41.2,10,16,0,16,8,24,5,0,Matches
446,Ayoze Pérez,es ESP,FW,Villarreal,31,1993,21.9,27,14,5,18,4,6,24,25,18,17,0,17,8,35,15,0,Matches
447,Carles Pérez,es ESP,"MF,FW",Getafe,26,1998,15.9,33,23,11,14,8,21,48,43.8,27,19,2,17,6,39,22,0,Matches
448,Francisco Perez,es ESP,"FW,MF",Valencia,21,2002,6.3,17,12,7,8,2,10,16,62.5,6,8,1,7,3,20,6,0,Matches
449,Kike Pérez,es ESP,MF,Valladolid,27,1997,13.2,37,26,15,19,3,15,26,57.7,11,16,4,12,7,44,18,0,Matches
450,Luis Pérez,es ESP,DF,Valladolid,29,1995,28.4,41,30,25,11,5,24,40,60,16,26,9,17,29,70,86,0,Matches
451,Romain Perraud,fr FRA,DF,Betis,26,1997,22.2,36,22,15,16,5,21,46,45.7,25,18,4,14,22,58,71,1,Matches
452,Valentín Pezzolesi,es ESP,DF,Las Palmas,17,2007,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
453,Pica,es ESP,DF,Alavés,22,2002,5.5,9,7,7,2,0,4,9,44.4,5,7,6,1,9,18,26,0,Matches
454,Yeremi Pino,es ESP,"MF,FW",Villarreal,21,2002,21.5,60,32,20,32,8,32,65,49.2,33,38,3,35,8,68,18,0,Matches
455,Portu,es ESP,"FW,MF",Girona,32,1992,8.7,13,7,5,5,3,7,10,70,3,8,0,8,0,13,2,0,Matches
456,Beñat Prados,es ESP,MF,Athletic Club,23,2001,19.1,55,36,20,27,8,25,53,47.2,28,21,2,19,28,83,26,0,Matches
457,Abdón Prats,es ESP,"FW,MF",Mallorca,31,1992,5.1,2,1,1,1,0,1,2,50,1,2,1,1,1,3,5,0,Matches
458,Javi Puado,es ESP,"FW,MF",Espanyol,26,1998,33,22,17,14,4,4,8,20,40,12,18,3,15,5,27,19,0,Matches
459,Dani Raba,es ESP,"FW,MF",Leganés,28,1995,20.9,37,23,17,15,5,17,42,40.5,25,27,3,24,14,51,19,1,Matches
460,Arnau Rafús,es ESP,GK,Valladolid,21,2003,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
461,Antonio Raillo,es ESP,DF,Mallorca,32,1991,35.6,31,18,18,10,3,14,20,70,6,51,38,13,29,60,222,1,Matches
462,Benito Ramírez,es ESP,"DF,FW",Las Palmas,29,1995,5.3,10,5,4,6,0,9,16,56.3,7,8,3,5,1,11,14,1,Matches
463,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,29,1995,22.6,27,15,10,13,4,13,30,43.3,17,20,0,20,16,43,22,2,Matches
464,Jacobo Ramón,es ESP,DF,Real Madrid,19,2005,2.3,7,3,4,3,0,2,2,100,0,1,0,1,3,10,8,2,Matches
465,Raphinha,br BRA,"FW,MF",Barcelona,27,1996,31.5,36,22,6,19,11,19,39,48.7,20,29,2,27,11,47,26,0,Matches
466,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,26,1998,34.1,71,41,40,21,10,42,70,60,28,45,5,40,27,98,73,2,Matches
467,Raúl,es ESP,"FW,MF",Osasuna,23,2000,8.3,13,8,3,6,4,5,10,50,5,4,0,4,0,13,6,0,Matches
468,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,25,1998,4.3,3,2,3,0,0,0,6,0,6,4,0,4,0,3,6,0,Matches
469,Álex Remiro,es ESP,GK,Real Sociedad,29,1995,36,1,0,1,0,0,1,2,50,1,0,0,0,0,1,18,4,Matches
470,Daniel Requena,es ESP,MF,Villarreal,20,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
471,Diego Rico,es ESP,DF,Getafe,31,1993,31.3,81,49,47,29,5,47,85,55.3,38,41,3,38,34,115,102,2,Matches
472,Luis Rioja,es ESP,FW,Alavés,30,1993,0.3,2,1,0,1,1,1,2,50,1,2,0,2,0,2,0,0,Matches
473,Luis Rioja,es ESP,"MF,FW",Valencia,30,1993,31.5,33,21,14,12,7,14,42,33.3,28,30,1,29,22,55,44,1,Matches
474,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,24,2000,5.7,11,5,4,6,1,6,11,54.5,5,3,0,3,2,13,3,0,Matches
475,Alberto Risco,es ESP,"MF,FW",Getafe,18,2005,0.8,4,4,2,0,2,1,6,16.7,5,2,0,2,0,4,0,0,Matches
476,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,28,1995,4.8,7,7,4,2,1,4,6,66.7,2,1,0,1,2,9,18,0,Matches
477,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,19,2004,0.2,2,0,0,2,0,2,2,100,0,0,0,0,0,2,0,0,Matches
478,Marc Roca,es ESP,MF,Betis,27,1996,10.1,20,14,10,9,1,9,17,52.9,8,17,5,12,14,34,14,2,Matches
479,Rodri,es ESP,FW,Betis,24,2000,1.3,2,1,1,1,0,1,2,50,1,2,1,1,1,3,1,1,Matches
480,Adrian Rodriguez,es ESP,GK,Alavés,23,2000,1.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,Matches
481,Álvaro Rodríguez,uy URU,FW,Getafe,20,2004,9.5,10,7,0,7,3,5,10,50,5,23,0,23,3,13,12,0,Matches
482,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,26,1998,14.8,32,17,10,16,6,14,32,43.8,18,10,1,9,20,52,20,0,Matches
483,Arturo Rodríguez,es ESP,FW,Las Palmas,17,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
484,Damián Rodríguez,es ESP,MF,Celta Vigo,21,2003,10.3,14,9,3,10,1,6,16,37.5,10,6,1,5,7,21,13,0,Matches
485,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,1988,24,49,29,18,21,10,14,27,51.9,13,22,3,19,12,61,30,0,Matches
486,Daniel Rodriguez,es ESP,FW,Barcelona,18,2005,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
487,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,33,1991,1.6,3,2,1,2,0,0,2,0,2,2,0,2,1,4,0,0,Matches
488,Javi Rodríguez,es ESP,DF,Celta Vigo,21,2003,27.9,53,38,35,17,1,33,47,70.2,14,29,10,19,33,86,96,2,Matches
489,Jesus Rodríguez,es ESP,FW,Betis,18,2005,12.3,16,14,6,6,4,5,18,27.8,13,16,0,16,6,22,3,0,Matches
490,Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,19.5,33,17,12,18,3,22,43,51.2,21,22,4,18,10,43,21,0,Matches
491,Ricardo Rodríguez,ch SUI,DF,Betis,31,1992,14.2,28,15,16,5,7,17,26,65.4,9,10,1,9,8,36,51,0,Matches
492,Rodrygo,br BRA,"FW,MF",Real Madrid,23,2001,21.4,21,14,14,5,2,7,23,30.4,16,18,1,17,11,32,9,0,Matches
493,Leo Román,es ESP,GK,Mallorca,24,2000,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,Matches
494,Carlos Romero,es ESP,DF,Espanyol,22,2001,28.4,73,47,49,16,8,45,82,54.9,37,50,15,35,30,103,102,1,Matches
495,Isaac Romero,es ESP,FW,Sevilla,24,2000,24,13,7,4,4,5,3,16,18.8,13,18,1,17,7,20,27,0,Matches
496,Luka Romero,ar ARG,"FW,MF",Alavés,19,2004,2.2,4,4,1,1,2,2,3,66.7,1,2,0,2,1,5,0,0,Matches
497,Oriol Romeu,es ESP,MF,Girona,32,1991,15.1,38,25,14,19,5,14,26,53.8,12,22,8,14,12,50,20,4,Matches
498,Vitor Roque,br BRA,FW,Betis,19,2005,13.7,11,6,1,6,4,1,5,20,4,5,0,5,7,18,4,0,Matches
499,Valentin Rosier,fr FRA,DF,Leganés,27,1996,28.8,72,52,48,16,8,43,68,63.2,25,40,15,25,52,124,149,2,Matches
500,Antonio Rüdiger,de GER,DF,Real Madrid,31,1993,25.5,20,13,14,6,0,11,15,73.3,4,22,14,8,9,29,96,1,Matches
501,Aitor Ruibal,es ESP,"DF,FW",Betis,28,1996,14.6,32,23,22,4,6,25,47,53.2,22,20,5,15,14,46,40,1,Matches
502,Abel Ruiz,es ESP,FW,Girona,24,2000,15,6,2,2,2,2,2,5,40,3,7,2,5,5,11,7,0,Matches
503,Ferrán Ruiz,es ESP,MF,Girona,21,2003,0.2,0,0,0,0,0,0,0,,0,2,1,1,1,1,0,0,Matches
504,Youssouf Sabaly,sn SEN,DF,Betis,31,1993,17.6,40,25,21,15,4,24,32,75,8,21,4,17,13,53,40,0,Matches
505,Umar Sadiq,ng NGA,FW,Valencia,27,1997,9.2,10,5,3,5,2,4,6,66.7,2,7,0,7,1,11,7,0,Matches
506,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,2.5,2,1,1,1,0,1,2,50,1,3,1,2,1,3,2,0,Matches
507,Jorge Sáenz,es ESP,DF,Leganés,27,1996,18.8,37,23,18,18,1,11,20,55,9,26,17,9,25,62,161,0,Matches
508,Jan Salas,es ESP,"MF,FW",Mallorca,18,2005,0.5,3,1,2,1,0,2,2,100,0,0,0,0,0,3,0,0,Matches
509,Kike Salas,es ESP,DF,Sevilla,22,2002,24.9,47,28,24,16,7,27,46,58.7,19,26,14,12,32,79,146,0,Matches
510,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,16.3,22,15,10,9,3,10,14,71.4,4,13,1,12,9,31,24,3,Matches
511,Chuky san jose,es ESP,MF,Valladolid,20,2004,8.1,8,2,3,3,2,2,9,22.2,7,4,1,3,0,8,4,0,Matches
512,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,18,13,8,6,6,1,5,14,35.7,9,10,0,10,5,18,6,0,Matches
513,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,15.5,28,16,16,8,4,14,36,38.9,22,16,2,14,18,46,36,1,Matches
514,Iván Sánchez,es ESP,"MF,FW",Valladolid,31,1992,15.6,37,20,18,10,9,12,27,44.4,15,18,3,15,14,51,10,0,Matches
515,Javi Sánchez,es ESP,DF,Valladolid,27,1997,22.5,26,16,19,6,1,17,26,65.4,9,39,28,11,22,48,111,3,Matches
516,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,19.1,50,34,28,15,7,35,59,59.3,24,27,2,25,17,67,19,0,Matches
517,Manu Sánchez,es ESP,DF,Alavés,23,2000,29.3,83,56,40,33,10,41,69,59.4,28,51,12,39,30,113,76,1,Matches
518,Maroan Sannadi,es ESP,FW,Athletic Club,23,2001,8.4,5,0,1,4,0,2,7,28.6,5,1,0,1,1,6,2,1,Matches
519,Jesús Santiago,es ESP,MF,Getafe,20,2004,4.1,14,8,6,8,0,5,10,50,5,6,2,4,1,15,3,0,Matches
520,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,6.6,18,10,7,11,0,8,10,80,2,2,1,1,10,28,24,1,Matches
521,Sergi,es ESP,DF,Leganés,32,1992,32.9,40,29,22,16,2,18,32,56.3,14,38,29,9,39,79,185,2,Matches
522,Nicolás Serrano,es ESP,FW,Athletic Club,21,2003,1.2,1,1,0,1,0,1,3,33.3,2,4,0,4,1,2,1,0,Matches
523,Fábio Silva,pt POR,FW,Las Palmas,22,2002,20.7,12,7,4,5,3,4,14,28.6,10,12,0,12,4,16,27,0,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,0,0,0,0,0,0,1,0,1,1,0,1,0,0,7,0,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,21.4,27,13,6,11,10,15,30,50,15,22,3,19,14,41,22,1,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,0,0,0,0,0,0,0,,0,1,0,1,1,1,14,4,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,1,5,1,3,2,0,1,3,33.3,2,1,0,1,1,6,2,0,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,6.8,13,11,9,3,1,9,11,81.8,2,6,4,2,9,22,28,1,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,31.2,2,1,2,0,0,2,2,100,0,1,0,1,0,2,20,0,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,2.3,9,3,3,6,0,4,6,66.7,2,5,1,4,4,13,3,0,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,11.4,21,14,9,12,0,9,25,36,16,8,0,8,7,28,11,1,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,0.1,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,5.9,13,7,3,9,1,6,14,42.9,8,13,1,12,4,17,6,1,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,4,4,4,0,0,4,5,80,1,0,0,0,1,5,21,3,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,1,1,1,0,0,1,1,100,0,0,0,0,0,1,2,0,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,13.9,28,17,8,10,10,13,31,41.9,18,9,1,8,5,33,9,1,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,22.9,25,14,13,10,2,8,17,47.1,9,18,3,15,28,53,26,1,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,25.2,40,20,25,14,1,18,27,66.7,9,29,21,8,31,71,129,3,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,10.5,6,6,2,1,3,2,8,25,6,10,1,9,2,8,11,0,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,7.8,14,9,6,7,1,6,11,54.5,5,2,0,2,1,15,7,0,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,12,9,7,1,7,1,5,8,62.5,3,4,1,3,7,16,11,0,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,27.3,40,23,30,9,1,20,27,74.1,7,39,24,15,13,53,107,2,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,6.8,12,8,7,2,3,4,10,40,6,4,1,3,3,15,3,0,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,19.9,25,18,8,12,5,10,26,38.5,16,30,2,28,15,40,16,1,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,6.7,10,7,3,6,1,4,11,36.4,7,4,0,4,4,14,2,0,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,15,23,16,9,10,4,13,20,65,7,12,1,11,3,26,10,1,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,17.6,8,4,3,3,2,2,9,22.2,7,8,0,8,3,11,14,1,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,1,1,1,0,0,0,0,,0,0,0,0,0,1,20,1,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,17.4,9,5,2,5,2,3,6,50,3,6,1,5,1,10,28,0,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,26.9,61,35,30,27,4,24,50,48,26,58,23,35,27,88,86,2,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,33.6,49,37,33,13,3,19,31,61.3,12,41,20,21,22,71,222,2,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,29.9,47,23,25,19,3,21,41,51.2,20,34,25,9,46,93,92,1,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,14,4,7,6,1,7,23,30.4,16,9,1,8,13,27,34,1,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,0.5,2,0,0,2,0,1,2,50,1,0,0,0,0,2,0,0,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,32.5,96,61,61,30,5,53,88,60.2,35,33,9,24,47,143,123,2,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,7.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,1.5,3,3,1,2,0,2,4,50,2,3,1,2,2,5,3,0,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,13.5,20,10,7,8,5,8,28,28.6,20,9,2,7,8,28,16,0,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,2,2,1,0,1,0,0,,0,0,0,0,0,2,0,0,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,3.4,5,4,1,3,1,2,4,50,2,0,0,0,3,8,5,1,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,15.4,13,8,12,1,0,7,11,63.6,4,19,17,2,10,23,74,0,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,12.3,8,4,2,3,3,3,8,37.5,5,7,1,6,4,12,5,0,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,32.9,74,41,34,35,5,36,64,56.3,28,36,9,27,45,119,70,3,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,7.8,19,12,10,7,2,15,22,68.2,7,6,2,4,9,28,21,0,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,5.5,8,5,1,5,2,3,9,33.3,6,9,0,9,4,12,5,0,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,21.3,19,12,4,7,8,9,19,47.4,10,7,1,6,15,34,16,1,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,15,6,4,10,1,4,15,26.7,11,15,3,12,5,20,14,1,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,35,21,8,19,8,9,20,45,11,20,2,18,10,45,19,0,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,2,2,1,1,0,1,2,50,1,0,0,0,0,2,0,0,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,55,41,21,20,14,33,76,43.4,43,36,8,28,21,76,51,2,Matches
