Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
208,Manuel Fuster,es ESP,"FW,MF",Las Palmas,26,1997,28,8,"1,003",11.1,0.18,0.09,0.27,0.18,0,0,0.18,0,0.06,0.06,0.16,0.23,2.07,6.4,6.76,0.18,0.09,0.27,0.18,0.27,0.07,0.16,0.23,0.07,0.23,Matches
209,Javi Galán,es ESP,DF,Atlético Madrid,29,1994,25,21,"1,784",19.8,0,0.15,0.15,0,0,0,0.4,0,0.01,0.01,0.2,0.21,2.63,2.73,5.4,0,0.15,0.15,0,0.15,0.01,0.19,0.2,0.01,0.2,Matches
210,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,30,1993,26,18,"1,477",16.4,0,0.24,0.24,0,0,0,0.3,0,0.03,0.03,0.18,0.21,1.65,8.35,2.38,0,0.24,0.24,0,0.24,0.03,0.18,0.21,0.03,0.21,Matches
211,Conor Gallagher,eng ENG,MF,Atlético Madrid,24,2000,32,19,"1,633",18.1,0.17,0.17,0.33,0.17,0,0,0.11,0,0.15,0.15,0.07,0.22,1.33,3.54,3.54,0.17,0.17,0.33,0.17,0.33,0.15,0.06,0.22,0.15,0.22,Matches
212,Facundo Garcés,ar ARG,DF,Alavés,24,1999,10,7,678,7.5,0,0,0,0,0,0,0.27,0,0.01,0.01,0.11,0.12,0.4,1.6,0.4,0,0,0,0,0,0.01,0.11,0.12,0.01,0.12,Matches
213,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,31,1992,36,28,"2,559",28.4,0.14,0.18,0.32,0.14,0,0,0.14,0,0.27,0.27,0.18,0.44,2.39,2.5,8.63,0.14,0.18,0.32,0.14,0.32,0.27,0.18,0.44,0.27,0.44,Matches
214,Eric García,es ESP,"DF,MF",Barcelona,23,2001,29,14,"1,566",17.4,0.11,0.17,0.29,0.11,0,0,0.23,0,0.13,0.13,0.05,0.18,1.03,6.26,1.26,0.11,0.17,0.29,0.11,0.29,0.13,0.05,0.18,0.13,0.18,Matches
215,Fran Garcia,es ESP,DF,Real Madrid,24,1999,31,24,"2,171",24.1,0,0.08,0.08,0,0,0,0,0,0.04,0.04,0.07,0.11,3.24,4.94,7.34,0,0.08,0.08,0,0.08,0.04,0.08,0.11,0.04,0.11,Matches
216,Gonzalo García,es ESP,"FW,DF",Real Madrid,20,2004,3,0,56,0.6,0,1.67,1.67,0,0,0,0,0,0.83,0.83,1.67,2.5,0,0,5,0,1.61,1.61,0,1.61,0.79,1.56,2.35,0.79,2.35,Matches
217,Joan García,es ESP,GK,Espanyol,23,2001,38,38,"3,420",38,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,Matches
218,Pablo Garcia,es ESP,FW,Betis,17,2006,3,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,Matches
219,Rubén García,es ESP,"FW,MF",Osasuna,31,1993,36,30,"2,413",26.8,0.19,0.19,0.37,0.19,0,0,0.07,0,0.12,0.12,0.13,0.25,1.38,4.18,5.86,0.19,0.19,0.37,0.19,0.37,0.12,0.13,0.25,0.12,0.25,Matches
220,Unai García,es ESP,DF,Osasuna,32,1992,3,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,0,0,0,0,0,0,0,0,0,0,0,Matches
221,Yarek Gasiorowski,es ESP,DF,Valencia,19,2005,15,9,947,10.5,0,0,0,0,0,0,0.1,0,0.1,0.1,0.01,0.11,0.86,3.62,0,0,0,0,0,0,0.11,0.01,0.12,0.11,0.12,Matches
222,Gavi,es ESP,"MF,FW",Barcelona,19,2004,26,14,"1,085",12.1,0.08,0.08,0.17,0.08,0,0,0.33,0,0.07,0.07,0.13,0.2,1.07,6.36,3.47,0.08,0.08,0.17,0.08,0.17,0.07,0.13,0.2,0.07,0.2,Matches
223,Paulo Gazzaniga,ar ARG,GK,Girona,32,1992,36,36,"3,195",35.5,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
224,Bryan Gil,es ESP,"FW,MF",Girona,23,2001,25,21,"1,721",19.1,0.16,0.16,0.31,0.16,0,0,0.21,0,0.12,0.12,0.15,0.27,3.98,3.87,11,0.16,0.16,0.31,0.16,0.31,0.12,0.15,0.27,0.12,0.27,Matches
225,Dani Gómez,es ESP,FW,Valencia,26,1998,14,5,532,5.9,0.34,0,0.34,0.34,0,0,0,0,0.46,0.46,0,0.46,0.51,1.02,4.07,0.34,0,0.34,0.34,0.34,0.46,0.01,0.46,0.46,0.46,Matches
226,Moi Gómez,es ESP,"MF,FW",Osasuna,30,1994,26,6,796,8.8,0,0,0,0,0,0,0.11,0,0.06,0.06,0.09,0.14,1.48,5.57,1.82,0,0,0,0,0,0.05,0.08,0.14,0.05,0.14,Matches
227,Sergi Gómez,es ESP,DF,Espanyol,32,1992,12,6,664,7.4,0,0,0,0,0,0,0.14,0,0.04,0.04,0,0.04,0,1.08,0.14,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
228,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,23,2000,37,31,"2,738",30.4,0.07,0.16,0.23,0.07,0,0,0.13,0,0.06,0.06,0.29,0.36,1.41,3.06,5.07,0.07,0.16,0.23,0.07,0.23,0.06,0.29,0.35,0.06,0.35,Matches
229,Unai Gómez,es ESP,"MF,FW",Athletic Club,21,2003,32,14,"1,284",14.3,0.07,0.21,0.28,0.07,0,0,0.07,0,0.13,0.13,0.06,0.19,1.33,1.61,3.43,0.07,0.21,0.28,0.07,0.28,0.13,0.06,0.19,0.13,0.19,Matches
230,Fabio González,es ESP,MF,Las Palmas,27,1997,2,0,53,0.6,0,0,0,0,0,0,0,0,0.17,0.17,0,0.17,0,10,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
231,Peter González,do DOM,"MF,FW",Getafe,22,2002,17,2,477,5.3,0,0,0,0,0,0,0.19,0,0.25,0.25,0.02,0.26,1.51,1.13,6.23,0,0,0,0,0,0.24,0.02,0.26,0.24,0.26,Matches
232,Urko González,es ESP,MF,Espanyol,23,2001,17,16,"1,374",15.3,0,0.13,0.13,0,0,0,0.13,0,0.03,0.03,0.05,0.08,1.18,4.05,0.52,0,0.13,0.13,0,0.13,0.04,0.05,0.08,0.04,0.08,Matches
233,Urko González,es ESP,MF,Real Sociedad,23,2001,1,1,45,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
234,Andoni Gorosabel,es ESP,DF,Athletic Club,27,1996,20,17,"1,485",16.5,0,0.12,0.12,0,0,0,0.3,0,0.02,0.02,0.11,0.13,1.03,3.09,3.58,0,0.12,0.12,0,0.12,0.02,0.11,0.13,0.02,0.13,Matches
235,José Gragera,es ESP,MF,Espanyol,23,2000,10,7,569,6.3,0,0,0,0,0,0,0,0,0,0,0,0.02,0.16,2.22,0.48,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
236,Dominik Greif,sk SVK,GK,Mallorca,27,1997,31,31,"2,790",31,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
237,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,33,1991,38,29,"2,469",27.4,0.29,0.26,0.55,0.26,0.04,0.07,0.07,0,0.27,0.22,0.26,0.47,1.68,5.22,6.46,0.29,0.26,0.55,0.26,0.51,0.27,0.26,0.53,0.21,0.47,Matches
238,Florian Grillitsch,at AUT,MF,Valladolid,28,1995,13,7,623,6.9,0,0,0,0,0,0,0.14,0,0.01,0.01,0.1,0.12,1.3,5.51,1.01,0,0,0,0,0,0.01,0.1,0.11,0.01,0.11,Matches
239,Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,34,"3,060",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,Matches
240,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,16,1,362,4,0,0,0,0,0,0,0.25,0,0.6,0.6,0.03,0.63,0.5,0.75,5.5,0,0,0,0,0,0.59,0.03,0.62,0.59,0.62,Matches
241,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,32,1991,31,27,"2,493",27.7,0.04,0.04,0.07,0,0.04,0.04,0.22,0,0.06,0.03,0.02,0.05,0.51,2.31,0.18,0.04,0.04,0.07,0,0.04,0.06,0.02,0.08,0.03,0.05,Matches
242,Javier Guerra,es ESP,MF,Valencia,21,2003,36,31,"2,581",28.7,0.1,0.1,0.21,0.1,0,0,0.17,0,0.08,0.08,0.11,0.19,1.74,4.77,2.93,0.1,0.1,0.21,0.1,0.21,0.08,0.11,0.19,0.08,0.19,Matches
243,Ander Guevara,es ESP,MF,Alavés,27,1997,33,20,"1,947",21.6,0,0.05,0.05,0,0,0,0.14,0,0.04,0.04,0.03,0.07,0.65,5.19,0.88,0,0.05,0.05,0,0.05,0.04,0.03,0.07,0.04,0.07,Matches
244,Pape Gueye,sn SEN,MF,Villarreal,25,1999,34,26,"2,224",24.7,0.16,0,0.16,0.16,0,0,0.24,0.08,0.14,0.14,0.04,0.18,1.46,6.32,2.79,0.16,0,0.16,0.16,0.16,0.14,0.04,0.18,0.14,0.18,Matches
245,Hugo Guillamón,es ESP,MF,Valencia,24,2000,12,4,364,4,0,0,0,0,0,0,0.5,0,0.03,0.03,0,0.03,0,3.75,1.25,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
246,Carlos Guirao,es ESP,MF,Betis,21,2003,2,2,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.83,1.67,1.67,0,0,0,0,0,0,0,0,0,0,Matches
247,Arda Güler,tr TUR,"MF,FW",Real Madrid,19,2005,28,14,"1,250",13.9,0.22,0.29,0.5,0.22,0,0,0.07,0,0.24,0.24,0.32,0.55,2.45,6.69,6.19,0.22,0.29,0.5,0.22,0.5,0.24,0.32,0.56,0.24,0.56,Matches
248,Gerard Gumbau,es ESP,MF,Rayo Vallecano,29,1994,22,7,849,9.4,0,0.11,0.11,0,0,0,0.43,0,0.12,0.12,0.14,0.26,0.21,4.36,2.23,0,0.11,0.11,0,0.11,0.11,0.14,0.26,0.11,0.26,Matches
249,Jon Guridi,es ESP,"MF,FW",Alavés,29,1995,33,27,"2,080",23.1,0.13,0.04,0.17,0.09,0.04,0.04,0.26,0,0.18,0.15,0.05,0.2,1.17,3.42,3.9,0.13,0.04,0.17,0.09,0.13,0.18,0.05,0.23,0.15,0.2,Matches
250,Gorka Guruzeta,es ESP,FW,Athletic Club,27,1996,36,21,"1,840",20.4,0.34,0.1,0.44,0.34,0,0,0.1,0,0.33,0.32,0.07,0.4,0.39,1.52,3.14,0.34,0.1,0.44,0.34,0.44,0.33,0.07,0.4,0.32,0.4,Matches
251,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23,2001,29,29,"2,458",27.3,0.04,0.18,0.22,0.04,0,0,0.15,0,0.06,0.06,0.15,0.21,2.31,3.77,7.29,0.04,0.18,0.22,0.04,0.22,0.06,0.15,0.21,0.06,0.21,Matches
252,Munir El Haddadi,ma MAR,"FW,MF",Leganés,28,1995,25,10,862,9.6,0.42,0,0.42,0.42,0,0,0.1,0.1,0.17,0.17,0.08,0.24,1.15,3.02,4.38,0.42,0,0.42,0.42,0.42,0.16,0.08,0.24,0.16,0.24,Matches
253,Sébastien Haller,ci CIV,FW,Leganés,30,1994,8,5,404,4.5,0,0,0,0,0,0,0,0,0.09,0.09,0.04,0.13,0.67,0.89,3.11,0,0,0,0,0,0.09,0.05,0.13,0.09,0.13,Matches
254,Henrique,br BRA,DF,Valladolid,30,1994,5,4,352,3.9,0,0,0,0,0,0,0,0,0,0,0,0.03,0.51,3.08,1.03,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,Matches
255,Javi Hernández,es ESP,DF,Leganés,26,1998,31,27,"2,389",26.5,0.08,0.04,0.11,0.08,0,0,0.23,0,0.03,0.03,0.06,0.08,1.51,3.02,3.4,0.08,0.04,0.11,0.08,0.11,0.03,0.06,0.08,0.03,0.08,Matches
256,Aridane Hernández,es ESP,DF,Rayo Vallecano,35,1989,14,11,"1,025",11.4,0,0,0,0,0,0,0.09,0,0.08,0.08,0,0.09,0.18,3.33,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
257,Jorge Herrando,es ESP,DF,Osasuna,23,2001,18,15,"1,366",15.2,0.07,0,0.07,0.07,0,0,0.2,0,0.08,0.08,0,0.08,0.46,2.5,0.07,0.07,0,0.07,0.07,0.07,0.08,0,0.08,0.08,0.08,Matches
258,Ander Herrera,es ESP,MF,Athletic Club,34,1989,8,2,273,3,0,0,0,0,0,0.33,0.67,0,0.57,0.3,0.03,0.37,0.67,5.33,1.67,0,0,0,0,0,0.57,0.04,0.61,0.31,0.35,Matches
259,Sergio Herrera,es ESP,GK,Osasuna,31,1993,37,37,"3,330",37,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,Matches
260,Yangel Herrera,ve VEN,MF,Girona,26,1998,29,27,"2,257",25.1,0.16,0.12,0.28,0.16,0,0,0.4,0.04,0.14,0.14,0.06,0.2,1.24,4.38,3.94,0.16,0.12,0.28,0.16,0.28,0.14,0.06,0.2,0.14,0.2,Matches
261,Juan Herzog,es ESP,DF,Las Palmas,21,2003,19,15,"1,315",14.6,0,0,0,0,0,0,0.07,0,0.06,0.06,0,0.06,0,1.85,0.07,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
262,Omar El Hilali,ma MAR,DF,Espanyol,20,2003,36,36,"3,153",35,0,0.06,0.06,0,0,0,0.31,0,0,0,0.02,0.03,1,2.4,1.74,0,0.06,0.06,0,0.06,0,0.02,0.02,0,0.02,Matches
263,Roger Hinojo,es ESP,DF,Espanyol,19,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,Matches
264,Dinko Horkaš,hr CRO,GK,Las Palmas,25,1999,13,11,"1,085",12.1,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,Matches
265,Pablo Ibáñez,es ESP,MF,Osasuna,25,1998,28,13,"1,294",14.4,0.07,0.07,0.14,0.07,0,0,0.28,0,0.11,0.11,0.11,0.22,1.46,3.54,2.15,0.07,0.07,0.14,0.07,0.14,0.11,0.11,0.22,0.11,0.22,Matches
266,Stanis Idumbo,be BEL,"FW,MF",Sevilla,19,2005,14,3,284,3.2,0.31,0.31,0.63,0.31,0,0,0,0,0.19,0.19,0.22,0.41,3.13,2.5,6.25,0.32,0.32,0.63,0.32,0.63,0.2,0.23,0.42,0.2,0.42,Matches
267,Iglesias,es ESP,DF,Getafe,26,1998,37,32,"2,888",32.1,0,0.03,0.03,0,0,0,0.12,0,0.05,0.05,0.07,0.12,1,2.62,2.09,0,0.03,0.03,0,0.03,0.05,0.07,0.12,0.05,0.12,Matches
268,Borja Iglesias,es ESP,FW,Celta Vigo,31,1993,37,24,"1,952",21.7,0.51,0.14,0.65,0.51,0,0,0.09,0,0.43,0.43,0.15,0.58,1.01,1.29,4.98,0.51,0.14,0.65,0.51,0.65,0.43,0.15,0.58,0.43,0.58,Matches
269,Kelechi Iheanacho,ng NGA,FW,Sevilla,27,1996,9,5,400,4.4,0,0,0,0,0,0,0,0,0.34,0.34,0.07,0.41,1.36,1.14,3.86,0,0,0,0,0,0.33,0.07,0.41,0.33,0.41,Matches
270,Isco,es ESP,MF,Betis,32,1992,22,17,"1,547",17.2,0.52,0.47,0.99,0.23,0.29,0.35,0.29,0,0.5,0.23,0.26,0.48,2.21,8.84,6.51,0.52,0.47,0.99,0.23,0.7,0.5,0.25,0.76,0.22,0.48,Matches
271,Diego Iturralde,es ESP,FW,Sevilla,21,2003,1,1,37,0.4,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,2.5,0,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches
272,Ivan Jaime Pajuelo,es ESP,MF,Valencia,23,2000,9,2,297,3.3,0,0,0,0,0,0,0,0,0.18,0.18,0.09,0.3,2.42,4.55,4.24,0,0,0,0,0,0.19,0.1,0.3,0.19,0.3,Matches
273,Karl Jakob Hein,ee EST,GK,Valladolid,22,2002,31,31,"2,790",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
274,Adnan Januzaj,be BEL,"MF,FW",Las Palmas,29,1995,18,5,598,6.6,0.3,0.15,0.45,0.3,0,0,0.76,0,0.12,0.12,0.17,0.29,3.64,6.21,8.79,0.3,0.15,0.45,0.3,0.45,0.13,0.16,0.29,0.13,0.29,Matches
275,Mikel Jauregizar,es ESP,MF,Athletic Club,20,2003,34,25,"2,244",24.9,0.08,0.04,0.12,0.08,0,0,0.16,0.04,0.04,0.04,0.06,0.1,0.56,4.74,1.24,0.08,0.04,0.12,0.08,0.12,0.04,0.06,0.1,0.04,0.1,Matches
276,John Joe,ie IRL,"MF,FW",Getafe,20,2003,4,0,48,0.5,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,2,0,12,0,0,0,0,0,0.26,0,0.26,0.26,0.26,Matches
277,Jofre,es ESP,"MF,FW",Espanyol,23,2001,37,26,"2,165",24.1,0.12,0.12,0.25,0.12,0,0,0.21,0,0.1,0.1,0.1,0.21,2.7,1.99,6.47,0.12,0.12,0.25,0.12,0.25,0.11,0.1,0.21,0.11,0.21,Matches
278,Frenkie de Jong,nl NED,MF,Barcelona,27,1997,26,9,"1,143",12.7,0.16,0.16,0.31,0.16,0,0,0.24,0,0.06,0.06,0.16,0.2,2.83,9.45,1.89,0.16,0.16,0.31,0.16,0.31,0.05,0.16,0.21,0.05,0.21,Matches
279,Joan Jordán,es ESP,MF,Alavés,30,1994,25,15,"1,414",15.7,0.32,0.13,0.45,0.13,0.19,0.25,0.25,0,0.31,0.1,0.15,0.25,0.45,6.62,2.23,0.32,0.13,0.45,0.13,0.25,0.3,0.15,0.45,0.1,0.25,Matches
280,Juanmi,es ESP,"FW,MF",Getafe,31,1993,13,8,696,7.7,0,0,0,0,0,0,0.26,0,0.38,0.38,0.04,0.42,0.78,1.04,3.64,0,0,0,0,0,0.37,0.04,0.41,0.37,0.41,Matches
281,Juanmi,es ESP,"FW,MF",Betis,31,1993,11,2,244,2.7,0,0,0,0,0,0,0.74,0,0.26,0.26,0.15,0.37,1.48,1.48,6.67,0,0,0,0,0,0.25,0.14,0.39,0.25,0.39,Matches
282,Juanpe,es ESP,DF,Girona,33,1991,12,8,727,8.1,0,0,0,0,0,0,0.25,0,0.01,0.01,0.02,0.02,0.25,3.21,0,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
283,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,23,2001,17,16,"1,458",16.2,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
284,Vinicius Júnior,br BRA,FW,Real Madrid,24,2000,30,24,"2,253",25,0.44,0.32,0.76,0.36,0.08,0.12,0.32,0.04,0.42,0.33,0.32,0.65,6.76,3.4,10.2,0.44,0.32,0.76,0.36,0.68,0.41,0.32,0.73,0.33,0.65,Matches
285,Stanko Jurić,hr CRO,MF,Valladolid,27,1996,26,19,"1,729",19.2,0,0,0,0,0,0,0.36,0.05,0.04,0.04,0.03,0.07,0.26,2.97,0.42,0,0,0,0,0,0.04,0.02,0.07,0.04,0.07,Matches
286,Willy Kambwala,fr FRA,DF,Villarreal,19,2004,19,12,"1,117",12.4,0,0,0,0,0,0,0.08,0.08,0.02,0.02,0.01,0.04,0.16,1.29,0,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches
287,Abdoulaye Keita,es ESP,"FW,MF",Getafe,21,2002,3,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.91,1.82,3.64,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
288,Kenedy,br BRA,"MF,FW",Valladolid,28,1996,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0.29,0,0.29,0.29,0.29,Matches
289,Kiké,es ESP,FW,Alavés,34,1989,35,29,"2,542",28.2,0.46,0,0.46,0.35,0.11,0.11,0.18,0.04,0.34,0.26,0.03,0.29,0.89,1.77,5.6,0.46,0,0.46,0.35,0.35,0.34,0.03,0.37,0.26,0.29,Matches
290,Koke,es ESP,MF,Atlético Madrid,32,1992,32,20,"1,926",21.4,0.05,0.05,0.09,0.05,0,0,0.19,0,0.05,0.05,0.07,0.12,1.03,6.17,0.84,0.05,0.05,0.09,0.05,0.09,0.05,0.07,0.12,0.05,0.12,Matches
291,Jules Koundé,fr FRA,DF,Barcelona,25,1998,32,29,"2,605",28.9,0.07,0.1,0.17,0.07,0,0,0.14,0,0.06,0.06,0.13,0.2,1.52,5.71,6.57,0.07,0.1,0.17,0.07,0.17,0.06,0.13,0.2,0.06,0.2,Matches
292,Alex Král,cz CZE,MF,Espanyol,26,1998,37,29,"2,714",30.2,0,0.03,0.03,0,0,0,0.03,0,0.05,0.05,0.05,0.1,1.62,2.58,2.62,0,0.03,0.03,0,0.03,0.05,0.05,0.1,0.05,0.1,Matches
293,Ladislav Krejčí,cz CZE,DF,Girona,25,1999,28,27,"2,440",27.1,0.07,0,0.07,0.07,0,0,0.33,0,0.06,0.06,0.01,0.07,1.07,5.31,0.22,0.07,0,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,Matches
294,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23,2001,36,27,"2,372",26.4,0.19,0,0.19,0.19,0,0,0.19,0,0.14,0.14,0.17,0.3,5.04,4.17,8.26,0.19,0,0.19,0.19,0.19,0.14,0.17,0.31,0.14,0.31,Matches
295,Marash Kumbulla,al ALB,DF,Espanyol,24,2000,35,34,"2,972",33,0.09,0,0.09,0.09,0,0,0.27,0,0.05,0.05,0,0.06,0.33,2.15,0.09,0.09,0,0.09,0.09,0.09,0.05,0,0.06,0.05,0.06,Matches
296,Luca de la Torre,us USA,MF,Celta Vigo,26,1998,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
297,Yoel Lago,es ESP,DF,Celta Vigo,20,2004,8,7,583,6.5,0,0.15,0.15,0,0,0,0.31,0,0,0,0.02,0.02,0.15,4.77,0,0,0.15,0.15,0,0.15,0,0.02,0.02,0,0.02,Matches
298,Cyle Larin,ca CAN,FW,Mallorca,29,1995,32,21,"1,764",19.6,0.36,0.1,0.46,0.31,0.05,0.05,0.2,0,0.35,0.31,0.07,0.38,1.02,1.02,4.85,0.36,0.1,0.46,0.31,0.41,0.35,0.07,0.42,0.31,0.38,Matches
299,Juanmi Latasa,es ESP,FW,Valladolid,23,2001,28,14,"1,398",15.5,0.19,0,0.19,0.19,0,0,0.39,0.06,0.27,0.27,0.06,0.33,0.19,1.1,2.58,0.19,0,0.19,0.19,0.19,0.27,0.06,0.33,0.27,0.33,Matches
300,Toni Lato,es ESP,DF,Mallorca,26,1997,14,7,621,6.9,0,0,0,0,0,0,0.14,0.14,0,0,0.06,0.06,2.17,3.77,5.07,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches
301,Robin Le Normand,es ESP,DF,Atlético Madrid,27,1996,27,24,"2,151",23.9,0.04,0,0.04,0.04,0,0,0.33,0,0.06,0.06,0.02,0.08,0.46,2.3,0.25,0.04,0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,Matches
302,Florian Lejeune,fr FRA,DF,Rayo Vallecano,33,1991,37,37,"3,325",36.9,0.05,0.08,0.14,0.05,0,0,0.22,0,0.1,0.1,0.05,0.15,0.57,3.88,0.14,0.05,0.08,0.14,0.05,0.14,0.1,0.05,0.15,0.1,0.15,Matches
303,Iñigo Lekue,es ESP,DF,Athletic Club,31,1993,16,8,773,8.6,0,0,0,0,0,0,0.12,0,0.02,0.02,0.06,0.08,1.51,4.07,2.44,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,Matches
304,Thomas Lemar,fr FRA,MF,Atlético Madrid,28,1995,5,0,85,0.9,0,0,0,0,0,0,0,0,0.33,0.33,0.22,0.56,1.11,8.89,4.44,0,0,0,0,0,0.3,0.2,0.5,0.3,0.5,Matches
305,Clément Lenglet,fr FRA,DF,Atlético Madrid,29,1995,23,23,"1,972",21.9,0.09,0.05,0.14,0.09,0,0,0.41,0,0.11,0.11,0.05,0.16,0.73,3.61,0.05,0.09,0.05,0.14,0.09,0.14,0.11,0.05,0.16,0.11,0.16,Matches
306,Robert Lewandowski,pl POL,FW,Barcelona,35,1988,34,32,"2,667",29.6,0.91,0.07,0.98,0.81,0.1,0.14,0.03,0,0.92,0.81,0.08,0.89,0.91,1.62,5.54,0.91,0.07,0.98,0.81,0.88,0.92,0.08,0.99,0.81,0.89,Matches
307,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,24,1999,31,21,"1,552",17.2,0.17,0.23,0.41,0.17,0,0,0.17,0,0.35,0.35,0.17,0.52,4.19,4.24,10.4,0.17,0.23,0.41,0.17,0.41,0.35,0.17,0.52,0.35,0.52,Matches
308,Javier Llabrés,es ESP,FW,Mallorca,21,2002,1,1,57,0.6,0,0,0,0,0,0,0,0,0,0,0.17,0.17,5,5,13.3,0,0,0,0,0,0.08,0.14,0.21,0.08,0.21,Matches
309,Diego Llorente,es ESP,DF,Betis,30,1993,30,29,"2,519",28,0.07,0,0.07,0.07,0,0,0.14,0,0.05,0.05,0.01,0.06,0.25,2.89,0.11,0.07,0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Matches
310,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29,1995,33,28,"2,513",27.9,0.07,0.14,0.22,0.07,0,0,0,0.04,0.03,0.03,0.15,0.18,2.94,3.98,5.41,0.07,0.14,0.21,0.07,0.21,0.03,0.16,0.18,0.03,0.18,Matches
311,Giovani Lo Celso,ar ARG,"MF,FW",Betis,28,1996,25,15,"1,457",16.2,0.49,0.19,0.68,0.37,0.12,0.19,0.25,0,0.3,0.15,0.3,0.45,1.6,8.15,4.07,0.49,0.19,0.68,0.37,0.56,0.29,0.3,0.59,0.15,0.45,Matches
312,Enzo Loiodice,fr FRA,MF,Las Palmas,23,2000,17,7,684,7.6,0,0,0,0,0,0,0.39,0,0.04,0.04,0.03,0.05,0.39,4.08,0.39,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches
313,David López,es ESP,DF,Mallorca,21,2003,2,2,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,Matches
314,David López,es ESP,DF,Girona,34,1989,29,27,"2,429",27,0.04,0.04,0.07,0.04,0,0,0.15,0,0.03,0.03,0.02,0.06,0.63,4.89,0.26,0.04,0.04,0.07,0.04,0.07,0.03,0.02,0.06,0.03,0.06,Matches
315,Diego López,es ESP,"MF,FW",Valencia,22,2002,38,35,"2,737",30.4,0.26,0.16,0.43,0.26,0,0,0.1,0,0.22,0.22,0.16,0.38,2.5,2.8,7.2,0.26,0.16,0.43,0.26,0.43,0.22,0.17,0.38,0.22,0.38,Matches
