Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,13.5,32,2.36,23,4,1,1,2,1,2,0.15,2,0,0,0,0,0,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,3.4,18,5.24,14,2,0,0,1,1,3,0.87,3,0,0,0,0,0,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,15.4,3,0.19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,12.3,38,3.09,26,2,4,2,3,1,7,0.57,6,0,1,0,0,0,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,32.9,38,1.16,31,0,0,5,1,1,3,0.09,3,0,0,0,0,0,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,7.8,13,1.67,11,1,1,0,0,0,2,0.26,1,1,0,0,0,0,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,5.5,18,3.27,15,0,0,2,1,0,1,0.18,1,0,0,0,0,0,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,21.3,65,3.06,34,22,1,3,4,1,8,0.38,4,3,0,0,1,0,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,12,1.15,10,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,78,2.82,53,0,7,2,15,1,10,0.36,8,0,0,0,2,0,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,2,5.63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,44,2.16,40,0,1,0,3,0,3,0.15,3,0,0,0,0,0,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,1.6,5,3.04,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,30.7,26,0.85,20,0,2,3,1,0,3,0.1,3,0,0,0,0,0,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,1.5,3,1.96,3,0,0,0,0,0,1,0.65,1,0,0,0,0,0,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,33.7,87,2.58,81,1,1,4,0,0,13,0.39,12,0,0,1,0,0,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,1.1,2,1.86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,7.5,31,4.16,16,5,4,5,1,0,3,0.4,3,0,0,0,0,0,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,19.4,53,2.74,29,21,1,1,1,0,3,0.15,3,0,0,0,0,0,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,10.2,9,0.88,6,0,1,1,0,1,1,0.1,1,0,0,0,0,0,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,24.3,65,2.67,54,5,1,2,2,1,8,0.33,8,0,0,0,0,0,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,12.5,14,1.1,7,0,0,2,5,0,4,0.31,2,0,0,0,2,0,Matches
581,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,11,21,1.91,19,0,0,2,0,0,1,0.09,0,0,0,1,0,0,Matches
582,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,34.4,107,3.11,53,38,3,6,5,2,9,0.26,6,1,1,1,0,0,Matches
583,Pau Victor,es ESP,FW,Barcelona,22,2001,3.5,13,3.64,11,0,1,0,1,0,2,0.56,1,0,0,0,1,0,Matches
584,Nacho Vidal,es ESP,DF,Osasuna,29,1995,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
585,Fran Vieites,es ESP,GK,Betis,25,1999,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
586,Sergio Viera,es ESP,MF,Las Palmas,19,2005,1.1,2,1.87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
587,Asier Villalibre,es ESP,FW,Alavés,26,1997,3.7,7,1.89,4,0,0,1,2,0,1,0.27,1,0,0,0,0,0,Matches
588,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
589,Viti,es ESP,DF,Las Palmas,26,1997,22,29,1.32,23,3,2,0,1,0,3,0.14,3,0,0,0,0,0,Matches
590,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,29,34,1.17,32,0,1,0,0,1,1,0.03,1,0,0,0,0,0,Matches
591,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
592,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,29.5,80,2.72,61,1,6,7,3,2,14,0.48,10,0,3,1,0,0,Matches
593,Nico Williams,es ESP,FW,Athletic Club,22,2002,22.2,112,5.05,67,13,21,3,5,3,13,0.59,9,2,1,0,1,0,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,9.5,4,0.42,2,0,1,0,1,0,2,0.21,1,0,1,0,0,0,Matches
595,Lamine Yamal,es ESP,FW,Barcelona,17,2007,31.7,188,5.92,112,3,38,20,11,4,29,0.91,20,0,5,2,2,0,Matches
596,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,12,21,1.75,13,0,1,2,4,1,1,0.08,0,0,0,0,1,0,Matches
598,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,0.8,6,7.4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
599,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,20.4,71,3.49,41,11,13,1,5,0,9,0.44,6,1,1,1,0,0,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,25.2,17,0.67,16,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,32.9,46,1.4,38,0,4,1,1,2,6,0.18,5,0,0,0,1,0,Matches
